Datum;Beschreibung;Ausprägung;Total;Kanton_Zürich_Ja;Kanton_Zürich_Nein;Alter_15-29;Alter_30-64;Alter_65-79;Männlich;Weiblich;Städtisch;Ländlich;Erwerbstätig;In_Ausbildung;Nicht_Erwerbstätig
24.02.2020;Radius;500 Meter - 2 Kilometer;13.30143155;12.72455412;13.4480992;11.46989605;11.70947282;23.33789288;11.81024089;14.79442738;15.92156949;9.67000405;11.92138904;11.80734163;21.21421275
24.02.2020;Radius;2 - 10 Kilometer;35.13403001;35.99874655;34.91418098;34.12379299;36.11434186;32.27958656;34.32395717;35.94508347;37.11873466;32.38329275;35.6754117;32.88881237;34.43849271
24.02.2020;Radius;10 - 20 Kilometer;17.75566866;21.56485184;16.78720654;19.47683088;17.86594003;14.58044415;17.90752525;17.60362824;15.07440937;21.4718084;18.74537319;15.68730616;14.75202545
24.02.2020;Radius;20 - 50 Kilometer;16.50378929;13.48023436;17.2725101;18.24554669;17.36004343;9.928553351;16.56004101;16.44746947;14.71004975;18.98985499;17.63675702;19.32304381;8.652806514
24.02.2020;Radius;50 - 100 Kilometer;5.428788685;3.485778414;5.922787465;7.372267053;5.400033101;2.535419259;6.593735299;4.262431842;5.415179542;5.447650521;5.505268225;8.801654753;2.191446074
24.02.2020;Radius;100++ Kilometer;2.024350005;2.646708794;1.866118993;2.854924548;1.903736052;1.27689188;2.66730114;1.380620546;1.874969047;2.231387242;1.917937;3.884424614;0.954138128
25.02.2020;Distanz;weniger als 2 Km;11.12785437;11.06166619;11.14466494;7.796540185;9.959586235;21.81028206;10.25774655;11.99848435;11.69863512;10.31985705;9.730162881;8.502478072;20.81641754
25.02.2020;Distanz;2 - 10 Kilometer;19.22707788;19.7128404;19.10370316;18.41249154;17.76059495;27.2957041;17.21486336;21.24049996;23.06869026;13.78889081;18.15486237;21.13936242;23.08575122
25.02.2020;Distanz;10 - 20 Kilometer;17.46414397;18.98386623;17.07816258;16.91550402;17.61622668;17.63158453;15.00911427;19.92064699;18.40044333;16.13871846;17.38440979;15.81479039;19.38177986
25.02.2020;Distanz;20 - 50 Kilometer;26.09404927;29.03230035;25.34778775;29.82060264;26.68265444;17.46333424;27.53197038;24.65526524;24.22350272;28.74199526;27.01387407;27.02043965;20.44739739
25.02.2020;Distanz;50 - 100 Kilometer;16.51929624;13.23028155;17.35464525;18.03435306;17.09003068;11.47887276;18.57433752;14.46302169;13.38700305;20.95337096;17.19590052;18.8944137;10.82413157
25.02.2020;Distanz;100++ Kilometer;9.56757827;7.97904528;9.97103632;9.020508555;10.89090702;4.320222294;11.41196792;7.722081764;9.221725529;10.05716746;10.52079036;8.628515758;5.444522404
25.02.2020;Radius;weniger als 500 Meter;10.45299716;8.756293007;10.88392868;6.490098159;9.769928859;19.89509838;9.810678461;11.09570132;10.53163266;10.34168073;9.509969212;6.622725705;18.86395258
25.02.2020;Radius;500 Meter - 2 Kilometer;13.56218643;12.99874836;13.7052893;13.15240215;11.88777334;21.94958713;11.77410019;15.35134574;16.11253099;9.951918289;12.40511947;12.69085344;20.39763404
25.02.2020;Radius;2 - 10 Kilometer;35.20120609;37.10940688;34.71655831;33.90125187;35.39427866;36.370912;33.55679885;36.84660016;37.13165564;32.4684614;35.14356953;35.34034733;35.37554431
25.02.2020;Radius;10 - 20 Kilometer;17.1813573;20.51067358;16.33577244;20.90705222;17.95423628;7.700478095;18.67916228;15.68265347;14.12429646;21.5089331;18.19685603;18.89874522;10.31511202
25.02.2020;Radius;20 - 50 Kilometer;17.56236459;15.83801562;18.00031739;19.45270967;18.30184117;11.14693254;18.74355828;16.38046204;16.13528179;19.58254322;18.20882742;20.50473243;11.50828707
25.02.2020;Radius;50 - 100 Kilometer;4.862354536;3.573247616;5.189763894;5.440150006;5.323381456;1.815501644;5.866244005;3.857862614;4.872879338;4.847455626;5.070490115;5.401741021;3.284489992
