Station: Tänikon
Land, < 1000 m
Stundenmittelwerte, PREC: Stundensummen
MEZ/CET
Quelle: NABEL/MeteoSchweiz
Die Messwerte des laufenden Jahres sind vorläufig und noch nicht abschliessend geprüft.
Datum/Zeit;O3 [ug/m3];NO2 [ug/m3];PM10 [ug/m3];PM2.5 [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
01.01.2019 01:00;39.6;9.4;20.3;19.9;9.9;3.7;0.0;1.0
01.01.2019 02:00;38.5;7.9;11.8;11.9;8.1;3.3;0.0;1.0
01.01.2019 03:00;33.5;7.6;11.7;11.7;7.9;3.0;0.0;1.0
01.01.2019 04:00;35.0;6.9;10.0;10.0;7.1;2.6;0.0;1.0
01.01.2019 05:00;43.9;5.7;6.7;6.8;5.9;2.2;0.0;1.0
01.01.2019 06:00;41.1;5.9;7.2;7.2;6.0;2.0;0.0;1.0
01.01.2019 07:00;41.4;6.9;6.7;6.7;7.0;2.2;0.0;1.0
01.01.2019 08:00;32.7;7.8;7.3;7.3;7.9;1.7;0.0;1.0
01.01.2019 09:00;31.1;7.2;7.9;7.8;8.0;2.0;0.0;8.2
01.01.2019 10:00;36.5;8.0;9.8;9.7;9.0;3.2;0.0;50.3
01.01.2019 11:00;44.1;6.3;9.4;9.5;6.9;3.6;0.0;37.8
01.01.2019 12:00;45.2;8.1;11.5;11.5;8.8;3.7;0.0;51.7
01.01.2019 13:00;47.7;7.8;10.4;10.3;8.8;4.2;0.0;101.5
01.01.2019 14:00;50.7;6.5;9.4;9.3;7.4;4.7;0.0;140.7
01.01.2019 15:00;52.5;6.2;6.8;6.6;6.7;4.5;0.0;45.8
01.01.2019 16:00;45.5;8.4;7.7;7.7;9.0;4.2;0.0;9.2
01.01.2019 17:00;43.8;7.2;7.8;7.4;7.6;4.0;0.0;1.7
01.01.2019 18:00;46.4;6.7;6.8;6.6;6.9;3.7;0.0;1.0
01.01.2019 19:00;55.5;6.8;6.1;5.9;7.2;3.8;0.0;1.0
01.01.2019 20:00;57.1;6.3;4.6;4.2;6.9;3.8;0.0;1.0
01.01.2019 21:00;55.9;6.0;3.1;2.8;6.5;3.7;0.0;1.0
01.01.2019 22:00;54.6;5.5;2.3;2.1;6.3;3.7;0.0;1.0
01.01.2019 23:00;52.0;4.8;2.9;2.7;5.0;3.6;0.0;1.3
02.01.2019 00:00;49.8;5.0;3.7;3.6;5.3;3.4;0.1;1.2
02.01.2019 01:00;49.6;4.7;4.8;3.9;5.0;3.3;0.0;1.0
02.01.2019 02:00;50.2;4.2;4.6;3.8;4.4;3.6;0.1;1.3
02.01.2019 03:00;48.5;5.5;4.7;4.0;6.0;3.1;1.7;1.3
02.01.2019 04:00;56.1;5.3;2.2;1.7;5.8;1.4;2.8;1.0
02.01.2019 05:00;51.0;5.2;1.2;0.8;5.4;1.6;0.6;0.8
02.01.2019 06:00;64.6;4.3;3.1;2.2;4.5;1.5;0.1;0.8
02.01.2019 07:00;70.1;4.9;4.5;2.5;5.0;1.2;0.0;1.0
02.01.2019 08:00;75.0;4.5;6.1;3.2;4.7;1.1;0.0;1.0
02.01.2019 09:00;69.9;6.6;6.4;3.7;7.0;0.8;0.0;9.3
02.01.2019 10:00;68.7;6.3;7.0;3.9;6.7;1.0;0.0;45.2
02.01.2019 11:00;70.5;5.7;7.8;4.2;6.1;1.3;0.0;81.7
02.01.2019 12:00;69.6;6.0;9.7;5.0;6.6;1.5;0.0;91.5
02.01.2019 13:00;68.7;7.3;10.0;5.1;8.5;1.8;0.0;126.8
02.01.2019 14:00;70.9;5.5;9.3;5.0;6.3;2.3;0.0;191.5
02.01.2019 15:00;67.8;6.6;9.6;5.1;7.0;2.0;0.0;71.5
02.01.2019 16:00;66.6;6.7;10.0;5.4;7.3;1.6;0.0;56.0
02.01.2019 17:00;62.9;9.0;12.3;7.6;9.2;1.4;0.0;4.3
02.01.2019 18:00;57.1;14.1;10.4;6.2;16.2;0.7;0.0;1.0
02.01.2019 19:00;59.4;10.7;8.8;6.0;11.1;0.5;0.0;1.0
02.01.2019 20:00;61.8;9.9;9.8;6.5;10.1;0.2;0.0;1.0
02.01.2019 21:00;58.8;10.8;9.5;6.6;11.1;0.1;0.0;1.0
02.01.2019 22:00;58.8;10.3;9.2;6.2;10.5;-0.3;0.0;1.0
02.01.2019 23:00;38.5;22.0;10.0;7.0;26.7;-1.4;0.0;1.0
03.01.2019 00:00;47.3;11.1;9.0;6.3;11.5;-1.0;0.0;1.0
03.01.2019 01:00;47.8;9.1;8.0;4.9;9.6;-1.9;0.0;1.0
03.01.2019 02:00;50.0;6.9;8.5;5.1;7.1;-2.5;0.0;1.0
03.01.2019 03:00;45.6;8.6;9.6;5.5;9.6;-3.5;0.0;1.0
03.01.2019 04:00;43.2;6.8;8.4;5.0;7.6;-4.2;0.0;0.7
03.01.2019 05:00;42.3;8.7;8.1;5.0;9.6;-4.9;0.0;0.8
03.01.2019 06:00;39.9;10.0;8.7;5.2;10.9;-5.2;0.0;0.2
03.01.2019 07:00;35.1;12.4;9.0;5.7;14.4;-5.7;0.0;0.0
03.01.2019 08:00;30.9;16.3;12.0;8.3;19.8;-5.9;0.0;0.2
03.01.2019 09:00;29.6;15.6;12.9;7.6;19.2;-5.8;0.0;14.7
03.01.2019 10:00;32.3;13.1;12.5;7.3;17.5;-4.4;0.0;95.8
03.01.2019 11:00;32.6;14.3;13.2;8.1;18.8;-3.1;0.0;162.3
03.01.2019 12:00;;;13.2;7.9;;-1.2;0.0;311.8
03.01.2019 13:00;63.1;6.9;13.4;7.6;8.6;-0.4;0.0;294.5
03.01.2019 14:00;38.6;24.2;15.8;9.3;29.6;-0.9;0.0;119.2
03.01.2019 15:00;55.3;13.9;13.1;7.9;15.2;-0.9;0.0;88.2
03.01.2019 16:00;55.4;13.4;13.1;7.7;14.5;-0.8;0.0;43.3
03.01.2019 17:00;52.2;14.5;12.2;7.5;15.2;-0.7;0.0;12.0
03.01.2019 18:00;52.4;14.0;12.0;7.5;14.5;-0.8;0.0;1.0
03.01.2019 19:00;45.4;19.4;12.5;7.8;20.3;-1.1;0.0;1.0
03.01.2019 20:00;38.5;26.2;14.7;9.7;27.3;-0.9;0.0;1.0
03.01.2019 21:00;42.2;24.6;12.2;7.6;24.8;-1.5;0.0;1.0
03.01.2019 22:00;51.7;17.4;9.2;6.2;18.0;-1.9;0.0;1.0
03.01.2019 23:00;62.3;9.6;7.2;4.9;9.7;-1.5;0.0;1.0
04.01.2019 00:00;57.8;10.2;7.5;5.2;10.4;-2.0;0.0;1.0
04.01.2019 01:00;52.5;16.0;9.1;6.0;17.2;-1.5;0.0;1.0
04.01.2019 02:00;50.8;12.8;11.5;8.3;12.9;-1.6;0.0;1.0
04.01.2019 03:00;29.1;26.0;12.4;8.5;26.1;-2.6;0.0;1.0
04.01.2019 04:00;35.1;19.7;11.9;8.5;19.8;-2.5;0.0;1.0
04.01.2019 05:00;35.2;14.1;12.3;8.6;14.3;-2.4;0.0;1.0
04.01.2019 06:00;23.7;23.8;12.8;9.0;26.0;-2.8;0.0;1.0
04.01.2019 07:00;15.4;27.3;14.0;9.9;32.4;-3.3;0.0;1.0
04.01.2019 08:00;14.0;26.5;14.5;10.8;35.4;-4.3;0.0;1.0
04.01.2019 09:00;11.4;28.7;14.5;11.1;47.6;-4.7;0.0;15.3
04.01.2019 10:00;21.1;24.9;21.7;15.8;38.4;-3.7;0.0;90.7
04.01.2019 11:00;25.9;23.8;17.7;11.8;40.1;-2.1;0.0;193.8
04.01.2019 12:00;33.7;26.7;15.1;10.5;44.9;-0.6;0.0;289.3
04.01.2019 13:00;56.0;13.7;12.7;7.5;18.8;0.8;0.0;327.8
04.01.2019 14:00;62.1;11.0;16.6;7.7;14.0;0.9;0.0;287.0
04.01.2019 15:00;65.2;10.7;14.6;6.3;11.8;0.9;0.0;123.7
04.01.2019 16:00;58.6;15.6;15.0;7.7;17.5;0.8;0.0;76.3
04.01.2019 17:00;54.6;17.3;14.4;9.6;17.6;0.2;0.0;15.7
04.01.2019 18:00;33.1;27.3;15.0;9.6;30.7;-0.4;0.0;1.0
04.01.2019 19:00;44.5;20.5;13.7;9.2;21.2;-0.1;0.0;1.0
04.01.2019 20:00;34.8;23.9;14.9;10.4;25.0;-0.6;0.0;1.0
04.01.2019 21:00;36.2;21.2;14.4;10.3;22.0;-0.5;0.0;1.0
04.01.2019 22:00;36.1;25.9;17.4;12.6;26.3;0.0;0.0;1.0
04.01.2019 23:00;30.4;30.5;20.6;15.2;32.7;-0.1;0.0;1.0
05.01.2019 00:00;29.0;29.9;20.8;15.7;31.3;-0.4;0.0;1.0
05.01.2019 01:00;35.9;22.5;20.7;19.6;22.9;0.0;0.0;1.0
05.01.2019 02:00;41.1;16.5;21.1;19.9;16.8;0.1;0.0;1.0
05.01.2019 03:00;46.2;11.8;19.7;18.8;12.1;0.2;0.0;1.0
05.01.2019 04:00;44.0;14.1;18.8;17.9;14.5;0.1;0.0;1.0
05.01.2019 05:00;44.0;13.5;18.9;18.0;13.9;0.1;0.0;1.0
05.01.2019 06:00;43.7;13.4;19.0;18.1;13.6;0.0;0.0;1.0
05.01.2019 07:00;43.9;13.4;18.9;17.9;14.0;-0.0;0.0;1.0
05.01.2019 08:00;41.0;15.6;20.2;19.1;16.3;-0.3;0.0;1.0
05.01.2019 09:00;41.2;15.2;21.5;20.8;16.1;-0.7;0.1;6.3
05.01.2019 10:00;48.4;12.0;19.1;18.3;13.1;-0.5;0.3;19.7
05.01.2019 11:00;51.0;12.5;18.1;17.5;14.6;-0.5;0.7;46.0
05.01.2019 12:00;56.0;12.6;20.5;19.6;14.7;-0.3;0.8;42.3
05.01.2019 13:00;60.6;10.4;12.4;8.3;12.2;-0.1;0.7;53.2
05.01.2019 14:00;62.1;10.6;6.6;5.2;12.3;0.1;0.5;46.8
05.01.2019 15:00;62.4;10.3;3.8;3.4;11.3;0.3;0.6;32.3
05.01.2019 16:00;59.2;11.2;4.2;3.6;12.3;0.6;0.3;23.5
05.01.2019 17:00;54.9;12.7;3.4;3.3;13.8;0.9;0.2;7.7
05.01.2019 18:00;51.5;13.6;4.2;4.0;14.8;1.0;0.2;1.0
05.01.2019 19:00;50.3;11.7;5.4;5.2;12.3;1.3;0.0;1.0
05.01.2019 20:00;48.9;10.7;5.7;5.6;11.0;1.3;0.4;1.0
05.01.2019 21:00;47.6;10.4;6.7;6.5;10.7;1.4;0.2;1.0
05.01.2019 22:00;44.8;10.8;7.1;7.0;11.1;1.3;0.2;1.0
05.01.2019 23:00;43.3;9.9;6.4;6.3;10.2;1.4;0.2;1.0
06.01.2019 00:00;42.1;9.3;7.0;6.9;9.5;1.6;0.0;1.0
06.01.2019 01:00;41.9;8.3;6.0;6.9;8.7;1.6;0.0;1.0
06.01.2019 02:00;41.5;8.0;5.5;6.2;8.2;1.7;0.1;1.0
06.01.2019 03:00;41.2;8.2;5.1;5.8;8.5;1.7;0.0;1.0
06.01.2019 04:00;40.5;8.3;4.8;5.5;8.9;1.6;0.1;1.0
06.01.2019 05:00;42.1;7.6;5.1;5.9;7.7;1.8;0.0;1.0
06.01.2019 06:00;40.5;7.9;5.6;6.5;8.0;1.5;0.0;1.0
06.01.2019 07:00;39.9;8.1;3.7;4.3;8.5;1.5;0.3;1.0
06.01.2019 08:00;39.6;9.0;3.2;3.7;10.0;1.4;0.5;1.0
06.01.2019 09:00;41.3;8.4;3.5;4.0;9.1;1.5;0.1;5.0
06.01.2019 10:00;41.9;8.5;3.3;3.8;9.7;1.4;0.4;20.3
06.01.2019 11:00;41.6;8.7;2.5;2.8;10.5;1.6;0.2;59.3
06.01.2019 12:00;42.5;8.2;2.5;2.8;10.5;1.6;0.4;96.7
06.01.2019 13:00;41.7;8.9;1.9;2.1;11.7;1.7;0.4;111.3
06.01.2019 14:00;42.8;8.9;4.7;5.5;11.8;1.8;0.2;119.3
06.01.2019 15:00;43.0;9.6;4.8;5.4;11.7;1.8;0.2;85.3
06.01.2019 16:00;42.0;11.3;5.5;6.3;13.4;1.8;0.0;52.8
06.01.2019 17:00;39.6;12.0;5.0;5.8;13.2;1.6;0.0;16.3
06.01.2019 18:00;37.6;13.0;3.3;3.8;13.5;1.6;0.1;1.2
06.01.2019 19:00;33.0;16.4;3.5;4.0;19.3;1.5;0.1;1.0
06.01.2019 20:00;34.7;13.6;5.5;6.5;14.7;1.5;0.0;1.0
06.01.2019 21:00;33.1;13.7;4.3;4.8;14.3;1.2;0.5;1.0
06.01.2019 22:00;31.7;14.0;5.0;5.8;14.4;1.1;0.2;1.0
06.01.2019 23:00;30.0;14.0;4.1;4.6;14.3;0.9;0.1;1.0
07.01.2019 00:00;22.9;15.6;4.7;5.4;17.1;0.7;0.0;1.0
07.01.2019 01:00;23.2;15.1;6.6;6.2;15.7;0.7;0.2;1.0
07.01.2019 02:00;25.4;13.6;7.1;6.9;14.1;1.0;0.0;1.0
07.01.2019 03:00;25.7;13.7;6.3;6.0;13.9;1.1;0.0;1.0
07.01.2019 04:00;22.4;13.6;6.8;6.5;14.1;0.9;0.0;1.0
07.01.2019 05:00;18.8;14.8;7.4;6.8;15.7;0.8;0.0;1.0
07.01.2019 06:00;15.4;17.1;8.2;7.8;19.6;0.7;0.0;1.0
07.01.2019 07:00;9.4;23.3;9.9;9.3;32.4;0.6;0.0;1.0
07.01.2019 08:00;11.1;21.8;10.3;9.8;30.5;0.7;0.0;1.0
07.01.2019 09:00;4.6;31.5;13.0;12.2;52.0;0.7;0.1;6.2
07.01.2019 10:00;13.1;19.9;12.5;12.1;31.0;0.9;0.0;44.8
07.01.2019 11:00;21.1;15.9;11.1;9.8;25.2;1.4;0.0;112.7
07.01.2019 12:00;36.9;12.9;7.7;6.3;18.2;1.8;0.0;146.0
07.01.2019 13:00;43.7;12.7;6.0;5.4;15.7;2.0;0.0;103.5
07.01.2019 14:00;43.8;13.1;5.8;5.2;15.4;2.0;0.0;64.2
07.01.2019 15:00;39.6;15.2;7.3;6.8;17.1;1.8;0.0;27.8
07.01.2019 16:00;30.4;21.9;9.6;8.8;25.9;1.8;0.0;20.2
07.01.2019 17:00;46.2;12.5;5.6;4.5;14.1;1.8;0.0;10.2
07.01.2019 18:00;42.9;15.1;5.1;4.8;16.0;1.5;0.0;1.0
07.01.2019 19:00;42.2;14.7;6.7;6.4;15.5;1.4;0.0;1.0
07.01.2019 20:00;37.8;17.2;7.0;6.7;18.4;1.4;0.0;1.0
07.01.2019 21:00;37.3;18.4;10.6;10.1;18.9;1.5;0.0;1.0
07.01.2019 22:00;37.1;17.2;11.7;11.2;17.9;1.5;0.0;1.0
07.01.2019 23:00;40.1;14.4;12.3;11.8;14.7;1.4;0.0;1.0
08.01.2019 00:00;42.8;11.0;11.8;11.2;11.2;1.5;0.0;1.0
08.01.2019 01:00;38.7;13.0;11.0;12.4;14.2;1.5;0.0;1.0
08.01.2019 02:00;39.0;11.4;10.6;12.1;11.9;1.3;0.1;1.0
08.01.2019 03:00;39.9;9.5;9.9;11.2;9.7;1.1;0.3;1.0
08.01.2019 04:00;42.4;8.0;8.5;9.8;8.2;0.8;0.3;1.0
08.01.2019 05:00;48.0;6.4;7.9;9.0;6.5;1.0;0.2;1.0
08.01.2019 06:00;46.2;7.1;7.9;8.8;7.4;1.1;0.0;1.0
08.01.2019 07:00;47.1;7.9;7.9;8.9;8.6;1.2;0.0;1.0
08.01.2019 08:00;51.3;7.8;6.1;6.9;8.4;1.4;0.2;1.0
08.01.2019 09:00;51.2;9.0;4.7;5.3;9.6;1.5;0.2;7.5
08.01.2019 10:00;49.7;11.2;5.3;6.0;12.6;1.8;0.3;34.0
08.01.2019 11:00;51.7;10.6;9.1;10.4;12.8;2.3;0.1;63.5
08.01.2019 12:00;47.1;10.5;4.6;5.2;12.7;2.5;0.1;71.7
08.01.2019 13:00;47.2;10.1;5.7;6.4;11.9;2.6;0.1;69.3
08.01.2019 14:00;46.5;10.8;4.9;5.4;12.9;2.6;0.1;89.0
08.01.2019 15:00;43.0;14.7;4.9;5.2;17.8;2.6;0.0;28.0
08.01.2019 16:00;46.5;12.2;4.1;4.4;13.7;2.6;0.3;42.8
08.01.2019 17:00;54.8;11.1;4.8;4.7;11.8;3.0;0.0;15.5
08.01.2019 18:00;54.8;11.9;5.2;5.1;12.3;3.0;0.0;1.0
08.01.2019 19:00;57.2;11.0;5.0;4.8;11.6;3.0;0.0;1.0
08.01.2019 20:00;57.6;12.3;4.6;4.5;13.7;2.7;0.0;1.0
08.01.2019 21:00;62.0;8.2;4.1;4.2;8.6;2.4;0.5;1.0
08.01.2019 22:00;61.3;7.5;3.4;3.6;7.6;2.2;0.4;1.0
08.01.2019 23:00;62.1;6.9;3.2;3.5;7.0;2.3;0.0;1.0
09.01.2019 00:00;62.8;6.2;2.9;3.1;6.3;2.2;0.0;1.0
09.01.2019 01:00;63.2;7.2;4.8;3.7;8.1;2.1;0.3;1.0
09.01.2019 02:00;64.8;5.3;4.2;3.3;5.5;1.9;0.0;1.0
09.01.2019 03:00;64.0;4.7;4.5;3.6;4.8;1.7;0.1;1.0
09.01.2019 04:00;66.3;4.4;4.1;3.1;4.5;1.3;0.0;1.0
09.01.2019 05:00;64.2;4.8;4.5;3.4;5.1;1.4;0.0;1.0
09.01.2019 06:00;63.6;6.2;3.9;3.1;7.3;1.4;0.0;1.0
09.01.2019 07:00;63.2;5.8;3.8;2.8;6.2;1.0;0.2;1.0
09.01.2019 08:00;61.9;6.7;3.1;2.3;7.0;0.9;0.3;1.0
09.01.2019 09:00;62.5;7.5;1.8;1.4;7.9;0.7;0.0;10.7
09.01.2019 10:00;59.8;10.0;2.3;1.7;11.7;0.7;0.0;45.0
09.01.2019 11:00;61.3;10.0;4.5;3.5;11.8;0.9;0.0;92.8
09.01.2019 12:00;60.1;11.8;3.9;2.8;13.4;0.9;0.1;82.3
09.01.2019 13:00;59.1;11.8;3.8;2.7;13.4;0.9;0.4;89.7
09.01.2019 14:00;69.9;6.2;2.9;1.8;7.2;1.0;0.1;191.3
09.01.2019 15:00;64.0;11.4;4.3;2.3;12.7;1.1;0.0;83.0
09.01.2019 16:00;62.5;11.7;4.6;2.7;12.7;0.0;0.3;39.0
09.01.2019 17:00;60.4;11.4;4.7;3.0;12.0;0.3;0.0;6.5
09.01.2019 18:00;54.9;14.9;4.4;3.0;15.1;0.2;0.2;1.0
09.01.2019 19:00;59.2;15.7;5.4;3.1;16.7;-0.8;0.4;1.0
09.01.2019 20:00;63.1;11.2;4.7;3.7;11.8;-1.0;0.0;1.0
09.01.2019 21:00;59.7;12.3;6.8;5.2;12.7;-1.2;0.1;1.0
09.01.2019 22:00;58.8;12.0;8.0;6.1;12.1;-1.4;0.2;1.0
09.01.2019 23:00;58.9;10.8;7.5;5.9;10.9;-1.4;0.0;1.0
10.01.2019 00:00;47.9;17.7;8.1;6.6;21.8;-1.7;0.0;1.0
10.01.2019 01:00;51.9;10.3;7.1;6.8;10.7;-2.3;0.0;1.0
10.01.2019 02:00;48.6;10.3;6.6;6.1;10.6;-2.1;0.0;1.0
10.01.2019 03:00;46.0;9.5;6.3;6.1;9.8;-2.5;0.0;1.0
10.01.2019 04:00;40.9;11.2;5.9;5.6;13.5;-3.0;0.0;0.7
10.01.2019 05:00;42.1;11.2;5.7;5.6;12.5;-2.5;0.0;1.0
10.01.2019 06:00;43.2;15.9;10.5;10.2;17.1;-2.0;0.0;1.0
10.01.2019 07:00;40.8;17.6;9.1;8.5;18.7;-1.9;0.2;1.0
10.01.2019 08:00;39.7;20.1;9.8;9.4;23.9;-1.9;0.2;1.0
10.01.2019 09:00;42.4;17.2;7.7;7.7;19.7;-1.8;0.7;4.5
10.01.2019 10:00;44.4;15.0;8.9;8.7;17.3;-1.7;1.1;24.5
10.01.2019 11:00;44.7;14.8;7.3;7.1;18.8;-1.4;0.7;59.7
10.01.2019 12:00;43.7;14.6;7.3;7.0;20.6;-1.1;0.3;101.5
10.01.2019 13:00;41.5;17.4;6.7;6.6;26.9;-0.9;0.3;124.8
10.01.2019 14:00;41.4;15.3;7.2;7.0;20.8;-0.7;0.3;89.7
10.01.2019 15:00;39.5;16.3;6.7;6.5;20.1;-0.8;0.2;46.8
10.01.2019 16:00;37.5;18.3;7.2;7.0;21.7;-0.7;0.1;34.2
10.01.2019 17:00;33.5;22.1;7.8;7.2;25.1;-0.8;0.4;8.3
10.01.2019 18:00;31.5;22.1;9.1;9.0;22.4;-1.1;0.4;1.0
10.01.2019 19:00;31.4;22.3;10.5;10.2;22.6;-1.1;0.1;1.0
10.01.2019 20:00;30.5;23.9;9.9;9.5;24.3;-1.3;0.0;1.0
10.01.2019 21:00;30.9;23.9;11.5;11.1;24.1;-1.4;0.2;1.0
10.01.2019 22:00;32.2;22.7;11.6;11.0;22.8;-1.5;0.2;1.0
10.01.2019 23:00;33.4;20.8;10.4;10.0;21.0;-1.7;0.3;1.0
11.01.2019 00:00;36.2;17.1;10.9;10.7;17.5;-1.8;0.0;1.0
11.01.2019 01:00;36.7;15.5;12.1;11.4;15.8;-2.1;0.1;1.0
11.01.2019 02:00;35.5;13.8;11.3;10.8;14.1;-2.7;0.0;1.0
11.01.2019 03:00;40.2;10.3;10.1;9.3;10.4;-2.9;0.0;1.0
11.01.2019 04:00;38.8;11.8;8.6;8.0;13.3;-3.4;0.0;0.8
11.01.2019 05:00;34.2;12.4;8.4;8.0;13.0;-4.2;0.0;0.8
11.01.2019 06:00;22.6;22.3;10.4;9.8;27.1;-4.3;0.0;0.8
11.01.2019 07:00;20.0;27.2;12.2;11.1;38.6;-3.9;0.0;0.8
11.01.2019 08:00;10.3;39.7;13.5;11.7;60.1;-3.9;0.0;1.0
11.01.2019 09:00;10.3;38.3;16.0;13.9;63.6;-4.6;0.0;26.0
11.01.2019 10:00;16.1;32.0;18.3;15.9;61.7;-5.5;0.0;46.0
11.01.2019 11:00;24.1;24.1;18.3;16.7;51.0;-5.9;0.0;120.8
11.01.2019 12:00;26.1;24.8;19.6;17.4;61.6;-5.1;0.0;255.5
11.01.2019 13:00;29.5;29.3;29.7;23.9;66.2;-2.7;0.0;273.0
11.01.2019 14:00;45.0;16.1;15.1;13.7;24.8;-0.7;0.0;189.8
11.01.2019 15:00;41.8;19.0;14.8;13.0;26.3;-0.9;0.0;101.7
11.01.2019 16:00;38.3;21.9;18.8;14.2;28.1;-0.9;0.0;52.8
11.01.2019 17:00;31.1;29.9;17.5;14.7;33.7;-0.9;0.0;13.2
11.01.2019 18:00;29.0;32.0;16.6;15.5;33.8;-1.1;0.0;1.0
11.01.2019 19:00;25.9;31.6;18.0;16.7;32.6;-1.2;0.0;1.0
11.01.2019 20:00;26.6;30.5;19.4;18.4;31.9;-1.1;0.0;1.0
11.01.2019 21:00;29.1;29.1;18.1;17.5;29.7;-1.3;0.3;1.0
11.01.2019 22:00;40.2;21.6;15.9;15.3;22.0;-1.3;0.2;1.0
11.01.2019 23:00;41.8;19.2;15.2;14.7;19.4;-1.4;0.0;1.0
12.01.2019 00:00;44.7;16.7;14.0;13.1;17.0;-1.1;0.1;1.0
12.01.2019 01:00;49.6;14.1;10.3;10.4;14.7;-0.8;0.0;1.0
12.01.2019 02:00;53.9;11.4;9.6;10.2;11.5;-0.7;0.1;1.0
12.01.2019 03:00;52.6;11.2;10.4;10.9;11.3;-0.6;0.1;1.0
12.01.2019 04:00;53.4;10.1;8.8;9.2;10.2;-0.3;0.0;1.0
12.01.2019 05:00;53.4;9.9;7.0;7.4;10.0;0.0;0.0;1.0
12.01.2019 06:00;52.8;10.3;6.8;7.2;10.9;0.1;0.0;1.0
12.01.2019 07:00;53.8;8.4;7.0;7.3;8.5;0.3;0.0;1.0
12.01.2019 08:00;52.9;9.3;8.0;8.3;9.7;0.5;0.0;1.0
12.01.2019 09:00;52.7;9.8;8.9;9.1;10.5;0.7;0.0;7.7
12.01.2019 10:00;52.6;10.2;9.0;9.0;11.7;0.9;0.0;45.2
12.01.2019 11:00;53.1;12.1;12.3;12.7;15.3;1.0;0.1;94.7
12.01.2019 12:00;51.5;11.7;8.4;8.7;15.5;1.4;0.0;116.8
12.01.2019 13:00;50.8;11.9;9.9;10.1;15.6;1.5;0.0;120.7
12.01.2019 14:00;52.4;11.2;11.2;11.6;15.2;1.9;0.0;164.7
12.01.2019 15:00;51.0;12.5;10.4;10.4;15.9;2.0;0.0;111.2
12.01.2019 16:00;49.8;15.5;11.6;12.0;18.4;2.1;0.0;62.5
12.01.2019 17:00;46.2;18.4;10.1;10.4;20.0;2.1;0.0;19.0
12.01.2019 18:00;55.0;13.0;7.3;7.4;13.3;2.5;0.0;1.5
12.01.2019 19:00;57.4;12.3;7.1;7.0;12.7;2.6;0.0;1.0
12.01.2019 20:00;66.3;8.7;4.6;4.6;9.0;2.8;0.0;1.0
12.01.2019 21:00;67.4;7.8;3.9;3.8;8.2;2.5;0.2;1.0
12.01.2019 22:00;69.1;6.4;3.9;4.0;6.7;1.7;1.3;1.0
12.01.2019 23:00;71.9;5.0;2.0;2.1;5.2;1.5;0.9;1.0
13.01.2019 00:00;72.4;4.3;1.1;1.2;4.5;1.6;0.8;1.0
13.01.2019 01:00;71.5;4.3;1.0;0.8;4.4;1.7;0.9;1.0
13.01.2019 02:00;70.1;4.4;0.8;0.6;4.6;1.8;0.8;1.0
13.01.2019 03:00;65.4;5.1;1.1;0.9;5.2;1.8;0.5;1.0
13.01.2019 04:00;62.5;5.4;1.1;0.9;5.4;1.9;0.4;1.0
13.01.2019 05:00;61.7;5.1;0.6;0.5;5.1;1.8;0.2;1.0
13.01.2019 06:00;61.0;4.8;0.6;0.5;4.9;2.0;0.0;1.0
13.01.2019 07:00;59.6;5.1;0.6;0.4;5.3;2.0;0.0;1.0
13.01.2019 08:00;58.2;5.2;0.7;0.5;5.4;2.3;0.1;1.0
13.01.2019 09:00;57.2;5.1;0.9;0.7;5.4;2.4;0.6;7.8
13.01.2019 10:00;55.6;5.3;0.8;0.5;5.9;2.2;0.7;21.3
13.01.2019 11:00;54.2;5.6;0.6;0.5;6.4;2.5;1.3;36.3
13.01.2019 12:00;56.0;5.3;5.6;4.7;6.0;2.7;2.8;28.2
13.01.2019 13:00;54.4;5.4;3.8;3.1;6.5;2.6;3.9;28.7
13.01.2019 14:00;54.2;5.6;1.2;0.9;6.7;3.0;1.3;33.5
13.01.2019 15:00;54.4;5.6;1.1;0.8;6.6;3.4;0.3;43.2
13.01.2019 16:00;55.6;5.3;0.9;0.5;5.9;3.9;0.1;21.3
13.01.2019 17:00;57.7;5.2;2.7;2.1;5.7;4.8;0.0;4.3
13.01.2019 18:00;59.5;5.0;1.3;1.0;5.6;5.1;1.9;1.3
13.01.2019 19:00;61.0;4.8;1.2;0.7;5.3;5.2;2.3;1.0
13.01.2019 20:00;60.3;4.6;1.3;0.7;4.8;5.2;1.3;1.0
13.01.2019 21:00;59.4;4.7;1.4;0.9;5.0;5.3;1.8;1.0
13.01.2019 22:00;58.2;5.5;1.6;1.1;5.9;5.3;1.5;1.0
13.01.2019 23:00;59.1;4.6;1.4;1.1;4.9;5.3;0.1;1.0
14.01.2019 00:00;61.3;4.0;1.3;1.0;4.1;5.7;0.0;1.2
14.01.2019 01:00;61.1;4.2;1.8;1.5;4.4;5.5;0.9;1.2
14.01.2019 02:00;61.1;4.1;1.3;1.0;4.1;5.3;0.9;1.0
14.01.2019 03:00;59.7;4.6;0.9;0.7;5.3;5.3;1.4;1.0
14.01.2019 04:00;61.1;4.3;0.8;0.6;4.9;5.2;3.1;1.2
14.01.2019 05:00;75.9;3.4;0.9;0.4;3.4;4.2;1.5;1.3
14.01.2019 06:00;75.7;4.0;0.8;0.5;4.2;3.9;0.0;1.0
