Station: Zürich-Kaserne
Stadt
Stundenmittelwerte, PREC: Stundensummen
MEZ/CET
Quelle: NABEL/MeteoSchweiz
Die Messwerte des laufenden Jahres sind vorläufig und noch nicht abschliessend geprüft.
Datum/Zeit;O3 [ug/m3];NO2 [ug/m3];SO2 [ug/m3];CO [mg/m3];PM10 [ug/m3];PM2.5 [ug/m3];EC [ug/m3];NMVOC [ppm];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
01.01.2019 01:00;39.5;13.4;1.1;0.22;32.0;22.5;0.3;0.0;14.6;5.5;0.0;-0.4
01.01.2019 02:00;37.5;16.7;1.1;0.23;30.2;20.8;0.3;0.0;17.6;5.2;0.0;-0.4
01.01.2019 03:00;34.9;19.0;1.1;0.23;37.4;25.9;0.3;0.0;20.2;5.2;0.0;-0.9
01.01.2019 04:00;41.8;12.5;0.8;0.21;31.6;21.7;0.2;0.0;13.1;5.0;0.0;-0.8
01.01.2019 05:00;41.7;12.0;0.7;0.21;29.1;20.4;0.2;0.0;12.7;5.0;0.0;-0.9
01.01.2019 06:00;38.3;16.0;0.8;0.23;23.8;16.4;0.2;0.1;18.2;5.0;0.0;-0.7
01.01.2019 07:00;35.3;20.7;0.9;0.22;25.2;17.7;0.2;0.1;24.7;5.0;0.0;-0.7
01.01.2019 08:00;40.7;13.6;0.7;0.20;22.4;15.6;0.2;0.0;14.6;4.8;0.0;-0.8
01.01.2019 09:00;42.4;13.0;0.7;0.21;14.8;10.1;0.1;0.0;14.5;4.7;0.0;4.9
01.01.2019 10:00;38.8;15.1;0.7;0.20;15.4;10.7;0.2;0.0;18.2;4.6;0.0;30.1
01.01.2019 11:00;38.6;14.2;0.8;0.21;18.4;12.8;0.2;0.0;17.1;5.1;0.0;71.5
01.01.2019 12:00;43.0;11.2;0.8;0.21;15.0;10.7;0.2;0.0;13.9;5.3;0.0;108.6
01.01.2019 13:00;45.4;9.3;0.6;0.20;11.3;8.1;0.1;0.0;11.0;5.2;0.0;117.8
01.01.2019 14:00;50.4;8.3;0.6;0.19;8.7;6.1;0.1;0.0;9.8;5.6;0.0;168.2
01.01.2019 15:00;41.9;11.9;0.6;0.20;11.2;7.5;0.2;0.0;14.1;5.8;0.0;44.1
01.01.2019 16:00;37.1;14.5;0.7;0.21;14.5;9.9;0.2;0.0;16.4;5.7;0.0;7.2
01.01.2019 17:00;32.3;17.5;0.8;0.24;9.6;6.5;0.2;0.0;20.6;5.7;0.0;0.9
01.01.2019 18:00;41.1;15.2;0.7;0.24;7.9;5.2;0.2;0.0;18.4;5.3;0.0;-1.1
01.01.2019 19:00;52.4;12.2;0.7;0.19;6.6;3.9;0.2;0.0;13.4;5.3;0.0;-1.2
01.01.2019 20:00;54.0;10.4;0.6;0.18;3.9;2.4;0.1;0.0;11.5;5.6;0.0;-1.8
01.01.2019 21:00;50.3;12.8;0.6;0.19;4.0;2.3;0.1;0.0;14.4;5.1;0.0;-1.5
01.01.2019 22:00;48.7;10.7;0.6;0.19;4.2;2.7;0.1;0.0;11.3;5.2;0.0;-1.4
01.01.2019 23:00;49.0;8.3;0.6;0.19;5.8;3.7;0.1;0.0;8.7;5.4;0.0;-1.6
02.01.2019 00:00;46.0;9.3;0.5;0.19;5.5;3.7;0.1;0.0;10.0;5.1;0.0;-2.5
02.01.2019 01:00;45.9;8.6;0.4;0.19;5.3;3.8;0.1;0.0;9.4;5.0;0.0;-2.3
02.01.2019 02:00;47.4;7.9;0.4;0.19;5.4;4.0;0.1;0.0;8.9;5.0;0.0;-1.3
02.01.2019 03:00;49.3;7.4;0.4;0.18;4.5;3.2;0.1;0.0;8.2;4.7;0.0;-2.3
02.01.2019 04:00;46.3;9.0;0.4;0.18;4.5;3.0;0.1;0.0;10.5;4.7;0.0;-2.4
02.01.2019 05:00;47.8;12.4;0.6;0.17;4.5;2.9;0.1;0.0;14.3;4.4;0.1;-2.1
02.01.2019 06:00;46.0;15.2;0.5;0.17;3.6;2.2;0.1;0.0;17.1;3.9;0.1;-2.1
02.01.2019 07:00;62.6;12.6;0.6;0.16;4.2;2.2;0.0;0.0;14.3;3.2;0.0;-2.6
02.01.2019 08:00;65.4;15.1;0.7;0.16;6.8;2.9;0.1;0.0;16.6;3.1;0.0;-2.2
02.01.2019 09:00;66.1;15.8;1.0;0.17;7.7;3.3;0.1;0.0;17.8;3.2;0.0;8.5
02.01.2019 10:00;59.0;20.6;1.0;0.18;7.6;3.4;0.1;0.0;23.0;3.1;0.0;44.5
02.01.2019 11:00;61.8;18.4;1.0;0.19;9.2;4.0;0.1;0.0;21.2;3.2;0.0;71.1
02.01.2019 12:00;67.2;14.0;0.9;0.18;11.7;4.5;0.1;0.0;16.8;3.4;0.0;105.4
02.01.2019 13:00;68.9;11.3;0.7;0.18;12.0;4.9;0.1;0.0;13.3;3.6;0.0;147.2
02.01.2019 14:00;66.3;12.4;0.9;0.19;12.2;5.2;0.1;0.0;15.9;4.2;0.0;256.3
02.01.2019 15:00;61.2;16.6;0.8;0.20;12.3;5.2;0.2;0.0;20.1;4.0;0.0;130.2
02.01.2019 16:00;58.2;18.8;0.8;0.20;11.7;5.4;0.2;0.0;21.9;3.5;0.0;56.5
02.01.2019 17:00;54.7;20.5;0.9;0.22;12.3;5.7;0.2;0.0;23.1;3.4;0.0;6.7
02.01.2019 18:00;51.5;23.4;0.9;0.22;12.1;5.8;0.3;0.0;26.2;3.0;0.0;-2.0
02.01.2019 19:00;38.1;36.2;1.0;0.24;11.5;5.7;0.3;0.1;40.7;2.5;0.0;-2.7
02.01.2019 20:00;39.6;35.4;1.3;0.24;11.2;5.9;0.3;0.1;38.9;2.6;0.0;-1.3
02.01.2019 21:00;51.4;24.2;0.8;0.23;7.8;4.0;0.2;0.0;25.8;1.1;1.2;-1.9
02.01.2019 22:00;44.9;29.6;0.9;0.24;8.4;4.7;0.3;0.1;31.7;1.1;0.0;-2.5
02.01.2019 23:00;36.9;34.0;0.9;0.24;9.4;5.2;0.3;0.1;36.0;0.9;0.0;-3.0
03.01.2019 00:00;28.2;40.1;0.9;0.25;10.4;6.0;0.3;0.1;41.5;0.5;0.0;-2.9
03.01.2019 01:00;29.4;36.8;1.1;0.23;12.1;5.7;0.2;0.1;37.7;0.1;0.0;-3.0
03.01.2019 02:00;24.2;36.7;1.1;0.22;10.1;5.2;0.3;0.0;37.2;-0.3;0.0;-3.0
03.01.2019 03:00;12.6;44.9;1.3;0.23;10.7;5.3;0.2;0.1;46.1;-0.8;0.0;-2.9
03.01.2019 04:00;18.2;38.5;1.5;0.21;10.3;5.3;0.2;0.0;39.7;-1.1;0.0;-3.0
03.01.2019 05:00;12.6;44.5;1.7;0.23;10.7;5.5;0.2;0.1;49.9;-1.3;0.0;-2.8
03.01.2019 06:00;2.3;55.4;2.3;0.28;12.3;6.1;0.3;0.1;71.6;-1.5;0.0;-2.7
03.01.2019 07:00;1.2;55.7;2.5;0.29;11.8;6.1;0.4;0.1;87.2;-1.8;0.0;-2.7
03.01.2019 08:00;1.0;58.5;2.7;0.29;13.5;6.6;0.4;0.1;102.9;-1.9;0.0;-2.6
03.01.2019 09:00;2.4;59.4;3.3;0.35;14.4;7.5;0.6;0.1;122.9;-2.1;0.0;24.3
03.01.2019 10:00;12.0;49.8;2.9;0.31;17.4;9.5;0.5;0.1;94.3;-1.9;0.0;123.1
03.01.2019 11:00;13.2;51.8;3.5;0.34;18.2;10.2;0.6;0.1;115.9;-1.2;0.0;187.4
03.01.2019 12:00;36.7;35.3;2.7;0.27;16.1;9.1;0.4;0.1;67.5;-0.1;0.0;306.8
03.01.2019 13:00;62.9;12.7;2.0;0.19;11.1;5.8;0.2;0.0;16.6;0.7;0.0;330.7
03.01.2019 14:00;45.1;33.4;2.0;0.24;15.6;7.5;0.3;0.1;44.4;1.1;0.0;222.1
03.01.2019 15:00;33.4;42.8;2.0;0.27;18.6;8.3;0.5;0.1;54.1;0.9;0.0;91.0
03.01.2019 16:00;32.5;43.7;2.1;0.24;15.5;7.1;0.4;0.1;49.2;0.9;0.0;47.4
03.01.2019 17:00;26.7;49.9;2.2;0.26;18.7;7.9;0.4;0.1;53.0;1.0;0.0;8.3
03.01.2019 18:00;21.7;54.5;2.2;0.28;18.9;8.9;0.5;0.1;58.0;1.1;0.0;-1.4
03.01.2019 19:00;25.4;50.6;1.9;0.29;19.0;7.9;0.5;0.1;56.1;1.0;0.0;-1.5
03.01.2019 20:00;20.7;55.7;2.2;0.29;20.3;7.4;0.5;0.1;61.2;0.9;0.0;-1.4
03.01.2019 21:00;23.9;50.3;2.0;0.29;17.7;7.4;0.5;0.1;56.1;0.8;0.0;-1.1
03.01.2019 22:00;39.2;36.0;1.7;0.25;13.8;5.9;0.3;0.1;37.7;0.5;0.0;-1.2
03.01.2019 23:00;40.0;33.9;1.9;0.23;12.6;5.5;0.3;0.0;34.6;0.5;0.0;-1.5
04.01.2019 00:00;33.9;34.8;2.0;0.23;13.2;6.4;0.3;0.0;35.3;0.4;0.0;-2.3
04.01.2019 01:00;35.4;30.5;1.8;0.23;14.1;7.2;0.3;0.0;30.9;0.4;0.0;-2.0
04.01.2019 02:00;33.5;29.1;1.8;0.24;16.0;8.6;0.3;0.0;29.3;0.3;0.0;-2.1
04.01.2019 03:00;33.6;27.1;1.7;0.24;16.4;9.7;0.3;0.0;27.4;0.2;0.0;-1.8
04.01.2019 04:00;22.3;36.4;2.2;0.26;17.9;10.1;0.4;0.1;38.6;0.2;0.0;-1.1
04.01.2019 05:00;14.7;41.2;2.2;0.28;19.6;11.1;0.4;0.1;43.2;-0.1;0.0;-1.9
04.01.2019 06:00;9.9;44.8;2.1;0.27;20.0;11.7;0.5;0.1;49.8;-0.6;0.0;-2.3
04.01.2019 07:00;7.2;49.0;2.2;0.28;22.4;13.3;0.5;0.1;59.5;-0.7;0.0;-2.3
04.01.2019 08:00;1.6;56.4;2.8;0.30;23.0;14.2;0.5;0.1;79.5;-0.8;0.0;-2.4
04.01.2019 09:00;5.3;53.2;3.2;0.29;23.0;14.1;0.5;0.1;78.8;-0.7;0.0;28.4
04.01.2019 10:00;20.7;39.7;2.8;0.26;21.8;12.9;0.4;0.1;55.4;-0.4;0.0;140.8
04.01.2019 11:00;;;;0.30;22.2;12.9;0.5;;;0.3;0.0;235.3
04.01.2019 12:00;34.6;31.6;2.2;0.28;21.8;12.1;0.4;0.1;48.8;1.0;0.0;293.6
04.01.2019 13:00;40.5;29.9;2.3;0.26;18.7;10.1;0.4;0.1;46.0;2.0;0.0;323.7
04.01.2019 14:00;44.4;30.1;2.2;0.26;20.1;10.9;0.4;0.1;43.7;2.7;0.0;305.0
04.01.2019 15:00;53.7;25.1;1.2;0.22;12.8;6.0;0.3;0.0;30.5;3.0;0.0;139.5
04.01.2019 16:00;45.9;31.6;1.4;0.25;13.1;6.1;0.4;0.1;38.0;2.8;0.0;84.9
04.01.2019 17:00;39.6;35.0;1.3;0.25;14.9;7.7;0.4;0.0;39.9;2.4;0.0;14.7
04.01.2019 18:00;33.2;38.3;1.5;0.26;17.9;9.5;0.4;0.1;40.3;1.9;0.0;-1.7
04.01.2019 19:00;24.6;50.4;2.1;0.31;21.3;11.0;0.8;0.1;57.7;2.2;0.0;-1.6
04.01.2019 20:00;11.4;60.7;2.2;0.34;22.8;12.2;0.8;0.1;71.9;1.9;0.0;-1.6
04.01.2019 21:00;6.4;60.2;2.1;0.36;27.5;16.2;0.9;0.1;72.5;1.7;0.0;-1.6
04.01.2019 22:00;11.5;53.7;2.4;0.33;25.5;15.4;0.6;0.1;59.6;1.7;0.0;-1.8
04.01.2019 23:00;26.9;34.6;1.7;0.29;25.6;16.6;0.6;0.1;36.9;1.6;0.0;-1.6
05.01.2019 00:00;33.1;29.0;1.6;0.28;26.5;17.2;0.5;0.1;31.5;1.7;0.0;-1.5
05.01.2019 01:00;37.3;23.3;1.4;0.26;23.2;17.2;0.5;0.1;24.1;1.6;0.0;-1.6
05.01.2019 02:00;34.3;25.4;1.5;0.26;20.7;15.7;0.4;0.0;26.1;1.5;0.0;-1.6
05.01.2019 03:00;43.5;17.6;1.4;0.24;20.2;15.2;0.4;0.0;17.9;1.7;0.0;-1.4
05.01.2019 04:00;32.3;27.8;1.4;0.26;23.0;16.9;0.5;0.1;33.3;1.6;0.0;-1.1
05.01.2019 05:00;27.8;30.7;1.6;0.27;22.4;16.8;0.5;0.1;35.3;1.3;0.0;-1.2
05.01.2019 06:00;32.2;25.9;1.5;0.27;23.3;16.9;0.5;0.1;30.1;1.4;0.0;-1.2
05.01.2019 07:00;40.5;20.7;1.4;0.24;20.1;15.2;0.4;0.0;22.3;1.3;0.0;-1.2
05.01.2019 08:00;41.1;22.4;1.6;0.23;18.9;14.1;0.3;0.0;25.6;1.4;0.0;-1.0
05.01.2019 09:00;42.5;19.8;1.2;0.22;18.5;14.4;0.3;0.0;21.9;0.4;0.1;3.4
05.01.2019 10:00;42.5;17.2;1.4;0.23;20.7;16.2;0.3;0.0;18.5;0.5;0.2;17.6
05.01.2019 11:00;41.6;20.5;1.3;0.23;20.4;16.0;0.3;0.0;23.0;0.4;0.7;35.7
05.01.2019 12:00;49.4;18.7;1.2;0.21;12.1;9.4;0.2;0.0;20.5;0.7;0.6;37.4
05.01.2019 13:00;56.3;17.0;1.0;0.20;6.6;5.0;0.2;0.0;18.6;0.7;0.8;40.8
05.01.2019 14:00;51.3;20.8;1.0;0.21;6.1;4.5;0.2;0.0;22.9;0.7;1.0;34.0
05.01.2019 15:00;38.3;32.5;1.0;0.28;7.8;5.9;0.5;0.1;37.7;1.0;0.1;20.0
05.01.2019 16:00;34.9;33.3;1.0;0.29;8.6;6.5;0.7;0.1;38.8;1.5;0.1;19.7
05.01.2019 17:00;30.5;36.9;0.9;0.27;9.4;6.8;0.5;0.1;41.8;1.6;0.0;2.4
05.01.2019 18:00;34.5;31.3;1.0;0.25;8.3;6.2;0.4;0.1;33.9;2.2;0.0;-1.6
05.01.2019 19:00;27.2;39.2;1.2;0.30;11.2;8.3;0.7;0.1;45.4;2.3;0.0;-1.1
05.01.2019 20:00;28.6;34.6;1.2;0.31;13.6;9.6;0.7;0.1;40.1;2.4;0.0;-0.9
05.01.2019 21:00;26.4;34.0;1.3;0.33;15.6;11.6;0.9;0.1;38.8;2.5;0.0;-0.5
05.01.2019 22:00;28.5;28.0;1.3;0.30;15.4;11.7;0.6;0.1;31.4;2.8;0.0;-1.0
05.01.2019 23:00;21.5;33.6;1.3;0.32;13.3;9.9;0.5;0.1;40.7;2.8;0.0;-0.6
06.01.2019 00:00;23.4;29.7;1.3;0.29;12.6;9.7;0.5;0.1;33.7;3.0;0.0;-0.7
06.01.2019 01:00;28.8;22.5;1.1;0.26;9.6;7.8;0.3;0.1;25.0;3.1;0.0;-0.8
06.01.2019 02:00;26.2;24.2;1.1;0.26;10.5;8.5;0.3;0.1;28.2;3.1;0.0;-1.0
06.01.2019 03:00;26.2;22.6;1.0;0.26;10.1;8.1;0.3;0.1;26.0;3.0;0.0;-1.1
06.01.2019 04:00;31.7;17.5;1.0;0.22;8.4;6.9;0.2;0.0;19.2;3.1;0.0;-1.0
06.01.2019 05:00;31.3;17.9;1.0;0.22;8.4;7.0;0.2;0.1;20.3;3.1;0.0;-0.9
06.01.2019 06:00;28.4;19.8;1.0;0.23;9.5;7.7;0.2;0.1;23.4;2.8;0.0;-1.5
06.01.2019 07:00;28.6;19.3;1.0;0.22;7.7;6.1;0.2;0.1;22.4;2.9;0.1;-1.7
06.01.2019 08:00;29.4;18.1;0.9;0.22;8.0;6.5;0.2;0.0;21.0;2.8;0.2;-2.0
06.01.2019 09:00;33.0;16.1;0.9;0.21;7.7;6.3;0.2;0.0;17.3;2.9;0.0;1.7
06.01.2019 10:00;30.0;19.6;1.0;0.22;7.9;6.5;0.2;0.0;24.0;2.7;0.1;17.2
06.01.2019 11:00;33.4;16.6;0.9;0.22;7.1;5.7;0.2;0.0;19.4;2.8;0.1;46.3
06.01.2019 12:00;33.7;17.4;1.1;0.23;6.5;5.1;0.3;0.0;21.2;3.1;0.1;54.4
06.01.2019 13:00;36.8;14.4;1.0;0.21;5.2;4.2;0.2;0.0;17.0;3.2;0.2;57.7
06.01.2019 14:00;37.9;13.9;0.9;0.21;4.3;3.5;0.2;0.0;16.1;3.2;0.1;59.9
06.01.2019 15:00;37.6;14.3;0.9;0.21;4.8;3.7;0.2;0.0;16.1;3.4;0.0;51.7
06.01.2019 16:00;34.3;17.1;0.9;0.22;5.2;4.2;0.2;0.0;19.0;3.4;0.1;20.9
06.01.2019 17:00;25.5;25.4;0.9;0.25;6.3;5.1;0.4;0.0;28.6;3.2;0.2;5.2
06.01.2019 18:00;28.7;21.1;0.8;0.23;5.4;4.3;0.2;0.0;21.8;3.0;0.2;-1.9
06.01.2019 19:00;29.2;19.9;0.8;0.22;5.8;4.7;0.2;0.0;20.4;3.0;0.1;-1.9
06.01.2019 20:00;27.9;21.7;0.9;0.23;7.2;5.9;0.3;0.0;22.0;3.0;0.1;-1.8
06.01.2019 21:00;28.0;21.4;0.9;0.23;8.0;6.5;0.3;0.0;22.3;2.9;0.1;-1.6
06.01.2019 22:00;30.4;18.4;0.8;0.23;8.0;6.6;0.2;0.0;18.9;2.8;0.2;-1.6
06.01.2019 23:00;30.4;18.2;0.8;0.23;9.2;7.3;0.3;0.0;18.4;2.7;0.1;-1.9
07.01.2019 00:00;24.2;24.3;0.9;0.26;11.7;9.3;0.4;0.0;25.9;2.9;0.0;-1.4
07.01.2019 01:00;24.8;21.1;0.8;0.25;12.3;10.7;0.4;0.0;23.3;2.8;0.1;-1.5
07.01.2019 02:00;27.2;17.1;0.7;0.25;12.8;11.1;0.4;0.0;18.5;2.8;0.0;-1.5
07.01.2019 03:00;23.8;17.8;0.7;0.25;13.0;11.4;0.3;0.0;19.5;2.8;0.0;-1.1
07.01.2019 04:00;22.2;18.9;0.8;0.24;11.8;10.3;0.3;0.0;21.4;2.8;0.0;-0.9
07.01.2019 05:00;18.8;22.7;0.8;0.24;12.2;10.6;0.3;0.0;25.8;2.8;0.0;-0.6
07.01.2019 06:00;18.6;23.3;0.7;0.24;12.5;11.0;0.3;0.0;27.9;2.8;0.0;-0.5
07.01.2019 07:00;17.0;26.2;0.9;0.25;13.4;11.8;0.3;0.0;32.9;2.8;0.0;-1.0
07.01.2019 08:00;11.4;34.8;0.9;0.28;11.8;10.5;0.5;0.1;47.0;2.8;0.0;-1.0
07.01.2019 09:00;7.5;40.7;1.0;0.30;14.0;11.6;0.6;0.1;56.4;2.8;0.0;3.9
07.01.2019 10:00;9.1;34.7;0.9;0.28;16.7;13.5;0.4;0.1;52.4;2.9;0.0;28.4
07.01.2019 11:00;10.1;34.1;0.9;0.28;19.4;15.2;0.5;0.1;54.8;3.0;0.0;66.3
07.01.2019 12:00;18.2;32.0;1.1;0.28;12.6;10.7;0.4;0.1;49.1;3.4;0.0;96.6
07.01.2019 13:00;26.6;28.8;0.9;0.25;8.3;6.8;0.3;0.1;36.1;3.8;0.0;67.5
07.01.2019 14:00;22.9;35.9;1.2;0.28;9.1;7.5;0.5;0.1;47.0;3.9;0.0;46.3
07.01.2019 15:00;21.7;37.8;1.1;0.26;10.7;7.5;0.3;0.1;46.6;3.9;0.0;20.9
07.01.2019 16:00;14.9;41.1;1.1;0.28;12.6;9.1;0.4;0.1;51.8;3.8;0.0;9.0
07.01.2019 17:00;15.3;44.4;1.0;0.28;9.9;7.8;0.4;0.1;57.0;3.6;0.0;2.6
07.01.2019 18:00;22.1;34.8;0.9;0.28;8.7;7.5;0.4;0.1;42.0;3.2;0.0;-1.2
07.01.2019 19:00;25.0;33.4;0.9;0.27;10.5;9.0;0.4;0.1;37.9;3.0;0.0;-2.0
07.01.2019 20:00;29.5;27.9;0.9;0.25;12.4;10.6;0.3;0.1;29.8;3.1;0.0;-1.2
07.01.2019 21:00;28.9;27.3;0.8;0.25;14.2;12.1;0.4;0.1;30.0;3.0;0.0;-1.0
07.01.2019 22:00;29.9;24.9;0.9;0.26;14.0;12.1;0.3;0.1;27.6;3.0;0.0;-1.1
07.01.2019 23:00;30.8;22.9;0.9;0.26;13.7;11.3;0.3;0.1;24.9;3.1;0.0;-1.1
08.01.2019 00:00;34.2;17.6;0.7;0.23;13.1;11.2;0.2;0.0;18.9;3.0;0.0;-1.0
08.01.2019 01:00;32.6;16.4;0.7;0.23;12.3;10.7;0.3;0.0;17.6;2.8;0.0;-1.1
08.01.2019 02:00;32.5;14.9;0.6;0.23;11.7;10.2;0.2;0.0;15.8;2.7;0.0;-1.3
08.01.2019 03:00;36.1;12.8;0.5;0.22;10.7;9.3;0.2;0.0;14.1;2.2;0.2;-2.2
08.01.2019 04:00;40.7;11.0;0.5;0.20;11.0;9.5;0.2;0.0;11.7;2.0;0.1;-2.3
08.01.2019 05:00;44.5;8.8;0.5;0.19;11.1;9.7;0.1;0.0;9.1;2.1;0.0;-2.7
08.01.2019 06:00;43.7;9.9;0.5;0.19;11.6;10.3;0.1;0.0;10.8;2.3;0.0;-2.4
08.01.2019 07:00;45.4;11.9;0.4;0.19;9.5;8.4;0.1;0.0;13.5;2.3;0.3;-2.4
08.01.2019 08:00;39.2;19.6;0.5;0.20;8.9;7.8;0.2;0.0;23.9;2.4;0.3;-2.0
08.01.2019 09:00;30.6;29.5;0.6;0.24;10.1;8.1;0.3;0.1;38.4;2.6;0.4;3.2
08.01.2019 10:00;37.1;21.6;0.6;0.21;8.8;6.7;0.2;0.1;27.5;2.9;1.0;24.1
08.01.2019 11:00;39.5;20.0;0.6;0.21;8.6;5.3;0.2;0.1;26.3;3.5;0.6;48.3
08.01.2019 12:00;39.6;19.4;0.6;0.21;8.9;6.5;0.2;0.1;25.7;3.8;0.6;67.3
08.01.2019 13:00;40.8;16.1;0.6;0.21;8.2;6.8;0.2;0.0;20.3;4.0;0.4;51.2
08.01.2019 14:00;37.6;20.7;0.7;0.23;8.7;6.6;0.3;0.1;26.7;4.2;0.7;51.3
08.01.2019 15:00;38.0;19.6;0.7;0.23;7.2;5.3;0.2;0.1;24.6;4.0;0.2;37.4
08.01.2019 16:00;40.4;20.7;0.7;0.22;7.6;5.6;0.2;0.1;25.8;4.5;0.0;54.6
08.01.2019 17:00;43.5;20.2;0.6;0.21;7.4;5.3;0.2;0.0;23.3;4.3;0.0;10.3
08.01.2019 18:00;40.9;21.2;0.6;0.22;5.9;4.8;0.2;0.0;23.9;4.0;0.0;-1.1
08.01.2019 19:00;47.6;19.2;0.6;0.22;5.5;4.1;0.2;0.0;21.8;4.2;0.0;-1.4
08.01.2019 20:00;54.3;15.6;0.6;0.21;5.8;4.2;0.2;0.0;17.6;4.1;0.0;-2.4
08.01.2019 21:00;57.9;11.8;0.5;0.20;5.6;4.2;0.2;0.0;13.0;4.0;0.0;-2.7
08.01.2019 22:00;55.8;12.9;0.5;0.20;4.4;3.5;0.1;0.0;14.4;3.8;0.0;-2.5
08.01.2019 23:00;57.2;11.2;0.5;0.19;3.9;3.2;0.1;0.0;12.6;3.6;0.0;-2.4
09.01.2019 00:00;60.2;9.6;0.4;0.18;3.7;3.0;0.1;0.0;10.5;3.6;0.0;-2.4
09.01.2019 01:00;60.2;9.5;0.4;0.18;4.9;3.2;0.1;0.0;10.4;3.5;0.1;-2.0
09.01.2019 02:00;60.6;9.1;0.4;0.17;5.0;3.2;0.1;0.0;10.0;3.3;0.0;-2.5
09.01.2019 03:00;58.5;10.2;0.5;0.18;5.1;3.3;0.1;0.0;11.4;3.3;0.1;-2.4
09.01.2019 04:00;57.1;11.3;0.4;0.17;4.4;2.8;0.1;0.0;12.3;2.6;0.2;-2.4
09.01.2019 05:00;60.9;8.0;0.4;0.17;4.3;2.8;0.1;0.0;8.8;2.6;0.2;-2.2
09.01.2019 06:00;56.6;12.8;0.4;0.17;4.0;2.8;0.1;0.0;14.4;2.4;0.3;-1.8
09.01.2019 07:00;52.0;18.2;0.5;0.19;4.4;2.8;0.1;0.0;20.6;2.3;0.6;-1.5
09.01.2019 08:00;32.5;39.5;0.6;0.21;3.8;2.1;0.2;0.1;47.3;1.9;0.0;-1.7
09.01.2019 09:00;34.2;37.8;0.7;0.23;4.2;2.0;0.3;0.1;47.1;2.0;0.0;6.8
09.01.2019 10:00;42.4;30.3;0.7;0.21;5.2;2.4;0.2;0.1;37.3;1.9;0.0;54.9
09.01.2019 11:00;46.7;26.7;0.7;0.21;5.8;2.8;0.2;0.1;32.2;2.2;0.0;73.4
09.01.2019 12:00;49.3;25.3;0.7;0.20;6.5;2.8;0.3;0.1;31.6;2.5;0.0;91.8
09.01.2019 13:00;51.1;24.6;0.8;0.22;4.5;2.6;0.2;0.1;31.0;2.7;0.0;88.7
09.01.2019 14:00;46.6;29.7;0.8;0.23;8.1;3.4;0.3;0.1;37.8;2.9;0.0;117.0
09.01.2019 15:00;46.7;27.9;0.7;0.23;10.5;3.9;0.3;0.1;33.1;3.0;0.0;65.3
09.01.2019 16:00;42.2;34.7;0.7;0.24;7.7;3.3;0.4;0.1;42.0;2.5;0.0;35.6
09.01.2019 17:00;47.1;28.5;0.7;0.23;5.3;2.5;0.3;0.1;32.0;2.2;0.0;11.6
09.01.2019 18:00;44.7;29.1;0.7;0.24;5.7;2.8;0.3;0.1;32.7;1.8;0.0;-1.1
09.01.2019 19:00;35.5;38.9;0.5;0.28;6.6;4.1;0.4;0.1;43.8;1.0;0.9;-1.7
09.01.2019 20:00;44.5;31.5;0.6;0.25;6.4;4.2;0.4;0.1;35.3;0.9;0.0;-2.0
09.01.2019 21:00;46.3;28.6;0.7;0.25;9.1;6.1;0.5;0.1;31.7;0.9;0.0;-1.5
09.01.2019 22:00;48.6;26.0;0.7;0.23;8.5;5.7;0.3;0.1;28.2;0.2;0.1;-1.5
09.01.2019 23:00;40.7;31.5;0.6;0.26;9.6;6.6;0.3;0.1;34.7;0.1;0.0;-1.9
10.01.2019 00:00;39.8;28.5;0.6;0.23;11.5;8.0;0.3;0.1;30.4;0.2;0.0;-1.3
10.01.2019 01:00;32.5;34.3;0.7;0.23;11.7;8.9;0.3;0.1;37.3;0.1;0.0;-1.9
10.01.2019 02:00;25.1;38.2;0.8;0.24;14.4;10.8;0.3;0.1;40.8;-0.1;0.0;-1.7
10.01.2019 03:00;31.6;29.0;0.7;0.21;10.7;8.2;0.2;0.1;30.2;-0.5;0.0;-2.0
10.01.2019 04:00;15.1;42.0;1.1;0.23;12.6;9.7;0.3;0.1;47.3;-0.2;0.0;-1.6
10.01.2019 05:00;14.9;40.9;1.2;0.24;12.9;9.5;0.3;0.1;46.8;-0.2;0.0;-0.8
10.01.2019 06:00;8.2;48.1;1.5;0.25;11.7;9.0;0.3;0.1;59.0;-0.3;0.0;-0.9
10.01.2019 07:00;16.0;44.2;1.3;0.23;10.8;8.5;0.2;0.1;52.7;-0.2;0.0;-0.9
10.01.2019 08:00;17.5;46.2;1.2;0.24;9.4;7.3;0.3;0.1;60.2;-0.2;0.0;-0.9
10.01.2019 09:00;11.6;53.2;1.3;0.26;12.1;7.6;0.3;0.1;72.9;-0.1;0.1;7.9
10.01.2019 10:00;18.8;45.1;1.3;0.25;11.7;7.5;0.3;0.1;60.7;-0.4;0.5;26.8
10.01.2019 11:00;25.8;35.5;1.1;0.26;9.3;6.9;0.4;0.1;46.9;-0.4;0.8;40.0
10.01.2019 12:00;18.6;44.7;1.5;0.31;14.3;9.7;0.8;0.1;72.8;0.1;0.3;60.2
10.01.2019 13:00;26.9;34.8;1.4;0.31;11.4;8.5;0.6;0.1;55.3;0.2;0.1;103.7
10.01.2019 14:00;22.3;40.6;1.4;0.31;10.3;7.7;0.4;0.1;64.0;0.4;0.1;79.9
