Station: Bern-Bollwerk
Stadt, Verkehr
Stundenmittelwerte, PREC: Stundensummen
MEZ/CET
Quelle: NABEL/MeteoSchweiz
Die Messwerte des laufenden Jahres sind vorläufig und noch nicht abschliessend geprüft.
Datum/Zeit;O3 [ug/m3];NO2 [ug/m3];CO [mg/m3];PM10 [ug/m3];PM2.5 [ug/m3];EC [ug/m3];CPC [1/cm3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
01.01.2019 01:00;12.5;37.7;0.49;54.3;44.6;1.5;25882.7;82.9;4.9;0.0;0.0
01.01.2019 02:00;21.5;30.3;0.38;33.1;26.2;0.7;20565.1;66.2;4.6;0.0;-0.1
01.01.2019 03:00;18.2;41.6;0.37;18.0;13.9;0.6;21750.2;92.4;4.7;0.0;-0.0
01.01.2019 04:00;20.5;25.3;0.34;26.2;20.1;1.3;19520.8;46.2;4.6;0.0;-0.1
01.01.2019 05:00;16.4;31.1;0.37;21.0;16.0;1.0;13684.0;72.7;4.5;0.0;-0.2
01.01.2019 06:00;19.1;30.8;0.37;27.4;20.5;1.5;17151.2;69.8;4.4;0.0;-0.3
01.01.2019 07:00;22.0;22.2;0.30;20.8;15.1;0.8;11654.2;38.9;4.0;0.0;-0.3
01.01.2019 08:00;17.6;26.4;0.33;21.5;17.2;0.4;9495.9;47.0;4.1;0.0;-0.1
01.01.2019 09:00;15.4;19.2;0.32;20.7;14.6;0.6;8649.0;31.5;3.8;0.0;3.6
01.01.2019 10:00;20.6;19.5;0.30;18.1;13.0;0.4;9816.5;32.6;4.2;0.0;18.5
01.01.2019 11:00;29.8;15.9;0.27;15.6;11.6;0.4;4942.6;25.4;4.5;0.0;58.6
01.01.2019 12:00;33.8;13.4;0.24;15.9;11.7;0.4;3468.1;22.8;4.4;0.0;40.3
01.01.2019 13:00;35.7;13.8;0.24;14.0;10.8;0.5;3547.7;21.2;4.2;0.0;45.4
01.01.2019 14:00;35.3;15.1;0.24;14.1;10.2;0.3;5074.9;23.4;4.2;0.0;52.8
01.01.2019 15:00;31.0;21.5;0.26;13.6;10.1;0.4;6365.9;39.3;4.3;0.0;39.2
01.01.2019 16:00;31.7;22.2;0.31;13.8;10.0;0.4;8462.5;40.7;4.2;0.0;21.8
01.01.2019 17:00;26.7;27.7;0.30;14.8;10.6;0.8;10133.8;52.4;4.2;0.0;9.9
01.01.2019 18:00;25.6;27.2;0.33;14.7;10.2;0.9;16600.3;47.0;4.2;0.0;-0.3
01.01.2019 19:00;25.7;25.6;0.32;14.9;10.8;0.9;10973.1;45.3;4.0;0.0;-0.3
01.01.2019 20:00;25.1;22.8;0.29;15.3;11.4;1.0;7325.2;36.9;4.3;0.0;-0.2
01.01.2019 21:00;28.7;18.8;0.28;13.2;9.9;0.7;6596.0;27.9;4.4;0.0;-0.3
01.01.2019 22:00;18.2;27.9;0.35;16.8;11.9;0.9;11444.0;47.1;4.1;0.0;-0.6
01.01.2019 23:00;20.2;25.4;0.34;14.4;11.0;0.7;9983.4;47.7;3.8;0.0;-0.9
02.01.2019 00:00;19.7;26.0;0.33;13.2;9.9;0.6;8053.8;55.9;3.6;0.0;-1.1
02.01.2019 01:00;19.2;27.7;0.30;12.8;8.9;0.9;7528.6;59.1;3.4;0.0;-0.7
02.01.2019 02:00;24.4;21.4;0.27;11.2;7.9;0.8;5855.7;34.3;3.5;0.0;-0.5
02.01.2019 03:00;28.7;13.1;0.25;9.9;7.1;0.4;4011.8;17.4;3.4;0.0;-0.6
02.01.2019 04:00;29.0;14.4;0.23;8.7;6.1;0.3;4109.4;18.5;3.4;0.0;-0.4
02.01.2019 05:00;34.1;12.0;0.26;7.7;5.1;0.2;5960.0;15.3;2.9;0.5;-2.0
02.01.2019 06:00;37.6;15.2;0.24;8.1;4.2;0.2;6411.0;22.0;2.6;0.0;-1.7
02.01.2019 07:00;24.6;21.8;0.24;7.1;4.7;0.3;8901.3;27.5;2.3;0.0;-1.2
02.01.2019 08:00;37.6;18.8;0.25;5.8;3.7;0.2;7216.8;28.0;1.1;0.2;-1.5
02.01.2019 09:00;50.1;21.1;0.23;3.2;1.7;0.2;9289.7;28.5;1.0;0.0;1.9
02.01.2019 10:00;45.6;25.1;0.25;8.8;3.4;0.4;10053.8;35.3;1.2;0.0;61.0
02.01.2019 11:00;52.5;23.5;0.23;10.1;4.7;0.3;10019.4;33.8;1.2;0.0;93.3
02.01.2019 12:00;57.0;25.9;0.27;12.0;5.2;0.3;8614.0;43.0;1.9;0.0;220.0
02.01.2019 13:00;61.7;23.0;0.24;12.3;4.8;0.3;9229.5;36.9;2.7;0.0;304.5
02.01.2019 14:00;66.5;16.7;0.22;18.0;5.4;0.4;7720.2;24.8;2.8;0.0;183.4
02.01.2019 15:00;64.9;17.0;0.22;18.7;5.8;0.4;8266.2;23.8;2.6;0.0;104.4
02.01.2019 16:00;67.1;13.3;0.24;19.9;6.1;0.5;4351.1;18.6;2.6;0.0;52.0
02.01.2019 17:00;59.8;19.2;0.25;19.2;6.3;0.4;6002.1;23.8;2.3;0.0;10.9
02.01.2019 18:00;52.2;27.6;0.27;16.7;6.6;0.5;9459.4;38.7;2.3;0.0;-0.3
02.01.2019 19:00;42.4;33.7;0.35;16.4;6.9;0.6;22335.7;44.2;2.0;0.0;-0.8
02.01.2019 20:00;45.4;27.8;0.27;20.4;8.0;0.6;13996.8;36.7;1.9;0.0;-1.1
02.01.2019 21:00;32.8;42.1;0.33;21.2;9.0;0.7;21602.7;69.5;1.7;0.0;-0.8
02.01.2019 22:00;33.6;35.9;0.34;18.8;9.6;0.5;16796.6;53.4;1.1;0.0;-0.8
02.01.2019 23:00;41.4;29.9;0.30;15.8;7.6;0.4;10045.6;48.2;0.7;0.0;-0.6
03.01.2019 00:00;42.9;28.2;0.34;11.8;6.6;0.3;9766.7;44.6;0.5;0.0;-0.7
03.01.2019 01:00;39.1;31.0;0.29;12.6;6.8;0.5;9066.0;49.3;0.4;0.0;-1.9
03.01.2019 02:00;33.1;27.0;0.29;16.4;9.6;0.4;13168.0;33.8;-0.4;0.0;-2.0
03.01.2019 03:00;23.5;27.8;0.26;27.9;17.6;0.6;10550.1;30.8;-1.1;0.0;-1.3
03.01.2019 04:00;25.0;26.5;0.25;15.3;8.8;0.4;8945.9;29.2;-0.9;0.0;-1.3
03.01.2019 05:00;26.3;26.2;0.24;18.4;8.6;0.4;11257.4;31.3;-1.5;0.0;-1.9
03.01.2019 06:00;22.3;33.8;0.26;23.9;8.6;0.5;14088.2;44.8;-1.6;0.0;-1.7
03.01.2019 07:00;15.2;46.2;0.30;22.7;8.5;0.5;19698.5;82.0;-1.9;0.0;-1.9
03.01.2019 08:00;5.3;54.0;0.35;25.4;9.2;1.1;27640.7;105.6;-2.5;0.0;-1.7
03.01.2019 09:00;10.9;57.6;0.37;27.2;8.3;0.7;28139.5;124.1;-2.5;0.0;20.3
03.01.2019 10:00;9.0;61.5;0.38;29.0;9.1;1.2;30563.4;138.4;-2.3;0.0;135.0
03.01.2019 11:00;18.9;50.7;0.33;32.4;10.3;1.0;21922.9;103.0;-1.3;0.0;250.6
03.01.2019 12:00;32.9;44.7;0.30;26.6;10.0;0.6;17415.4;86.5;-0.2;0.0;332.9
03.01.2019 13:00;52.7;26.7;0.26;18.9;9.0;0.3;15229.7;48.9;0.4;0.0;361.2
03.01.2019 14:00;56.3;19.9;0.29;18.9;7.9;0.4;17412.7;34.2;0.6;0.0;345.7
03.01.2019 15:00;37.8;49.1;0.33;16.9;7.4;0.4;19391.0;104.9;1.1;0.0;272.8
03.01.2019 16:00;34.7;48.3;0.38;17.0;7.5;0.5;23077.8;97.1;1.0;0.0;155.1
03.01.2019 17:00;28.0;55.5;0.44;18.7;8.0;0.6;24412.6;116.5;0.6;0.0;25.1
03.01.2019 18:00;18.9;69.7;0.46;21.0;8.9;0.8;34296.5;155.6;0.3;0.0;-1.6
03.01.2019 19:00;17.9;65.9;0.49;21.8;10.4;0.9;35679.9;132.1;-0.2;0.0;-1.9
03.01.2019 20:00;12.2;65.3;0.47;28.3;12.8;1.3;26799.1;114.3;-0.7;0.0;-1.9
03.01.2019 21:00;13.8;58.8;0.50;23.3;12.6;1.0;25679.7;103.4;-0.9;0.0;-1.7
03.01.2019 22:00;20.8;49.0;0.43;24.6;13.8;1.0;18534.1;85.3;-1.4;0.0;-1.8
03.01.2019 23:00;24.4;42.5;0.44;24.5;13.5;0.9;20768.7;68.3;-1.8;0.0;-0.8
04.01.2019 00:00;25.3;36.3;0.41;21.2;12.6;0.7;15545.9;56.6;-2.0;0.0;-0.8
04.01.2019 01:00;30.5;30.9;0.37;17.5;10.8;0.7;12445.9;47.0;-2.2;0.0;-2.0
04.01.2019 02:00;34.7;29.6;0.32;13.1;8.4;0.5;10778.3;41.9;-2.2;0.0;-1.2
04.01.2019 03:00;31.9;28.9;0.32;13.0;8.3;0.6;9519.3;38.5;-2.3;0.0;-1.7
04.01.2019 04:00;28.0;27.7;0.31;13.1;8.9;0.5;13489.6;35.9;-2.9;0.0;-1.5
04.01.2019 05:00;24.5;33.4;0.30;25.3;10.2;0.6;9567.2;52.7;-2.8;0.0;-1.5
04.01.2019 06:00;17.6;41.0;0.35;28.2;10.1;1.3;16183.4;73.9;-3.0;0.0;-1.4
04.01.2019 07:00;13.6;49.7;0.37;26.6;9.3;0.7;28562.5;106.7;-3.2;0.0;-1.5
04.01.2019 08:00;7.0;61.0;0.42;21.6;8.5;1.0;32682.7;161.6;-3.4;0.0;-1.2
04.01.2019 09:00;2.8;64.1;0.50;22.5;9.6;1.5;48270.8;210.2;-3.2;0.0;27.8
04.01.2019 10:00;7.6;62.5;0.46;23.1;10.1;1.2;29323.1;172.2;-2.3;0.0;142.8
04.01.2019 11:00;24.5;46.3;0.36;22.6;11.7;0.9;21256.2;97.0;-1.1;0.0;255.2
04.01.2019 12:00;34.7;35.0;0.34;23.2;13.1;0.8;21054.3;65.7;0.2;0.0;332.4
04.01.2019 13:00;45.6;29.3;0.33;20.7;11.3;0.5;19641.1;55.2;1.3;0.0;358.1
04.01.2019 14:00;51.4;28.5;0.30;16.0;8.9;0.4;14631.0;53.0;1.9;0.0;338.7
04.01.2019 15:00;37.9;44.1;0.37;31.8;12.0;0.8;19564.9;82.0;2.3;0.0;252.8
04.01.2019 16:00;33.8;50.9;0.42;27.2;10.3;0.7;24020.9;98.8;2.2;0.0;149.6
04.01.2019 17:00;29.2;57.7;0.44;18.4;10.6;0.6;31437.6;117.4;1.9;0.0;25.0
04.01.2019 18:00;16.1;68.1;0.57;30.7;17.9;1.2;46305.1;134.6;1.2;0.0;-1.0
04.01.2019 19:00;10.6;69.8;0.45;23.5;12.7;0.9;23279.9;103.5;0.8;0.0;-0.9
04.01.2019 20:00;4.5;75.2;0.58;35.5;20.7;1.6;29252.3;126.0;0.8;0.0;-1.0
04.01.2019 21:00;3.6;69.6;0.56;33.4;18.9;2.1;28876.9;108.5;0.4;0.0;-0.7
04.01.2019 22:00;4.6;67.7;0.71;37.1;23.6;2.0;34821.0;130.7;0.6;0.0;-1.0
04.01.2019 23:00;4.7;63.9;0.67;36.4;23.2;1.8;33472.4;122.3;0.4;0.0;-0.7
05.01.2019 00:00;10.8;53.1;0.57;32.4;19.8;1.2;25781.6;103.3;0.2;0.0;-0.8
05.01.2019 01:00;6.0;51.6;0.58;33.4;22.4;1.3;27107.6;87.8;-0.3;0.0;-1.3
05.01.2019 02:00;2.6;57.0;0.59;30.3;21.5;2.0;27394.5;117.6;-0.4;0.0;-1.2
05.01.2019 03:00;2.0;59.0;0.68;31.2;23.8;1.6;28511.6;141.5;-0.8;0.0;-1.7
05.01.2019 04:00;2.2;53.4;0.57;28.0;20.0;1.4;21941.3;126.5;-1.2;0.0;-1.2
05.01.2019 05:00;6.4;46.4;0.46;29.5;17.2;1.1;20422.8;120.7;-1.6;0.0;-1.0
05.01.2019 06:00;10.5;35.5;0.41;21.2;15.0;0.8;18923.5;75.6;-2.0;0.0;-1.2
05.01.2019 07:00;11.1;34.3;0.37;31.1;15.1;0.8;18991.7;74.2;-2.0;0.0;-0.4
05.01.2019 08:00;11.8;35.4;0.38;21.7;13.4;0.7;14800.8;66.4;-1.9;0.0;-0.5
05.01.2019 09:00;13.5;35.7;0.38;20.1;12.6;0.8;15026.0;72.9;-1.7;0.1;2.2
05.01.2019 10:00;18.0;33.3;0.36;16.4;12.4;0.7;12791.2;70.4;-2.0;0.3;41.4
05.01.2019 11:00;21.4;40.0;0.39;14.6;11.2;0.8;14379.9;95.3;-1.4;0.3;65.8
05.01.2019 12:00;26.6;40.6;0.37;19.2;11.9;1.1;26543.4;90.3;-0.9;0.4;110.7
05.01.2019 13:00;28.7;40.8;0.38;17.4;11.7;0.8;17746.8;88.5;-0.8;0.8;52.5
05.01.2019 14:00;29.7;46.2;0.38;12.8;9.7;0.7;18063.0;96.9;-0.5;0.4;41.9
05.01.2019 15:00;26.2;52.6;0.43;13.8;9.3;0.7;26835.8;114.3;-0.2;0.2;49.5
05.01.2019 16:00;25.5;49.3;0.40;17.0;10.0;1.0;15301.3;103.1;0.2;0.0;42.0
05.01.2019 17:00;18.6;58.4;0.49;20.1;11.0;0.9;25376.4;122.1;0.4;0.0;14.0
05.01.2019 18:00;14.8;58.6;0.55;22.3;15.0;1.4;24171.9;123.6;0.5;0.0;-0.2
05.01.2019 19:00;14.4;54.0;0.47;23.5;16.5;1.4;25201.3;101.1;0.6;0.0;-0.1
05.01.2019 20:00;17.3;48.2;0.48;25.4;19.3;1.3;24579.4;88.2;0.8;0.0;-0.2
05.01.2019 21:00;15.6;41.7;0.48;31.1;24.5;1.4;17782.2;67.9;0.7;0.0;-0.2
05.01.2019 22:00;12.5;43.0;0.47;32.3;25.8;1.4;16279.1;77.3;0.7;0.0;-0.2
05.01.2019 23:00;12.4;45.1;0.51;31.6;25.3;1.4;25848.9;91.1;0.8;0.0;-0.2
06.01.2019 00:00;8.5;45.0;0.54;32.3;25.9;1.5;16702.2;88.6;0.8;0.0;-0.2
06.01.2019 01:00;8.7;43.4;0.55;31.7;25.8;1.4;16316.7;84.9;1.0;0.0;-0.3
06.01.2019 02:00;5.7;46.6;0.53;30.4;24.9;2.1;18555.0;99.2;1.2;0.0;-0.3
06.01.2019 03:00;5.2;42.6;0.53;29.3;24.4;1.6;17361.4;92.4;1.2;0.0;-0.3
06.01.2019 04:00;6.0;39.6;0.47;26.9;22.4;1.3;15211.4;79.3;1.2;0.0;-0.3
06.01.2019 05:00;5.8;39.0;0.47;23.5;19.5;1.2;18242.0;77.7;1.3;0.0;-0.4
06.01.2019 06:00;7.2;35.8;0.41;22.2;18.7;1.3;11149.2;60.2;1.3;0.0;-0.4
06.01.2019 07:00;5.4;35.6;0.42;22.1;18.5;1.0;9844.9;73.1;1.3;0.0;-0.2
06.01.2019 08:00;7.2;30.1;0.42;19.0;16.2;0.7;10299.1;56.4;1.5;0.0;-0.1
06.01.2019 09:00;4.4;32.7;0.39;18.4;15.5;0.8;10270.9;57.4;1.5;0.0;6.8
06.01.2019 10:00;13.0;30.6;0.50;98.8;86.1;1.4;15409.2;73.7;1.7;0.0;57.1
06.01.2019 11:00;14.3;26.5;0.39;16.5;13.3;0.7;16292.9;60.8;1.9;0.0;104.6
06.01.2019 12:00;17.1;29.1;0.42;16.4;12.7;0.9;17067.4;66.5;2.5;0.0;209.7
06.01.2019 13:00;25.6;31.0;0.36;12.7;10.1;0.7;11734.0;69.0;3.4;0.0;258.4
06.01.2019 14:00;43.0;16.8;0.27;8.5;6.4;0.5;7132.7;28.3;3.8;0.0;310.5
06.01.2019 15:00;40.5;20.4;0.28;9.5;5.4;0.4;8809.3;34.5;3.8;0.0;140.1
06.01.2019 16:00;39.8;22.5;0.28;12.1;5.0;0.3;5924.5;35.0;3.6;0.0;56.1
06.01.2019 17:00;34.9;31.4;0.31;10.8;4.7;0.7;9797.1;43.8;3.5;0.0;19.1
06.01.2019 18:00;20.5;42.6;0.41;16.7;8.2;1.0;18183.7;63.8;3.3;0.0;0.0
06.01.2019 19:00;11.9;43.4;0.41;14.1;10.3;1.1;20256.8;65.0;2.9;0.0;-0.6
06.01.2019 20:00;8.3;45.0;0.49;15.5;11.4;1.1;22795.0;77.4;2.7;0.0;-0.3
06.01.2019 21:00;8.0;49.2;0.51;16.6;13.2;1.5;22032.2;87.9;2.9;0.0;-0.5
06.01.2019 22:00;6.9;45.6;0.47;18.2;13.6;1.4;22812.8;67.4;2.5;0.0;-0.5
06.01.2019 23:00;3.0;45.3;0.51;15.8;12.5;1.6;20064.3;67.8;2.2;0.0;-0.4
07.01.2019 00:00;9.3;36.6;0.44;15.1;12.5;1.3;17792.5;48.6;1.9;0.0;-0.7
07.01.2019 01:00;18.8;26.1;0.34;10.7;9.3;0.6;10852.9;33.1;1.7;0.0;-0.7
07.01.2019 02:00;13.9;26.6;0.35;11.2;9.7;0.6;12300.0;32.6;1.6;0.0;-0.5
07.01.2019 03:00;17.2;24.3;0.32;10.6;9.1;0.5;9173.9;28.9;1.6;0.0;0.0
07.01.2019 04:00;17.7;22.8;0.31;9.7;8.4;0.4;10952.4;28.5;2.0;0.0;-0.0
07.01.2019 05:00;38.7;16.2;0.24;5.8;4.9;0.1;4055.7;35.9;2.4;0.0;-0.1
07.01.2019 06:00;29.8;28.5;0.31;5.7;4.4;0.2;9047.6;77.3;2.3;0.0;-0.4
07.01.2019 07:00;17.5;42.2;0.37;9.4;6.3;0.3;22178.9;105.1;2.2;0.0;-0.1
07.01.2019 08:00;4.4;57.2;0.47;12.0;7.8;1.0;35890.5;164.8;2.1;0.0;-0.3
07.01.2019 09:00;1.4;53.5;0.47;14.7;10.1;1.6;35259.7;164.7;1.7;0.0;5.7
07.01.2019 10:00;5.0;50.6;0.45;14.1;10.9;1.3;27630.2;141.7;1.6;0.0;38.9
07.01.2019 11:00;14.2;43.5;0.36;11.6;9.4;1.1;23329.1;104.5;2.1;0.0;49.9
07.01.2019 12:00;16.3;44.8;0.35;9.9;7.4;0.8;26625.9;106.0;2.4;0.0;46.6
07.01.2019 13:00;23.1;33.4;0.37;14.3;8.2;0.6;13024.8;66.7;2.4;0.0;51.4
07.01.2019 14:00;26.8;30.9;0.33;23.6;10.4;0.8;12847.3;58.8;2.4;0.0;46.8
07.01.2019 15:00;24.4;38.0;0.36;41.8;12.6;1.0;16535.2;72.6;2.4;0.0;34.9
07.01.2019 16:00;21.1;42.4;0.39;41.0;12.6;0.9;23680.0;89.5;2.7;0.0;16.8
07.01.2019 17:00;16.8;52.8;0.51;41.3;12.0;1.0;26214.3;140.8;2.6;0.0;4.0
07.01.2019 18:00;18.6;47.0;0.50;40.4;13.6;1.1;18243.5;111.7;2.9;0.0;-0.3
07.01.2019 19:00;19.0;44.5;0.41;33.3;13.4;1.2;17873.0;94.6;2.7;0.0;-0.5
07.01.2019 20:00;27.5;30.5;0.30;26.2;10.5;0.9;10246.4;40.5;2.4;0.0;-0.4
07.01.2019 21:00;28.7;26.0;0.29;23.4;12.0;0.8;7307.8;38.4;2.4;0.0;-0.2
07.01.2019 22:00;28.1;26.4;0.30;21.0;11.9;0.6;8091.1;37.8;2.5;0.0;-0.2
07.01.2019 23:00;33.0;22.7;0.28;18.8;11.1;0.6;9210.0;31.5;2.3;0.0;-0.3
08.01.2019 00:00;33.4;20.3;0.26;17.4;10.5;0.4;4846.4;29.5;2.2;0.0;-0.4
08.01.2019 01:00;34.0;17.8;0.27;17.7;9.8;0.7;5106.7;23.9;2.0;0.0;-0.3
08.01.2019 02:00;34.0;17.9;0.24;13.8;10.3;0.5;8909.2;25.1;1.9;0.0;-0.3
08.01.2019 03:00;42.0;12.7;0.22;14.2;10.3;0.3;4296.3;14.8;1.9;0.0;-0.2
08.01.2019 04:00;39.3;13.2;0.22;15.4;11.5;0.3;3775.6;16.3;1.9;0.0;-0.3
08.01.2019 05:00;32.6;16.8;0.24;16.5;12.5;0.3;4876.4;28.8;1.7;0.1;-0.9
08.01.2019 06:00;28.2;20.3;0.25;14.5;11.5;0.4;9209.4;46.1;1.1;0.0;-0.5
08.01.2019 07:00;18.8;35.2;0.31;16.2;12.5;0.6;15403.1;89.0;1.2;0.0;-0.2
08.01.2019 08:00;9.1;54.4;0.40;16.9;13.1;1.3;43458.3;190.4;1.2;0.0;-0.4
08.01.2019 09:00;8.4;52.0;0.37;18.9;13.7;1.4;33594.6;147.6;1.7;0.0;3.0
08.01.2019 10:00;21.0;37.6;0.29;17.7;13.6;1.0;15296.7;72.8;2.8;0.0;25.7
08.01.2019 11:00;13.0;46.3;0.36;19.6;14.0;1.3;18583.0;114.2;3.4;0.0;64.8
08.01.2019 12:00;30.4;34.6;0.28;13.3;8.7;0.7;12315.3;65.9;4.6;0.0;76.3
08.01.2019 13:00;39.8;23.5;0.26;8.5;5.6;0.5;9057.6;39.0;4.9;0.0;80.3
08.01.2019 14:00;36.1;29.8;0.32;16.6;6.4;0.5;12357.4;50.6;5.0;0.0;54.9
08.01.2019 15:00;36.5;29.9;0.36;17.6;7.0;0.7;15132.9;50.0;4.9;0.0;58.7
08.01.2019 16:00;33.0;30.2;0.28;12.6;7.1;0.9;10931.7;47.2;3.8;0.4;24.8
08.01.2019 17:00;26.8;36.4;0.32;15.2;8.1;0.8;17886.1;65.6;3.7;0.0;26.4
08.01.2019 18:00;25.4;36.1;0.34;13.3;7.6;0.9;16900.4;59.7;3.5;0.0;-1.4
08.01.2019 19:00;23.6;41.5;0.35;11.4;7.2;0.8;16375.7;65.1;3.5;0.0;-0.8
08.01.2019 20:00;32.4;31.3;0.30;10.1;6.8;0.6;11913.2;46.5;3.3;0.0;-0.7
08.01.2019 21:00;39.1;25.3;0.28;7.3;5.5;0.5;8558.3;35.9;3.4;0.0;-0.6
08.01.2019 22:00;44.7;21.5;0.25;6.8;5.2;0.4;7197.6;27.7;3.4;0.0;-0.8
08.01.2019 23:00;45.7;22.1;0.25;6.7;4.6;0.3;6699.9;33.0;3.2;0.0;-0.6
09.01.2019 00:00;49.7;18.4;0.23;5.6;4.0;0.2;5858.5;24.5;3.2;0.0;-0.6
09.01.2019 01:00;50.4;15.1;0.23;6.7;4.3;0.3;4979.8;19.4;3.0;0.0;-1.0
09.01.2019 02:00;54.9;10.6;0.21;5.3;3.5;0.2;3730.1;11.9;2.4;0.0;-1.4
09.01.2019 03:00;60.3;7.9;0.19;3.9;2.5;0.1;2519.6;8.9;2.4;0.0;-0.8
09.01.2019 04:00;60.6;8.1;0.19;3.8;2.5;0.1;3026.1;9.2;2.0;0.0;-0.8
09.01.2019 05:00;58.1;11.9;0.19;3.8;2.3;0.1;2901.5;14.9;1.8;0.0;-0.6
09.01.2019 06:00;55.9;17.1;0.20;5.0;2.6;0.3;4708.4;25.0;1.5;0.0;-0.9
09.01.2019 07:00;46.4;27.7;0.26;7.9;3.4;0.3;11906.0;43.9;1.3;0.3;-1.1
09.01.2019 08:00;38.6;38.5;0.29;14.8;4.2;0.7;19600.8;63.2;0.8;0.4;-1.0
09.01.2019 09:00;37.0;41.4;0.26;17.2;5.8;1.6;17235.0;65.1;0.9;0.0;6.9
09.01.2019 10:00;39.3;40.6;0.26;13.5;4.4;0.9;15992.6;65.7;0.9;0.2;25.5
09.01.2019 11:00;39.6;45.3;0.27;11.8;4.1;1.3;18643.2;81.7;1.4;0.0;102.6
09.01.2019 12:00;51.1;35.7;0.24;11.0;5.0;0.9;20671.5;53.5;1.8;0.1;120.4
09.01.2019 13:00;51.4;31.0;0.29;9.6;4.4;0.8;17759.3;45.8;1.1;0.4;119.0
09.01.2019 14:00;42.7;47.0;0.32;9.7;4.2;0.9;20449.2;79.3;0.9;0.2;109.2
09.01.2019 15:00;44.1;37.4;0.27;10.3;4.8;0.9;15155.0;55.0;1.3;0.1;53.6
09.01.2019 16:00;42.4;42.0;0.33;6.6;3.5;0.8;20451.5;71.6;-0.1;1.4;20.5
09.01.2019 17:00;12.7;83.8;0.48;7.5;3.4;1.4;39017.6;208.1;-0.3;0.1;23.4
09.01.2019 18:00;22.9;65.7;0.40;14.4;5.3;1.3;24088.5;114.8;-0.0;0.0;-0.9
09.01.2019 19:00;16.0;67.5;0.46;16.9;6.1;1.2;22501.6;115.5;-0.3;0.3;-1.3
09.01.2019 20:00;30.4;51.6;0.39;9.7;5.2;0.7;20150.9;74.7;-0.6;0.3;-0.5
09.01.2019 21:00;31.9;45.9;0.33;12.1;6.3;1.0;16175.4;58.8;-0.8;0.7;-0.6
09.01.2019 22:00;38.3;35.1;0.31;15.7;6.6;0.7;10009.9;40.0;-0.9;0.0;-0.8
09.01.2019 23:00;49.7;22.6;0.24;11.5;5.4;0.6;5969.5;26.1;-1.0;0.1;-0.8
10.01.2019 00:00;48.2;21.9;0.24;13.5;6.4;0.4;6657.2;25.8;-1.2;0.1;-0.9
10.01.2019 01:00;44.1;26.5;0.28;12.7;7.8;0.8;12590.8;34.3;-1.0;0.0;-0.6
10.01.2019 02:00;42.3;23.1;0.35;11.8;8.5;0.8;13206.3;27.2;-1.2;0.0;-0.7
10.01.2019 03:00;39.9;20.4;0.26;10.3;7.9;0.2;8091.2;23.8;-1.2;0.0;-0.5
10.01.2019 04:00;38.6;21.3;0.27;11.6;8.9;0.2;8920.5;27.2;-1.3;0.0;-0.4
10.01.2019 05:00;36.5;24.5;0.27;11.9;9.1;0.3;12881.8;34.1;-1.4;0.0;-0.2
10.01.2019 06:00;26.9;39.5;0.30;13.0;8.2;0.8;15448.8;70.4;-1.1;0.0;-0.5
10.01.2019 07:00;24.0;38.8;0.34;15.8;8.9;0.8;17330.0;66.0;-1.7;0.0;-1.0
10.01.2019 08:00;18.2;45.9;0.37;20.4;11.2;0.9;29226.2;85.8;-1.7;0.0;-0.1
10.01.2019 09:00;;;0.46;21.0;11.7;1.2;39736.2;;-1.5;0.0;8.0
10.01.2019 10:00;14.6;47.3;0.40;22.2;14.1;1.1;23063.3;106.8;-1.4;0.0;73.3
10.01.2019 11:00;16.6;49.0;0.39;20.1;12.4;1.2;21787.8;121.3;-1.1;0.0;97.5
10.01.2019 12:00;22.9;52.4;0.41;16.3;9.0;0.6;22877.5;129.0;-0.2;0.0;260.7
10.01.2019 13:00;30.8;41.0;0.35;12.1;7.1;0.5;16335.0;90.2;-0.0;0.0;161.1
10.01.2019 14:00;29.5;40.0;0.35;13.3;8.0;0.8;18338.0;81.0;0.0;0.0;157.7
10.01.2019 15:00;28.2;39.7;0.34;12.9;8.4;1.2;17295.5;77.2;-0.3;0.0;109.6
10.01.2019 16:00;27.1;40.1;0.35;13.4;7.7;1.1;19201.0;75.7;-0.3;0.0;107.7
10.01.2019 17:00;18.5;50.6;0.46;15.0;8.7;1.1;46015.3;112.0;-0.2;0.0;36.7
10.01.2019 18:00;11.1;60.1;0.56;16.0;10.2;1.3;63345.1;155.9;-0.6;0.0;0.2
10.01.2019 19:00;11.3;52.2;0.51;14.5;10.0;1.6;36802.7;94.7;-0.7;0.0;-0.2
10.01.2019 20:00;17.0;42.6;0.49;15.0;10.4;1.0;26756.1;74.5;-0.8;0.1;-0.1
10.01.2019 21:00;22.2;33.0;0.38;17.5;12.2;0.9;17152.1;50.5;-1.0;0.0;0.0
10.01.2019 22:00;24.3;29.0;0.35;18.3;12.8;0.9;12932.0;39.8;-0.9;0.0;-0.0
10.01.2019 23:00;26.0;28.8;0.39;19.2;14.4;0.8;18910.3;43.6;-1.0;0.0;-1.2
11.01.2019 00:00;28.2;26.8;0.40;17.5;13.8;0.7;18487.5;37.4;-1.3;0.0;-1.0
11.01.2019 01:00;24.9;26.2;0.39;18.7;15.4;0.7;14892.5;35.1;-1.7;0.0;-1.2
