Station: Lugano-Università
Stadt
Stundenmittelwerte, PREC: Stundensummen
MEZ/CET
Quelle: NABEL/MeteoSchweiz
Die Messwerte des laufenden Jahres sind vorläufig und noch nicht abschliessend geprüft.
Datum/Zeit;O3 [ug/m3];NO2 [ug/m3];SO2 [ug/m3];CO [mg/m3];PM10 [ug/m3];PM2.5 [ug/m3];EC [ug/m3];CPC [1/cm3];NMVOC [ppm];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
01.01.2019 01:00;10.3;40.6;3.1;0.50;43.3;39.8;1.9;17551.4;0.2;47.2;4.3;0.0;0.0
01.01.2019 02:00;6.4;44.2;3.5;0.51;40.4;36.5;1.7;16833.1;0.2;56.9;3.9;0.0;0.0
01.01.2019 03:00;5.5;44.6;3.2;0.48;37.1;32.9;1.6;15006.5;0.2;58.3;3.2;0.0;0.0
01.01.2019 04:00;9.4;39.0;3.1;0.43;32.9;29.5;1.5;15480.5;0.1;45.0;2.8;0.0;0.0
01.01.2019 05:00;10.0;38.3;3.3;0.39;29.9;26.6;1.3;13698.0;0.1;44.3;2.9;0.0;0.0
01.01.2019 06:00;7.3;40.1;5.3;0.37;28.5;25.8;1.3;18738.9;0.1;48.3;2.4;0.0;0.0
01.01.2019 07:00;3.9;43.3;7.3;0.38;27.3;25.0;1.2;29289.2;0.1;57.1;2.2;0.0;0.0
01.01.2019 08:00;5.2;41.7;6.7;0.38;27.6;25.0;1.1;28368.7;0.1;55.2;1.7;0.0;0.0
01.01.2019 09:00;8.4;36.8;6.3;0.34;26.6;23.3;1.1;27607.7;0.1;50.0;1.5;0.0;12.0
01.01.2019 10:00;12.7;35.7;7.7;0.37;27.5;24.8;1.2;28498.7;0.1;53.5;2.3;0.0;98.8
01.01.2019 11:00;17.4;37.1;7.2;0.43;36.2;32.2;1.4;19823.2;0.2;59.2;4.3;0.0;217.2
01.01.2019 12:00;25.4;35.0;6.1;0.40;37.2;32.9;1.3;16365.0;0.1;52.8;5.2;0.0;310.0
01.01.2019 13:00;34.8;32.2;4.3;0.40;40.1;34.9;1.3;11875.6;0.1;44.1;6.0;0.0;338.8
01.01.2019 14:00;34.0;33.1;3.7;0.38;42.1;36.7;1.3;9988.1;0.1;44.1;7.0;0.0;309.0
01.01.2019 15:00;37.0;31.4;3.2;0.37;41.3;36.6;1.2;8229.1;0.1;39.2;6.8;0.0;233.7
01.01.2019 16:00;39.3;34.1;3.1;0.36;36.5;32.8;1.2;8495.8;0.1;38.6;7.3;0.0;125.3
01.01.2019 17:00;20.8;49.4;3.2;0.40;37.6;33.8;1.4;12928.4;0.1;54.8;6.6;0.0;23.0
01.01.2019 18:00;9.7;57.5;4.7;0.46;36.9;32.0;1.4;21441.9;0.2;69.7;5.8;0.0;0.0
01.01.2019 19:00;12.1;50.3;4.9;0.50;39.4;33.3;1.6;25448.6;0.2;62.5;4.5;0.0;0.0
01.01.2019 20:00;12.5;45.7;5.5;0.49;40.8;36.6;1.7;27842.3;0.1;53.9;3.9;0.0;0.0
01.01.2019 21:00;12.9;42.8;5.0;0.52;41.3;37.8;1.8;28018.9;0.2;51.8;3.2;0.0;0.0
01.01.2019 22:00;13.5;40.0;4.6;0.51;40.2;37.7;1.8;27781.1;0.1;46.8;2.7;0.0;0.0
01.01.2019 23:00;16.4;34.3;3.8;0.50;42.1;39.8;1.7;23056.8;0.1;39.2;2.4;0.0;0.0
02.01.2019 00:00;15.2;33.5;3.2;0.49;38.4;36.6;1.6;15777.7;0.1;37.5;2.0;0.0;0.0
02.01.2019 01:00;17.9;29.7;2.9;0.45;27.0;32.8;1.3;15545.9;0.1;32.0;1.9;0.0;0.0
02.01.2019 02:00;16.5;30.1;2.9;0.40;25.4;30.7;1.2;12494.7;0.1;32.8;1.8;0.0;0.0
02.01.2019 03:00;24.7;32.3;3.2;0.34;21.8;26.4;0.9;11047.8;0.1;36.2;4.5;0.0;0.0
02.01.2019 04:00;85.2;4.8;0.9;0.14;2.0;0.8;0.0;692.2;0.1;5.1;12.4;0.0;0.0
02.01.2019 05:00;80.9;4.6;0.8;0.14;1.8;0.5;0.0;1175.8;0.1;5.2;11.9;0.0;0.0
02.01.2019 06:00;76.2;6.0;1.1;0.14;0.9;0.4;0.0;2184.8;0.1;6.6;11.7;0.0;0.0
02.01.2019 07:00;68.9;11.2;1.6;0.15;1.8;0.4;0.0;4637.0;0.1;12.4;11.6;0.0;0.0
02.01.2019 08:00;67.5;10.5;1.1;0.15;2.7;0.5;0.0;3860.2;0.1;12.6;11.0;0.0;0.0
02.01.2019 09:00;67.7;11.6;1.2;0.16;2.6;0.9;0.0;3634.0;0.1;13.6;10.3;0.0;12.2
02.01.2019 10:00;69.8;10.6;1.3;0.17;2.1;1.0;0.1;5024.1;0.1;12.4;10.0;0.0;88.7
02.01.2019 11:00;72.8;10.1;1.2;0.17;2.1;0.7;0.0;4732.5;0.1;12.1;10.4;0.0;281.3
02.01.2019 12:00;78.9;8.8;1.0;0.16;2.4;0.9;0.0;3562.8;0.1;11.1;10.3;0.0;357.5
02.01.2019 13:00;80.8;6.6;0.8;0.16;3.8;1.1;0.0;3744.7;0.1;8.3;9.6;0.0;383.2
02.01.2019 14:00;80.0;6.2;0.7;0.15;4.8;1.3;0.0;3772.1;0.1;7.8;9.0;0.0;353.3
02.01.2019 15:00;77.6;7.0;0.7;0.16;3.1;1.1;0.0;3093.4;0.1;8.7;8.9;0.0;272.8
02.01.2019 16:00;73.2;11.0;0.9;0.16;2.1;1.0;0.0;3268.1;0.1;13.4;8.5;0.0;155.3
02.01.2019 17:00;71.2;12.1;1.2;0.17;2.0;1.1;0.1;4961.9;0.1;14.7;7.6;0.0;29.0
02.01.2019 18:00;65.2;18.6;1.5;0.19;2.3;1.3;0.1;7869.8;0.1;21.8;6.8;0.0;0.0
02.01.2019 19:00;65.7;18.0;1.5;0.19;2.9;1.6;0.1;7489.5;0.1;20.4;6.2;0.0;0.0
02.01.2019 20:00;59.9;28.2;1.7;0.20;3.5;1.9;0.1;7657.5;0.1;34.7;5.8;0.0;0.0
02.01.2019 21:00;67.9;12.6;1.4;0.18;2.1;1.3;0.1;7235.5;0.1;14.4;5.9;0.0;0.0
02.01.2019 22:00;72.4;8.4;1.3;0.17;2.0;1.3;0.0;6256.0;0.1;8.7;6.4;0.0;0.0
02.01.2019 23:00;76.1;5.6;0.6;0.16;3.1;1.5;0.0;2981.3;0.1;5.8;6.2;0.0;0.0
03.01.2019 00:00;73.4;4.9;0.4;0.17;2.8;1.2;0.0;1543.2;0.1;5.3;6.2;0.0;0.0
03.01.2019 01:00;72.1;5.0;0.4;0.16;3.6;1.1;0.0;1397.1;0.1;5.4;6.2;0.0;0.0
03.01.2019 02:00;75.1;4.3;0.4;0.16;4.6;1.3;0.0;1115.1;0.1;4.3;6.1;0.0;0.0
03.01.2019 03:00;78.1;3.6;0.4;0.15;3.8;1.4;0.0;1195.1;0.1;3.9;5.9;0.0;0.0
03.01.2019 04:00;79.9;3.0;0.4;0.15;5.8;1.6;0.0;1108.6;0.1;3.5;5.8;0.0;0.0
03.01.2019 05:00;79.5;3.2;0.5;0.15;5.7;1.7;0.0;1393.8;0.1;3.6;5.8;0.0;0.0
03.01.2019 06:00;79.9;3.5;0.6;0.15;4.8;1.6;0.0;2441.1;0.1;3.9;6.2;0.0;0.0
03.01.2019 07:00;78.8;6.2;0.8;0.15;4.1;1.3;0.0;3595.6;0.1;7.3;6.5;0.0;0.0
03.01.2019 08:00;75.0;12.2;1.1;0.17;2.9;1.1;0.1;4028.7;0.1;14.7;6.8;0.0;0.0
03.01.2019 09:00;46.7;46.2;2.6;0.24;4.4;1.4;0.2;14975.4;0.1;57.7;6.2;0.0;11.8
03.01.2019 10:00;56.0;35.4;2.0;0.21;5.0;1.4;0.2;10766.0;0.1;48.4;6.7;0.0;89.8
03.01.2019 11:00;74.9;12.7;1.1;0.17;3.7;1.1;0.1;3982.5;0.1;15.7;8.8;0.0;285.5
03.01.2019 12:00;79.6;7.8;0.8;0.16;3.1;1.0;0.0;4854.7;0.1;9.8;9.5;0.0;343.8
03.01.2019 13:00;;;;;;;0.1;4153.9;;;9.8;0.0;312.0
03.01.2019 14:00;76.3;7.4;0.7;0.15;3.2;1.0;0.1;4891.6;0.1;8.8;10.5;0.0;350.7
03.01.2019 15:00;78.8;6.9;0.8;0.16;4.9;1.1;0.0;5400.7;0.2;8.9;10.3;0.0;275.3
03.01.2019 16:00;79.0;7.4;0.7;0.16;3.5;1.1;0.0;4028.2;0.1;8.7;9.6;0.0;156.8
03.01.2019 17:00;76.7;9.4;0.8;0.17;3.3;1.2;0.1;4696.6;0.1;11.3;8.4;0.0;29.5
03.01.2019 18:00;76.2;9.6;0.8;0.17;3.5;1.3;0.1;5042.7;0.1;11.0;7.3;0.0;0.0
03.01.2019 19:00;74.4;12.3;1.0;0.18;2.7;1.3;0.1;5062.3;0.1;14.3;7.0;0.0;0.0
03.01.2019 20:00;76.9;10.1;1.1;0.17;3.2;1.5;0.1;5333.5;0.1;11.4;6.7;0.0;0.0
03.01.2019 21:00;78.8;7.0;0.9;0.15;2.8;1.3;0.1;4788.7;0.1;7.6;6.4;0.0;0.0
03.01.2019 22:00;75.9;8.6;1.2;0.16;1.7;1.1;0.1;6429.3;0.1;8.7;6.2;0.0;0.0
03.01.2019 23:00;69.9;12.8;1.6;0.18;2.4;1.0;0.1;8586.9;0.1;12.8;5.5;0.0;0.0
04.01.2019 00:00;64.6;16.6;1.3;0.18;2.5;1.2;0.1;6348.8;0.1;17.3;5.2;0.0;0.0
04.01.2019 01:00;52.5;24.1;2.1;0.21;2.7;1.5;0.2;15558.8;0.1;24.6;4.5;0.0;0.0
04.01.2019 02:00;46.4;23.0;2.8;0.20;2.0;1.4;0.2;19070.1;0.1;23.3;4.1;0.0;0.0
04.01.2019 03:00;59.8;12.8;0.7;0.21;5.4;4.0;0.3;7240.8;0.1;13.1;4.0;0.0;0.0
04.01.2019 04:00;51.5;17.2;1.4;0.22;7.9;5.6;0.3;7668.6;0.1;17.1;3.1;0.0;0.0
04.01.2019 05:00;39.5;21.5;3.3;0.22;5.7;4.3;0.3;13073.6;0.1;21.9;1.4;0.0;0.0
04.01.2019 06:00;29.7;30.2;4.2;0.23;6.9;4.6;0.3;16589.9;0.1;31.2;0.7;0.0;0.0
04.01.2019 07:00;15.8;45.8;6.4;0.26;6.0;4.7;0.4;29128.3;0.1;53.9;0.1;0.0;0.0
04.01.2019 08:00;9.1;56.0;6.7;0.29;9.0;5.7;0.5;33346.3;0.1;73.2;-0.2;0.0;0.2
04.01.2019 09:00;5.7;64.8;6.8;0.36;10.2;5.9;0.7;31321.1;0.2;105.1;0.2;0.0;14.5
04.01.2019 10:00;10.0;59.8;7.2;0.39;13.2;7.4;0.9;36053.8;0.2;104.2;0.6;0.0;79.8
04.01.2019 11:00;18.9;51.9;6.0;0.38;15.7;9.0;0.9;30152.6;0.2;82.3;1.8;0.0;154.5
04.01.2019 12:00;27.7;48.4;5.1;0.32;12.6;9.1;0.7;20208.9;0.2;76.7;2.8;0.0;329.2
04.01.2019 13:00;35.5;41.3;3.8;0.30;13.3;9.7;0.6;16415.6;0.1;57.9;4.2;0.0;294.5
04.01.2019 14:00;44.9;34.1;2.1;0.29;15.9;11.0;0.6;11569.6;0.1;42.5;4.8;0.0;216.5
04.01.2019 15:00;51.2;30.5;1.6;0.27;15.8;11.6;0.6;9537.0;0.1;36.2;6.0;0.0;241.5
04.01.2019 16:00;39.9;42.8;1.8;0.33;19.6;15.3;0.9;13392.1;0.1;49.1;5.8;0.0;126.3
04.01.2019 17:00;22.3;64.8;3.4;0.42;33.4;26.5;1.3;21128.2;0.2;73.7;5.0;0.0;14.5
04.01.2019 18:00;5.7;77.1;6.3;0.54;42.3;33.9;1.6;32949.9;0.2;113.6;3.4;0.0;0.0
04.01.2019 19:00;6.1;70.9;6.1;0.57;37.4;29.8;1.8;34629.8;0.2;105.4;2.1;0.0;0.0
04.01.2019 20:00;7.2;67.0;6.4;0.59;44.1;38.3;2.1;35853.4;0.2;96.8;1.6;0.0;0.0
04.01.2019 21:00;7.2;62.4;6.9;0.57;44.5;40.0;2.2;36507.7;0.2;85.3;1.1;0.0;0.0
04.01.2019 22:00;7.2;58.3;6.5;0.59;48.3;45.6;2.1;35140.4;0.2;80.8;0.8;0.0;0.0
04.01.2019 23:00;7.3;56.3;5.3;0.62;52.1;49.7;2.1;31030.1;0.2;77.1;0.3;0.0;0.0
05.01.2019 00:00;6.5;55.0;3.7;0.63;52.0;49.8;1.9;21504.1;0.2;74.6;0.1;0.0;0.0
05.01.2019 01:00;5.9;54.2;3.7;0.62;43.4;48.0;1.8;19257.8;0.2;73.5;0.0;0.0;0.0
05.01.2019 02:00;9.1;47.8;4.0;0.50;43.0;48.1;1.7;18487.1;0.2;54.8;-0.4;0.0;0.0
05.01.2019 03:00;8.8;47.9;3.8;0.49;43.9;49.2;1.8;15646.5;0.2;54.2;-0.5;0.0;0.0
05.01.2019 04:00;5.1;52.8;4.2;0.50;42.7;48.2;1.7;16532.1;0.2;63.3;-0.5;0.0;0.0
05.01.2019 05:00;6.1;49.7;4.2;0.47;39.3;43.6;1.6;16194.5;0.2;57.9;-0.7;0.0;0.0
05.01.2019 06:00;5.0;50.8;5.9;0.44;35.3;40.0;1.5;19534.1;0.2;63.4;-0.5;0.0;0.0
05.01.2019 07:00;3.8;53.0;7.6;0.43;32.9;36.1;1.4;30335.9;0.2;77.7;-0.9;0.0;0.0
05.01.2019 08:00;3.3;55.3;7.3;0.45;29.7;33.0;1.4;31468.4;0.2;90.6;-0.8;0.0;0.0
05.01.2019 09:00;4.3;54.6;8.1;0.44;27.5;28.9;1.3;37475.6;0.2;94.2;-0.6;0.0;9.2
05.01.2019 10:00;8.4;53.3;8.3;0.47;27.8;27.4;1.4;39572.8;0.2;103.5;-0.1;0.0;85.7
05.01.2019 11:00;14.7;54.7;8.0;0.58;34.9;36.7;1.7;29749.7;0.2;100.9;2.1;0.0;265.7
05.01.2019 12:00;23.9;49.9;6.6;0.48;34.7;38.0;1.5;19613.2;0.2;83.0;3.2;0.0;340.2
05.01.2019 13:00;34.6;39.5;4.3;0.41;32.8;35.6;1.2;13423.4;0.1;57.8;4.5;0.0;365.8
05.01.2019 14:00;39.7;40.1;3.5;0.39;33.1;36.9;1.2;13175.0;0.1;55.4;5.8;0.0;336.5
05.01.2019 15:00;35.2;49.6;3.4;0.42;34.8;37.2;1.3;14218.1;0.1;65.1;7.2;0.0;261.0
05.01.2019 16:00;29.0;62.3;3.6;0.50;45.2;47.4;1.6;18368.7;0.2;78.6;8.6;0.0;151.7
05.01.2019 17:00;43.2;45.5;2.9;0.30;14.0;11.6;0.5;18918.8;0.1;54.7;12.1;0.0;31.0
05.01.2019 18:00;54.4;31.8;2.1;0.23;5.2;3.2;0.2;10558.2;0.1;35.8;13.3;0.0;0.0
05.01.2019 19:00;73.3;10.9;1.1;0.15;3.8;0.8;0.1;3107.9;0.1;12.5;14.0;0.0;0.0
05.01.2019 20:00;69.5;15.1;1.4;0.17;1.0;0.6;0.1;5430.3;0.1;16.6;13.5;0.0;0.0
05.01.2019 21:00;54.6;29.0;1.6;0.20;2.3;1.4;0.2;11913.2;0.1;34.6;13.6;0.0;0.0
05.01.2019 22:00;60.0;24.1;2.1;0.20;1.9;1.4;0.2;11506.0;0.1;26.7;13.8;0.0;0.0
05.01.2019 23:00;60.8;22.6;1.4;0.19;1.9;1.2;0.1;6291.4;0.1;25.3;12.7;0.0;0.0
06.01.2019 00:00;75.0;7.8;0.7;0.15;0.9;0.5;0.0;1808.8;0.1;8.0;12.8;0.0;0.0
06.01.2019 01:00;76.2;6.3;0.7;0.15;2.0;0.6;0.0;1762.0;0.1;6.6;12.1;0.0;0.0
06.01.2019 02:00;75.9;6.1;0.6;0.14;1.5;0.2;0.0;1459.5;0.1;6.6;11.8;0.0;0.0
06.01.2019 03:00;64.6;12.8;1.0;0.17;1.3;0.6;0.1;3039.8;0.1;13.3;10.3;0.0;0.0
06.01.2019 04:00;77.8;3.6;0.6;0.13;1.9;0.2;0.0;544.9;0.1;3.4;12.3;0.0;0.0
06.01.2019 05:00;75.5;4.1;0.7;0.14;0.9;0.1;0.0;732.6;0.1;4.1;12.8;0.0;0.0
06.01.2019 06:00;73.4;6.0;1.2;0.14;0.9;0.1;0.0;1880.6;0.1;5.8;12.4;0.0;0.0
06.01.2019 07:00;74.7;5.4;1.0;0.14;1.3;0.1;0.0;1581.3;0.1;5.7;13.2;0.0;0.0
06.01.2019 08:00;71.8;8.9;1.4;0.15;1.0;0.2;0.0;3120.9;0.1;9.7;12.8;0.0;0.0
06.01.2019 09:00;67.7;12.5;1.7;0.15;1.3;0.3;0.1;4192.4;0.1;13.4;12.6;0.0;12.2
06.01.2019 10:00;72.2;7.4;1.0;0.15;2.3;0.3;0.0;1890.1;0.1;8.6;12.9;0.0;90.8
06.01.2019 11:00;71.3;6.8;0.8;0.15;1.9;0.4;0.1;2803.9;0.1;7.5;13.9;0.0;281.3
06.01.2019 12:00;72.5;5.0;0.8;0.15;3.4;0.4;0.0;4278.6;0.1;5.8;14.4;0.0;355.8
06.01.2019 13:00;72.2;4.9;0.9;0.15;2.3;0.3;0.0;5339.0;0.1;5.7;14.7;0.0;382.2
06.01.2019 14:00;73.1;4.4;0.8;0.14;3.3;0.4;0.0;5761.8;0.1;4.8;15.0;0.0;355.0
06.01.2019 15:00;74.4;5.0;0.8;0.15;2.0;0.3;0.0;3985.5;0.1;5.9;15.1;0.0;276.0
06.01.2019 16:00;73.8;6.1;0.7;0.15;2.6;0.4;0.0;2686.7;0.1;7.1;14.5;0.0;161.7
06.01.2019 17:00;74.1;6.6;0.7;0.16;3.4;0.4;0.1;2483.7;0.1;7.3;13.6;0.0;35.2
06.01.2019 18:00;72.4;8.8;0.9;0.15;2.8;0.7;0.1;2822.9;0.1;9.7;13.2;0.0;0.2
06.01.2019 19:00;69.9;12.8;1.1;0.17;2.2;0.7;0.1;4585.5;0.1;14.6;12.1;0.0;0.0
06.01.2019 20:00;62.8;20.4;1.7;0.21;3.2;1.1;0.2;8112.5;0.1;23.5;11.8;0.0;0.0
06.01.2019 21:00;68.9;13.3;1.2;0.17;2.3;1.0;0.1;5369.5;0.1;14.5;11.5;0.0;0.0
06.01.2019 22:00;70.2;10.1;1.3;0.17;1.8;0.7;0.1;4463.8;0.1;10.9;11.3;0.0;0.0
06.01.2019 23:00;73.7;6.2;0.7;0.15;1.4;0.5;0.0;2652.7;0.1;6.9;11.9;0.0;0.0
07.01.2019 00:00;72.8;5.9;0.6;0.15;0.9;0.5;0.0;2055.1;0.1;6.5;11.1;0.0;0.0
07.01.2019 01:00;72.6;5.0;0.7;0.15;0.7;0.3;0.0;1391.4;0.1;5.4;10.5;0.0;0.0
07.01.2019 02:00;75.9;3.0;0.5;0.14;0.5;0.2;0.0;805.0;0.1;2.9;11.2;0.0;0.0
07.01.2019 03:00;76.0;2.9;0.4;0.14;0.5;0.1;0.0;606.9;0.1;2.7;11.2;0.0;0.0
07.01.2019 04:00;76.0;2.9;0.4;0.14;0.3;0.1;0.0;667.6;0.1;2.7;11.1;0.0;0.0
07.01.2019 05:00;74.8;3.3;0.6;0.14;0.3;0.1;0.0;1052.7;0.1;2.9;10.8;0.0;0.0
07.01.2019 06:00;68.9;9.1;1.5;0.14;1.5;0.3;0.1;2697.8;0.1;9.0;10.1;0.0;0.0
07.01.2019 07:00;57.4;22.9;1.9;0.15;2.6;0.6;0.1;5645.7;0.1;26.3;10.1;0.0;0.0
07.01.2019 08:00;13.7;83.7;3.6;0.40;5.1;1.2;0.5;27207.5;0.2;138.3;9.4;0.0;0.2
07.01.2019 09:00;20.1;72.3;3.1;0.34;5.0;1.2;0.4;23144.5;0.2;110.6;9.7;0.0;12.0
07.01.2019 10:00;13.0;83.6;5.2;0.47;10.9;3.4;1.0;31182.0;0.2;174.0;9.3;0.0;92.3
07.01.2019 11:00;50.2;30.9;1.7;0.23;4.7;1.7;0.2;18961.9;0.1;37.4;9.5;0.0;281.5
07.01.2019 12:00;43.0;36.7;1.7;0.38;26.5;25.4;1.4;12896.3;0.2;49.4;8.8;0.0;349.3
07.01.2019 13:00;38.9;41.8;2.1;0.49;59.9;60.7;2.2;12169.2;0.2;57.8;8.2;0.0;362.8
07.01.2019 14:00;43.1;38.0;2.3;0.46;59.9;61.2;2.0;10706.0;0.2;48.9;8.5;0.0;329.2
07.01.2019 15:00;36.1;46.3;2.2;0.46;57.8;57.9;1.9;11802.6;0.2;61.8;9.2;0.0;249.7
07.01.2019 16:00;37.6;45.9;2.1;0.47;60.5;60.8;1.9;11341.4;0.2;54.1;8.9;0.0;135.8
07.01.2019 17:00;35.2;50.2;2.2;0.53;66.0;67.8;2.2;12201.9;0.2;54.4;8.3;0.0;28.7
07.01.2019 18:00;18.9;67.1;3.3;0.58;69.1;69.9;2.3;16554.6;0.2;79.9;7.7;0.0;0.2
07.01.2019 19:00;4.1;74.9;5.3;0.70;69.8;67.6;2.8;27475.4;0.3;110.2;6.2;0.0;0.0
07.01.2019 20:00;6.7;65.1;5.0;0.65;63.9;64.7;2.8;25371.2;0.2;88.9;5.1;0.0;0.0
07.01.2019 21:00;7.6;59.1;4.9;0.62;61.9;63.6;2.7;24575.9;0.2;75.7;4.6;0.0;0.0
07.01.2019 22:00;9.9;53.9;4.3;0.59;60.9;63.1;2.4;22376.3;0.2;64.6;3.9;0.0;0.0
07.01.2019 23:00;7.3;54.3;4.1;0.60;61.7;64.5;2.4;20770.4;0.2;65.6;3.3;0.0;0.0
08.01.2019 00:00;10.5;45.4;2.4;0.55;58.6;61.7;2.3;13783.2;0.2;50.7;2.9;0.0;0.0
08.01.2019 01:00;12.5;39.1;2.4;0.49;52.3;55.7;2.0;12395.4;0.2;42.5;2.3;0.0;0.0
08.01.2019 02:00;13.6;35.8;2.5;0.44;49.8;52.2;1.8;10539.7;0.2;38.4;2.1;0.0;0.0
08.01.2019 03:00;12.2;36.1;2.8;0.42;47.6;50.6;1.7;10005.2;0.2;38.2;2.0;0.0;0.0
08.01.2019 04:00;10.5;36.4;2.9;0.41;47.1;49.5;1.7;9925.1;0.2;38.7;1.9;0.0;0.0
08.01.2019 05:00;9.2;36.6;2.9;0.41;45.6;48.9;1.7;10000.7;0.2;40.0;1.7;0.0;0.0
08.01.2019 06:00;4.0;44.3;5.0;0.43;48.0;51.2;1.8;18360.0;0.2;56.0;1.9;0.0;0.0
08.01.2019 07:00;2.9;50.4;7.3;0.45;49.2;49.9;1.8;29569.7;0.2;86.3;1.5;0.0;0.0
08.01.2019 08:00;2.4;52.7;7.0;0.54;48.8;49.2;2.1;30855.9;0.2;119.3;1.3;0.0;0.0
08.01.2019 09:00;3.0;58.0;7.5;0.67;51.8;50.3;2.5;36351.4;0.3;171.4;1.4;0.0;21.8
08.01.2019 10:00;4.9;56.3;7.0;0.62;51.6;50.0;2.4;31690.1;0.3;148.6;2.5;0.0;93.3
08.01.2019 11:00;8.5;55.6;6.1;0.64;63.6;60.5;2.7;22211.5;0.3;127.2;3.3;0.0;168.0
08.01.2019 12:00;12.5;53.0;5.1;0.60;63.6;61.8;2.6;17458.2;0.3;106.3;4.0;0.0;276.3
08.01.2019 13:00;19.3;46.0;3.9;0.56;65.6;65.7;2.5;14002.7;0.2;79.6;4.7;0.0;316.2
08.01.2019 14:00;22.3;46.5;3.8;0.56;66.2;66.0;2.3;14446.0;0.2;74.5;5.3;0.0;303.7
08.01.2019 15:00;15.9;57.6;4.4;0.59;68.4;65.6;2.4;16300.4;0.2;96.7;5.8;0.0;229.0
08.01.2019 16:00;10.2;64.6;4.1;0.58;66.4;63.0;2.3;15496.2;0.2;105.3;6.0;0.0;120.8
08.01.2019 17:00;10.2;63.0;3.1;0.57;61.0;61.1;2.3;14160.4;0.2;86.8;6.0;0.0;28.5
08.01.2019 18:00;2.7;78.8;4.4;0.75;60.8;57.7;2.5;22403.5;0.3;151.6;5.9;0.0;0.2
08.01.2019 19:00;48.5;37.6;2.0;0.39;18.5;15.1;0.6;10526.8;0.2;60.2;9.3;0.0;0.0
08.01.2019 20:00;61.8;20.6;1.1;0.22;3.3;1.0;0.1;5616.9;0.2;25.4;10.3;0.0;0.0
08.01.2019 21:00;68.4;12.0;1.0;0.17;7.1;1.3;0.0;4184.8;0.1;13.6;10.5;0.0;0.0
08.01.2019 22:00;74.9;10.5;0.9;0.16;2.3;0.7;0.0;4108.6;0.1;11.7;10.0;0.0;0.0
08.01.2019 23:00;73.3;11.1;0.9;0.16;1.7;0.6;0.0;4230.4;0.1;12.3;9.7;0.0;0.0
09.01.2019 00:00;66.6;15.1;1.1;0.17;1.3;0.6;0.1;4073.0;0.1;17.1;9.1;0.0;0.0
09.01.2019 01:00;76.6;7.6;0.6;0.15;0.8;0.4;0.0;1729.3;0.1;8.1;9.2;0.0;0.0
09.01.2019 02:00;79.0;6.5;0.7;0.14;0.7;0.3;0.0;1237.0;0.1;7.0;8.7;0.0;0.0
09.01.2019 03:00;79.1;6.0;0.6;0.14;0.8;0.2;0.0;1053.4;0.1;6.4;8.8;0.0;0.0
09.01.2019 04:00;79.6;6.3;0.5;0.14;0.5;0.2;0.0;793.7;0.1;6.5;8.6;0.0;0.0
09.01.2019 05:00;79.8;5.3;0.6;0.14;0.6;0.2;0.0;1203.9;0.1;5.6;8.3;0.0;0.0
09.01.2019 06:00;77.4;7.4;1.1;0.14;0.9;0.2;0.0;2491.3;0.1;8.2;7.4;0.0;0.0
09.01.2019 07:00;72.5;12.4;1.9;0.15;1.0;0.2;0.0;6943.6;0.1;13.7;6.4;0.0;0.0
09.01.2019 08:00;63.5;22.1;1.9;0.18;2.1;0.5;0.1;11136.5;0.1;26.0;5.8;0.0;0.0
09.01.2019 09:00;58.5;27.4;2.2;0.20;4.9;1.0;0.1;12377.4;0.1;32.1;5.6;0.0;32.2
09.01.2019 10:00;63.6;20.6;2.0;0.18;2.9;0.7;0.1;10191.7;0.1;24.0;5.6;0.0;65.8
09.01.2019 11:00;64.2;19.8;1.9;0.19;3.0;0.7;0.1;10244.2;0.1;24.7;6.5;0.0;235.3
09.01.2019 12:00;69.5;13.1;1.4;0.18;3.6;0.8;0.1;8133.0;0.1;16.9;7.0;0.0;349.7
09.01.2019 13:00;69.5;13.6;1.6;0.19;2.7;0.7;0.1;12807.2;0.1;17.7;8.3;0.0;393.5
09.01.2019 14:00;71.2;12.7;1.4;0.19;2.1;0.7;0.1;19969.5;0.1;16.1;8.8;0.0;376.7
09.01.2019 15:00;69.3;12.6;1.1;0.18;6.7;1.3;0.1;9332.3;0.1;15.9;8.3;0.0;219.8
09.01.2019 16:00;67.5;15.9;1.1;0.18;5.6;1.2;0.1;7094.1;0.1;19.0;7.7;0.0;118.0
09.01.2019 17:00;67.4;16.2;1.0;0.19;4.4;1.0;0.1;5587.9;0.1;19.4;7.1;0.0;23.7
09.01.2019 18:00;66.0;18.3;1.1;0.20;3.7;1.0;0.1;5976.3;0.1;21.4;6.7;0.0;0.0
09.01.2019 19:00;62.0;21.4;1.8;0.22;3.2;1.2;0.1;9484.6;0.1;25.1;6.3;0.0;0.0
09.01.2019 20:00;56.2;26.6;2.0;0.22;2.6;1.2;0.2;11270.0;0.1;31.3;6.0;0.0;0.0
09.01.2019 21:00;59.5;21.4;2.1;0.25;2.0;1.2;0.1;12363.5;0.1;25.7;6.2;0.0;0.0
09.01.2019 22:00;65.5;12.0;1.5;0.18;1.4;0.8;0.1;9015.2;0.1;13.2;6.7;0.0;0.0
09.01.2019 23:00;69.3;8.3;0.8;0.17;1.8;0.7;0.0;3396.9;0.1;9.1;6.6;0.0;0.0
