Station: Payerne
Land, < 1000 m
Stundenmittelwerte, PREC: Stundensummen
MEZ/CET
Quelle: NABEL/MeteoSchweiz
Die Messwerte des laufenden Jahres sind vorläufig und noch nicht abschliessend geprüft.
Datum/Zeit;O3 [ug/m3];NO2 [ug/m3];SO2 [ug/m3];CO [mg/m3];PM10 [ug/m3];PM2.5 [ug/m3];EC [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
07.04.2019 13:00;96.8;4.5;0.1;0.15;0.9;0.4;0.0;4.8;7.0;0.6;215.2
07.04.2019 14:00;94.2;4.6;0.2;0.15;1.2;0.6;0.0;5.0;7.8;0.3;338.5
07.04.2019 15:00;89.1;5.3;0.2;0.15;2.7;0.9;0.1;5.8;7.9;0.0;201.3
07.04.2019 16:00;87.2;5.3;0.1;0.15;2.5;1.0;0.1;5.7;8.1;0.0;153.3
07.04.2019 17:00;85.8;5.9;0.1;0.15;3.8;1.2;0.1;6.4;8.3;0.0;139.0
07.04.2019 18:00;86.5;5.4;0.1;0.15;2.3;1.0;0.1;5.8;8.6;0.0;130.7
07.04.2019 19:00;80.5;7.2;0.1;0.16;4.4;1.4;0.1;7.4;8.3;0.0;27.5
07.04.2019 20:00;63.9;13.8;0.2;0.17;6.1;1.9;0.1;13.9;8.0;0.0;0.0
07.04.2019 21:00;59.3;9.8;0.1;0.17;4.8;2.1;0.1;9.9;7.5;0.0;0.0
07.04.2019 22:00;51.7;10.4;0.2;0.18;5.2;2.2;0.2;10.4;7.3;0.0;0.0
07.04.2019 23:00;44.2;10.1;0.2;0.18;5.6;2.0;0.2;10.2;7.0;0.0;0.0
08.04.2019 00:00;53.1;8.3;0.2;0.17;4.6;2.2;0.1;8.4;6.8;0.0;0.0
08.04.2019 01:00;77.6;3.9;0.2;0.15;1.5;0.9;0.1;4.0;6.8;0.0;0.0
08.04.2019 02:00;58.7;11.4;0.2;0.16;3.0;1.7;0.1;11.5;6.3;0.0;0.0
08.04.2019 03:00;51.2;10.4;0.3;0.17;3.6;2.2;0.1;10.5;5.7;0.0;0.0
08.04.2019 04:00;42.8;11.6;0.2;0.17;3.5;2.5;0.1;11.7;5.2;0.0;0.0
08.04.2019 05:00;29.0;16.4;0.2;0.17;4.1;2.4;0.2;17.2;4.2;0.0;0.0
08.04.2019 06:00;13.2;29.5;0.2;0.21;5.4;3.1;0.5;36.4;3.5;0.0;0.0
08.04.2019 07:00;25.0;22.7;0.1;0.20;6.3;3.4;0.3;25.2;4.3;0.0;22.0
08.04.2019 08:00;30.7;23.5;0.2;0.20;6.2;3.8;0.3;28.8;5.3;0.0;81.5
08.04.2019 09:00;61.6;9.1;0.2;0.18;8.2;6.6;0.3;11.7;7.3;0.0;294.0
08.04.2019 10:00;74.6;7.3;0.4;0.18;10.9;8.8;0.2;9.6;9.2;0.0;575.7
08.04.2019 11:00;81.9;8.3;0.8;0.18;6.1;4.4;0.2;11.1;10.5;0.0;719.5
08.04.2019 12:00;97.7;5.4;0.5;0.17;2.1;1.5;0.1;6.5;11.7;0.0;807.3
08.04.2019 13:00;101.4;4.7;0.3;0.16;2.8;2.0;0.1;5.4;12.5;0.0;854.7
08.04.2019 14:00;103.9;4.6;0.2;0.16;2.7;1.8;0.1;5.2;12.9;0.0;565.2
08.04.2019 15:00;103.0;5.1;0.2;0.16;2.5;1.7;0.1;5.6;12.7;0.0;267.7
08.04.2019 16:00;103.4;5.1;0.3;0.16;2.2;1.6;0.1;5.5;12.4;0.0;198.3
08.04.2019 17:00;98.7;6.0;0.2;0.16;2.5;1.7;0.1;6.4;12.4;0.0;129.5
08.04.2019 18:00;86.7;7.4;0.2;0.17;4.2;2.1;0.2;7.9;11.9;0.0;96.2
08.04.2019 19:00;80.1;8.1;0.3;0.17;3.9;2.6;0.2;8.4;10.9;0.0;40.3
08.04.2019 20:00;64.1;12.2;0.2;0.22;5.6;4.3;0.3;12.3;9.1;0.0;1.2
08.04.2019 21:00;65.6;9.1;0.2;0.19;5.3;4.0;0.2;9.2;7.7;0.0;0.0
08.04.2019 22:00;54.9;13.0;0.1;0.19;4.7;3.6;0.2;13.2;6.1;0.0;0.0
08.04.2019 23:00;48.3;10.6;0.2;0.19;5.5;4.1;0.2;10.7;5.4;0.0;0.0
09.04.2019 00:00;41.4;9.6;0.1;0.21;10.1;7.9;0.3;9.7;4.7;0.0;0.0
09.04.2019 01:00;34.7;8.7;0.1;0.20;9.3;7.9;0.2;8.8;4.0;0.0;0.0
09.04.2019 02:00;32.4;7.9;0.1;0.20;11.9;9.9;0.2;8.0;3.3;0.0;0.0
09.04.2019 03:00;26.6;8.0;0.1;0.18;7.8;6.5;0.2;8.2;2.8;0.0;0.0
09.04.2019 04:00;24.0;8.5;0.1;0.18;6.4;5.5;0.2;8.6;2.4;0.0;0.0
09.04.2019 05:00;18.6;12.9;0.1;0.18;6.5;5.5;0.3;13.7;1.8;0.0;0.0
09.04.2019 06:00;6.9;26.4;0.2;0.21;6.5;5.4;0.5;38.1;1.6;0.0;0.0
09.04.2019 07:00;5.0;31.9;0.3;0.27;10.9;7.4;0.7;60.7;1.5;0.0;26.8
09.04.2019 08:00;10.7;28.8;0.4;0.27;13.1;8.8;0.9;72.2;3.4;0.0;221.7
09.04.2019 09:00;35.9;16.6;0.3;0.23;19.9;17.3;0.6;29.2;6.3;0.0;390.5
09.04.2019 10:00;51.6;11.0;0.6;0.20;10.9;8.9;0.4;16.8;8.5;0.0;567.3
09.04.2019 11:00;64.6;8.5;0.5;0.19;11.1;9.2;0.3;11.8;10.6;0.0;708.3
09.04.2019 12:00;81.7;7.0;0.4;0.18;11.9;10.4;0.3;8.7;11.7;0.0;804.0
09.04.2019 13:00;95.7;6.3;0.3;0.18;12.4;11.2;0.2;7.2;13.1;0.0;845.2
09.04.2019 14:00;101.4;6.7;0.2;0.17;9.7;8.5;0.2;7.5;14.0;0.0;824.7
09.04.2019 15:00;107.5;7.0;0.3;0.17;6.9;5.6;0.1;7.9;14.7;0.0;747.5
09.04.2019 16:00;112.6;6.4;0.2;0.17;7.3;5.8;0.1;7.1;15.0;0.0;606.2
09.04.2019 17:00;113.2;6.6;0.3;0.17;7.2;5.2;0.2;7.2;15.0;0.0;441.2
09.04.2019 18:00;108.0;7.7;0.3;0.18;8.6;5.8;0.2;8.2;14.7;0.0;278.0
09.04.2019 19:00;100.5;8.7;0.2;0.18;8.5;5.5;0.3;9.0;13.8;0.0;89.5
09.04.2019 20:00;91.2;9.3;0.2;0.18;8.1;5.4;0.2;9.4;12.2;0.0;0.2
09.04.2019 21:00;84.3;10.7;0.3;0.20;7.7;5.5;0.3;10.8;10.5;0.0;0.0
09.04.2019 22:00;64.6;15.1;0.5;0.20;7.9;6.5;0.3;15.2;8.7;0.0;0.0
09.04.2019 23:00;55.8;16.7;0.5;0.21;9.3;7.7;0.4;16.9;7.5;0.0;0.0
10.04.2019 00:00;46.9;16.8;0.5;0.20;10.3;8.9;0.4;16.9;6.4;0.0;0.0
10.04.2019 01:00;52.3;12.4;0.2;0.19;10.9;9.0;0.3;12.6;5.6;0.0;0.0
10.04.2019 02:00;42.5;10.8;0.1;0.18;10.6;9.1;0.3;10.9;4.6;0.0;0.0
10.04.2019 03:00;34.2;10.8;0.1;0.18;11.1;9.4;0.3;11.0;4.0;0.0;0.0
10.04.2019 04:00;30.5;10.9;0.1;0.18;11.0;9.8;0.3;11.0;3.1;0.0;0.0
10.04.2019 05:00;19.9;14.8;0.1;0.19;11.3;9.8;0.3;16.0;2.7;0.0;0.0
10.04.2019 06:00;18.5;21.6;0.1;0.21;12.3;10.6;0.4;25.0;2.8;0.0;0.3
10.04.2019 07:00;7.6;33.7;0.3;0.26;13.8;11.2;0.8;53.2;3.5;0.0;50.5
10.04.2019 08:00;10.0;33.2;0.4;0.29;19.0;13.0;1.1;76.0;4.7;0.0;166.8
10.04.2019 09:00;28.7;22.2;0.5;0.24;20.7;14.8;0.7;34.8;7.0;0.0;259.5
10.04.2019 10:00;56.2;11.5;0.4;0.21;19.2;15.1;0.4;15.5;8.9;0.0;545.3
10.04.2019 11:00;72.0;9.2;0.4;0.20;17.5;14.8;0.3;11.9;10.8;0.0;722.7
10.04.2019 12:00;81.2;9.0;0.3;0.19;16.3;14.0;0.3;11.4;12.2;0.0;808.5
10.04.2019 13:00;93.6;8.0;0.3;0.19;13.3;10.8;0.2;9.3;12.7;0.0;669.8
10.04.2019 14:00;95.4;8.1;0.4;0.18;12.6;9.5;0.2;9.2;13.8;0.0;627.7
10.04.2019 15:00;102.5;7.3;0.4;0.18;7.9;6.3;0.2;8.1;14.0;0.0;595.8
10.04.2019 16:00;101.2;8.6;0.4;0.18;11.3;7.9;0.2;9.3;13.8;0.0;353.7
10.04.2019 17:00;88.6;11.1;0.4;0.19;12.6;8.5;0.2;11.6;12.9;0.0;88.5
10.04.2019 18:00;79.6;12.3;0.4;0.20;9.6;6.9;0.2;12.5;11.6;0.0;8.2
10.04.2019 19:00;72.6;11.6;0.3;0.21;5.5;3.5;0.2;11.8;10.9;0.0;4.0
10.04.2019 20:00;57.6;13.0;0.3;0.24;3.8;2.6;0.2;13.1;10.2;0.0;0.0
10.04.2019 21:00;56.7;12.8;0.1;0.24;7.6;6.2;0.3;12.9;9.5;0.0;0.0
10.04.2019 22:00;55.2;12.0;0.1;0.25;17.8;16.1;0.5;12.2;8.4;0.0;0.0
10.04.2019 23:00;49.8;12.5;0.2;0.25;18.7;17.1;0.5;12.6;8.8;0.0;0.0
11.04.2019 00:00;47.6;12.5;0.2;0.26;27.0;24.7;0.8;12.7;9.0;0.0;0.0
11.04.2019 01:00;50.4;12.2;0.2;0.26;35.1;32.9;0.9;12.4;9.2;0.0;0.0
11.04.2019 02:00;63.3;10.5;0.3;0.24;35.1;32.8;0.9;10.6;9.1;0.0;0.0
11.04.2019 03:00;65.5;10.3;0.3;0.23;36.7;33.7;0.9;10.4;8.9;0.0;0.0
11.04.2019 04:00;69.0;9.6;0.3;0.23;39.0;35.5;0.9;9.7;8.8;0.0;0.0
11.04.2019 05:00;60.4;13.6;0.5;0.24;40.1;35.5;1.0;13.7;8.6;0.0;0.0
11.04.2019 06:00;61.9;11.2;0.5;0.23;39.3;35.1;0.9;11.4;8.7;0.0;0.0
11.04.2019 07:00;60.7;11.5;0.5;0.23;40.6;36.4;0.9;11.7;8.6;0.0;6.8
11.04.2019 08:00;59.6;12.2;0.5;0.24;42.0;36.7;1.0;12.6;8.5;0.0;18.7
11.04.2019 09:00;58.7;12.2;0.3;0.24;42.3;38.1;1.0;12.7;8.4;0.0;39.8
11.04.2019 10:00;57.7;12.4;0.4;0.24;41.3;37.3;1.0;13.1;8.7;0.0;137.8
11.04.2019 11:00;;;;;42.3;36.3;1.0;;10.2;0.0;428.0
11.04.2019 12:00;;;;0.24;39.3;33.9;1.0;;10.6;0.0;368.0
11.04.2019 13:00;75.2;10.0;0.4;0.24;39.4;34.3;1.1;11.4;10.8;0.0;350.0
11.04.2019 14:00;79.6;10.2;0.3;0.23;36.9;31.6;1.0;11.4;11.7;0.0;426.2
11.04.2019 15:00;76.5;11.9;0.3;0.24;41.2;32.8;1.0;13.7;11.9;0.0;476.7
11.04.2019 16:00;71.2;14.0;0.2;0.23;38.9;31.9;1.0;15.4;10.8;0.0;214.8
11.04.2019 17:00;67.4;14.7;0.2;0.23;40.8;32.7;1.0;15.8;10.1;0.0;108.7
11.04.2019 18:00;61.7;16.8;0.1;0.23;40.2;31.8;1.0;17.6;9.7;0.0;61.3
11.04.2019 19:00;60.9;18.0;0.2;0.23;36.1;29.6;0.9;18.4;9.4;0.0;19.5
11.04.2019 20:00;53.7;21.6;0.4;0.25;34.6;29.1;1.0;21.8;8.8;0.0;0.7
11.04.2019 21:00;64.0;17.7;0.5;0.23;32.1;26.3;0.8;17.8;8.4;0.0;0.0
11.04.2019 22:00;75.5;14.6;0.5;0.21;27.7;23.0;0.7;14.7;7.9;0.0;0.0
11.04.2019 23:00;65.9;15.4;0.5;0.23;30.5;24.8;0.8;15.5;7.2;0.0;0.0
12.04.2019 00:00;60.0;16.0;0.6;0.23;31.0;26.6;0.8;16.1;6.2;0.0;0.0
12.04.2019 01:00;60.5;14.1;0.5;0.25;34.6;30.2;0.9;14.2;5.9;0.0;0.0
12.04.2019 02:00;62.9;12.7;0.4;0.24;36.8;32.1;0.9;12.8;5.4;0.0;0.0
12.04.2019 03:00;63.6;13.2;0.5;0.23;34.5;30.4;0.8;13.3;5.2;0.0;0.0
12.04.2019 04:00;67.0;13.3;0.6;0.22;31.0;27.1;0.7;13.4;4.7;0.0;0.0
12.04.2019 05:00;67.7;15.1;0.7;0.22;29.2;25.2;0.7;15.2;4.0;0.0;0.0
12.04.2019 06:00;61.8;18.1;0.7;0.24;31.3;26.0;0.8;18.3;3.4;0.0;0.0
12.04.2019 07:00;60.0;19.0;0.6;0.25;32.6;27.4;0.8;19.9;3.0;0.0;54.2
12.04.2019 08:00;53.6;23.6;0.8;0.26;35.3;28.6;0.9;27.6;4.6;0.0;215.2
12.04.2019 09:00;67.6;14.4;0.7;0.23;36.3;29.6;0.8;17.1;6.3;0.0;397.5
12.04.2019 10:00;73.5;12.1;0.7;0.23;36.2;29.4;0.8;14.3;7.6;0.0;579.5
12.04.2019 11:00;76.1;11.9;0.6;0.23;37.5;30.7;0.9;14.2;9.0;0.0;717.2
12.04.2019 12:00;82.7;11.5;0.6;0.23;37.8;31.2;0.8;13.2;10.7;0.0;812.8
12.04.2019 13:00;93.5;10.8;0.5;0.22;34.1;28.4;0.7;12.0;11.7;0.0;845.7
12.04.2019 14:00;101.7;10.1;0.4;0.21;30.3;24.7;0.7;11.0;12.2;0.0;812.3
12.04.2019 15:00;106.0;9.8;0.3;0.21;27.8;22.6;0.6;10.5;12.7;0.0;740.0
12.04.2019 16:00;106.9;10.2;0.3;0.21;28.9;22.8;0.6;10.9;12.5;0.0;606.2
12.04.2019 17:00;102.7;10.9;0.2;0.22;27.7;22.7;0.6;11.7;12.4;0.0;429.3
12.04.2019 18:00;97.8;12.1;0.2;0.22;28.3;22.9;0.6;12.7;11.5;0.0;237.2
12.04.2019 19:00;88.6;15.1;0.2;0.23;30.2;24.2;0.7;15.5;10.1;0.0;63.8
12.04.2019 20:00;80.8;15.9;0.3;0.23;31.2;25.3;0.7;16.1;8.1;0.0;0.8
12.04.2019 21:00;73.9;17.4;0.3;0.24;31.0;26.2;0.8;17.5;7.2;0.0;0.0
12.04.2019 22:00;67.4;18.5;0.3;0.33;30.8;27.2;0.8;18.6;6.0;0.0;0.0
12.04.2019 23:00;56.2;25.5;1.1;0.28;31.7;27.2;0.8;25.6;5.8;0.0;0.0
13.04.2019 00:00;50.0;20.7;0.5;0.25;30.1;26.5;0.8;20.8;3.5;0.0;0.0
13.04.2019 01:00;53.9;17.1;0.3;0.24;29.7;26.8;0.7;17.2;2.8;0.0;0.0
13.04.2019 02:00;49.1;17.5;0.3;0.24;30.3;27.1;0.7;17.6;2.0;0.0;0.0
13.04.2019 03:00;41.1;17.7;0.2;0.23;29.6;26.9;0.7;17.8;1.2;0.0;0.0
13.04.2019 04:00;43.4;16.3;0.2;0.23;31.4;27.9;0.7;16.4;0.6;0.0;0.0
13.04.2019 05:00;35.4;18.4;0.1;0.23;30.4;26.7;0.7;18.6;0.2;0.0;0.0
13.04.2019 06:00;29.2;23.8;0.1;0.24;30.3;26.8;0.7;24.2;-0.4;0.0;0.5
13.04.2019 07:00;23.2;21.4;0.1;0.25;29.8;27.1;0.7;24.6;-0.5;0.0;39.5
13.04.2019 08:00;23.6;28.2;0.3;0.32;33.2;28.6;1.0;37.2;1.1;0.0;117.5
13.04.2019 09:00;40.1;21.4;0.3;0.37;36.5;31.4;0.8;30.7;3.7;0.0;233.7
13.04.2019 10:00;47.0;23.7;0.8;0.41;39.9;33.1;0.9;32.9;5.7;0.0;374.8
13.04.2019 11:00;53.6;18.6;0.9;0.28;41.7;34.2;1.1;25.0;7.2;0.0;528.0
13.04.2019 12:00;73.2;13.8;0.8;0.24;38.8;32.9;0.8;16.8;8.7;0.0;718.5
13.04.2019 13:00;95.4;11.1;0.6;0.22;31.9;26.9;0.6;12.0;9.7;0.0;584.7
13.04.2019 14:00;103.0;10.3;0.5;0.21;27.9;23.1;0.5;10.9;11.0;0.0;800.0
13.04.2019 15:00;93.6;10.5;0.4;0.22;28.7;24.1;0.5;11.3;10.7;0.0;632.7
13.04.2019 16:00;96.4;10.2;0.3;0.21;26.3;22.2;0.5;10.6;10.1;0.0;388.7
13.04.2019 17:00;88.8;11.3;0.5;0.22;27.4;21.8;0.5;11.8;8.9;0.0;157.3
13.04.2019 18:00;82.0;11.7;0.5;0.22;25.4;21.4;0.5;12.2;7.9;0.0;126.2
13.04.2019 19:00;76.9;12.1;0.6;0.22;25.2;21.5;0.4;12.3;6.7;0.0;47.5
13.04.2019 20:00;78.0;10.9;0.4;0.22;24.4;20.2;0.4;11.0;5.6;0.0;1.8
13.04.2019 21:00;78.0;10.5;0.4;0.22;23.0;19.7;0.4;10.6;5.0;0.0;0.0
13.04.2019 22:00;76.9;10.4;0.3;0.22;22.4;19.3;0.4;10.5;4.7;0.0;0.0
13.04.2019 23:00;77.0;10.6;0.4;0.22;21.7;18.7;0.3;10.7;4.2;0.0;0.0
14.04.2019 00:00;83.0;9.0;0.3;0.21;17.4;15.1;0.3;9.1;3.8;0.0;0.0
14.04.2019 01:00;84.8;8.3;0.3;0.20;11.8;10.6;0.2;8.4;3.5;0.0;0.0
14.04.2019 02:00;81.4;8.6;0.3;0.21;14.8;13.0;0.2;8.7;3.0;0.0;0.0
14.04.2019 03:00;79.9;8.2;0.3;0.20;13.5;12.4;0.2;8.3;2.6;0.0;0.0
14.04.2019 04:00;77.1;8.7;0.4;0.21;14.5;13.1;0.3;8.8;1.8;0.0;0.0
14.04.2019 05:00;70.0;8.5;0.2;0.21;15.2;14.1;0.3;8.6;1.3;0.0;0.0
14.04.2019 06:00;62.8;10.0;0.2;0.21;15.4;14.1;0.3;10.0;1.2;0.0;0.2
14.04.2019 07:00;57.2;11.9;0.3;0.22;17.6;15.9;0.4;12.2;1.4;0.0;41.8
14.04.2019 08:00;76.1;8.4;0.3;0.21;17.9;16.3;0.3;8.9;2.5;0.0;206.0
14.04.2019 09:00;77.7;8.6;0.3;0.21;17.5;16.1;0.3;9.4;3.2;0.0;375.3
14.04.2019 10:00;80.4;8.5;0.3;0.21;16.9;15.5;0.3;9.4;4.5;0.0;513.8
14.04.2019 11:00;79.9;8.7;0.3;0.22;17.5;15.6;0.3;9.7;5.5;0.0;623.3
14.04.2019 12:00;77.2;8.7;0.2;0.22;15.9;14.6;0.3;9.8;6.9;0.0;854.7
14.04.2019 13:00;73.1;8.9;0.3;0.23;14.0;12.5;0.3;10.0;7.0;0.0;634.2
14.04.2019 14:00;74.8;9.0;0.2;0.23;13.9;12.3;0.3;9.8;7.0;0.0;402.7
14.04.2019 15:00;75.3;9.5;0.2;0.23;16.2;13.9;0.3;10.2;6.4;0.0;241.8
14.04.2019 16:00;74.4;9.6;0.3;0.24;15.8;14.0;0.4;10.7;6.7;0.0;465.3
14.04.2019 17:00;74.2;9.7;0.2;0.24;15.1;13.0;0.3;10.5;6.3;0.0;331.2
14.04.2019 18:00;70.4;10.0;0.2;0.24;13.7;12.1;0.3;10.7;5.8;0.0;158.2
14.04.2019 19:00;68.1;10.6;0.1;0.24;12.5;11.4;0.3;10.9;5.0;0.0;41.0
14.04.2019 20:00;62.3;11.7;0.2;0.24;11.4;10.4;0.3;11.8;4.4;0.0;0.8
14.04.2019 21:00;56.1;12.8;0.2;0.25;12.3;11.2;0.4;12.9;3.1;0.0;0.0
14.04.2019 22:00;50.4;12.7;0.2;0.25;13.0;12.0;0.4;12.8;2.4;0.0;0.0
14.04.2019 23:00;45.6;14.1;0.2;0.30;13.5;12.7;0.4;14.2;1.9;0.0;0.0
15.04.2019 00:00;44.5;12.7;0.2;0.26;15.2;14.1;0.4;12.8;2.6;0.0;0.0
15.04.2019 01:00;47.1;11.7;0.3;0.25;16.1;15.6;0.4;11.8;3.7;0.0;0.0
15.04.2019 02:00;46.0;12.9;0.3;0.26;20.7;20.1;0.6;13.0;3.0;0.0;0.0
15.04.2019 03:00;39.9;12.7;0.2;0.25;22.7;22.0;0.6;12.8;1.8;0.0;0.0
15.04.2019 04:00;38.0;12.6;0.2;0.25;23.9;23.1;0.6;12.7;1.6;0.0;0.0
15.04.2019 05:00;25.5;16.4;0.2;0.25;24.1;22.5;0.6;16.9;1.0;0.0;0.0
15.04.2019 06:00;22.5;21.2;0.3;0.27;24.8;23.3;0.7;23.9;0.8;0.0;0.7
15.04.2019 07:00;16.7;26.8;0.3;0.41;25.7;24.0;0.9;33.5;1.3;0.0;31.7
15.04.2019 08:00;22.6;24.1;0.5;0.29;27.4;25.3;0.9;34.5;3.6;0.0;155.7
15.04.2019 09:00;44.4;13.8;0.4;0.27;26.5;24.6;0.6;17.2;4.8;0.0;232.3
15.04.2019 10:00;48.3;12.7;0.3;0.26;24.8;22.6;0.6;16.2;5.9;0.0;443.0
15.04.2019 11:00;54.2;11.7;0.3;0.26;27.3;22.1;0.6;15.3;7.0;0.0;655.8
15.04.2019 12:00;57.5;11.5;0.3;0.26;32.3;22.5;0.6;14.9;8.4;0.0;828.8
15.04.2019 13:00;62.5;11.7;0.3;0.26;24.8;21.5;0.6;14.6;9.4;0.0;855.7
15.04.2019 14:00;69.2;12.1;0.4;0.25;25.4;21.4;0.5;14.7;10.6;0.0;828.3
15.04.2019 15:00;75.6;12.3;0.4;0.25;25.1;20.9;0.5;14.6;11.4;0.0;751.3
15.04.2019 16:00;78.4;13.0;0.4;0.25;24.0;20.4;0.5;15.1;11.8;0.0;617.3
15.04.2019 17:00;76.4;13.8;0.4;0.25;25.8;20.4;0.6;15.9;12.6;0.0;450.3
15.04.2019 18:00;73.0;14.7;0.4;0.25;27.9;20.9;0.6;16.3;12.2;0.0;251.2
15.04.2019 19:00;68.0;16.3;0.4;0.26;25.1;19.8;0.6;17.0;11.1;0.0;72.0
15.04.2019 20:00;57.5;19.0;0.4;0.32;25.2;19.6;0.7;19.2;9.2;0.0;3.0
15.04.2019 21:00;47.4;20.6;0.4;0.34;22.2;19.9;0.8;20.7;7.0;0.0;0.0
15.04.2019 22:00;40.1;21.6;0.3;0.28;22.1;19.6;0.8;21.7;5.8;0.0;0.0
15.04.2019 23:00;40.7;17.8;0.2;0.27;22.6;20.3;0.7;17.9;4.8;0.0;0.0
16.04.2019 00:00;39.8;15.9;0.3;0.27;24.1;21.3;0.8;16.0;4.5;0.0;0.0
16.04.2019 01:00;36.5;14.0;0.3;0.26;24.2;22.0;0.8;14.1;4.5;0.0;0.0
16.04.2019 02:00;29.8;14.3;0.2;0.26;24.4;21.8;0.6;14.4;3.5;0.0;0.0
16.04.2019 03:00;31.2;14.4;0.2;0.26;24.2;21.8;0.6;14.6;3.3;0.0;0.0
16.04.2019 04:00;24.8;14.3;0.2;0.25;22.1;20.2;0.6;14.5;2.8;0.0;0.0
16.04.2019 05:00;20.7;18.9;0.2;0.26;22.6;20.1;0.6;19.4;3.5;0.0;0.0
16.04.2019 06:00;21.5;23.7;0.3;0.27;23.8;20.4;0.8;25.4;4.6;0.0;0.0
16.04.2019 07:00;15.3;31.0;0.4;0.29;28.9;21.6;0.8;39.9;5.4;0.0;14.8
16.04.2019 08:00;11.2;37.1;1.0;0.33;30.4;21.9;1.1;56.3;6.4;0.0;62.5
16.04.2019 09:00;17.1;34.3;0.7;0.30;38.3;23.9;1.0;50.3;7.2;0.0;143.3
16.04.2019 10:00;56.4;23.3;0.8;0.27;33.5;19.4;0.7;29.9;10.1;0.0;262.3
16.04.2019 11:00;94.5;10.4;0.6;0.21;9.6;5.5;0.2;11.4;11.9;0.0;404.8
16.04.2019 12:00;99.9;9.4;0.6;0.20;6.6;4.4;0.2;10.3;12.7;0.0;546.5
16.04.2019 13:00;101.3;9.6;0.5;0.20;7.5;4.5;0.2;10.4;12.8;0.0;379.7
16.04.2019 14:00;98.4;10.8;0.4;0.20;8.5;4.7;0.2;11.6;12.2;0.0;249.8
16.04.2019 15:00;101.3;9.7;0.3;0.19;7.6;4.3;0.2;10.5;12.5;0.0;349.2
16.04.2019 16:00;101.9;9.4;0.3;0.19;6.1;3.4;0.2;10.1;12.4;0.0;322.7
16.04.2019 17:00;99.2;10.5;0.3;0.19;5.3;3.0;0.2;11.0;11.0;0.0;137.5
16.04.2019 18:00;94.2;11.5;0.2;0.19;4.6;3.2;0.2;11.9;10.3;0.1;66.5
16.04.2019 19:00;89.6;11.8;0.3;0.20;4.6;3.4;0.2;12.1;9.9;0.1;29.2
16.04.2019 20:00;85.1;11.2;0.2;0.20;4.7;3.9;0.2;11.3;9.3;0.9;0.5
16.04.2019 21:00;82.6;10.2;0.2;0.20;4.3;3.7;0.2;10.3;9.0;0.5;0.0
16.04.2019 22:00;80.0;9.3;0.2;0.20;4.5;3.8;0.2;9.4;9.0;0.0;0.0
16.04.2019 23:00;63.9;11.6;0.2;0.20;5.2;4.5;0.3;11.8;8.8;0.0;0.0
17.04.2019 00:00;53.0;11.5;0.2;0.20;6.0;5.2;0.2;11.7;8.7;0.0;0.0
17.04.2019 01:00;41.9;15.4;0.3;0.21;6.6;6.7;0.3;15.6;8.6;0.0;0.0
17.04.2019 02:00;34.2;12.9;0.3;0.22;7.3;7.7;0.3;13.1;8.3;0.0;0.0
17.04.2019 03:00;26.0;12.7;0.1;0.21;6.7;7.1;0.2;12.9;6.9;0.0;0.0
17.04.2019 04:00;27.0;12.3;0.1;0.21;5.7;6.3;0.2;12.5;6.2;0.1;0.0
17.04.2019 05:00;27.3;12.6;0.2;0.21;5.8;6.7;0.2;12.9;6.4;0.0;0.0
17.04.2019 06:00;30.7;13.7;0.1;0.21;6.8;7.6;0.3;14.0;6.8;0.0;0.8
17.04.2019 07:00;20.5;21.6;0.1;0.23;8.7;9.4;0.5;24.3;7.3;0.0;24.7
17.04.2019 08:00;18.5;25.9;0.2;0.24;10.6;11.4;0.5;32.7;7.8;0.0;55.3
17.04.2019 09:00;37.1;17.9;0.3;0.23;11.6;12.6;0.5;21.5;8.6;0.0;150.5
17.04.2019 10:00;56.3;15.0;0.4;0.23;12.5;13.0;0.4;17.9;9.8;0.0;267.8
17.04.2019 11:00;74.3;10.0;0.2;0.21;11.1;11.8;0.3;11.6;10.8;0.0;350.3
17.04.2019 12:00;80.6;9.2;0.3;0.21;11.4;12.3;0.3;10.8;12.2;0.0;678.3
17.04.2019 13:00;91.5;8.9;0.2;0.20;10.7;11.3;0.3;10.5;14.1;0.0;799.0
17.04.2019 14:00;100.6;7.9;0.2;0.19;8.6;8.4;0.2;9.0;15.6;0.0;826.2
17.04.2019 15:00;105.0;7.2;0.2;0.18;6.8;6.4;0.2;8.0;16.5;0.0;795.0
17.04.2019 16:00;107.3;7.2;0.3;0.17;5.7;5.2;0.2;7.9;16.9;0.0;591.7
17.04.2019 17:00;108.6;7.1;0.2;0.17;6.0;4.9;0.2;7.7;17.2;0.0;455.3
17.04.2019 18:00;106.5;7.8;0.2;0.18;5.5;4.5;0.2;8.3;17.1;0.0;262.2
17.04.2019 19:00;97.1;11.0;0.3;0.19;6.9;4.8;0.2;11.4;15.8;0.0;72.8
17.04.2019 20:00;73.4;15.3;0.2;0.24;7.0;5.3;0.3;15.5;13.2;0.0;2.3
17.04.2019 21:00;68.1;19.5;0.3;0.24;9.9;9.1;0.3;19.6;12.1;0.0;0.0
17.04.2019 22:00;53.8;19.2;0.3;0.23;12.2;8.9;0.4;19.3;10.2;0.0;0.0
