Station: Magadino-Cadenazzo
Land, < 1000 m
Stundenmittelwerte, PREC: Stundensummen
MEZ/CET
Quelle: NABEL/MeteoSchweiz
Die Messwerte des laufenden Jahres sind vorläufig und noch nicht abschliessend geprüft.
Datum/Zeit;O3 [ug/m3];NO2 [ug/m3];SO2 [ug/m3];PM10 [ug/m3];PM2.5 [ug/m3];EC [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
01.01.2019 01:00;3.5;31.9;0.9;48.5;41.6;2.8;62.8;-0.9;0.0;0.0
01.01.2019 02:00;3.9;31.8;1.0;51.6;44.9;2.9;64.2;-1.0;0.0;0.0
01.01.2019 03:00;3.8;30.2;1.1;55.4;48.4;3.0;69.2;-1.4;0.0;0.0
01.01.2019 04:00;3.1;28.5;0.9;54.8;48.3;2.7;63.8;-1.4;0.0;0.0
01.01.2019 05:00;2.8;27.6;0.9;57.6;51.0;2.5;61.4;-1.8;0.0;0.0
01.01.2019 06:00;2.3;26.1;0.7;52.5;45.9;2.1;57.2;-2.1;0.0;0.0
01.01.2019 07:00;2.3;28.2;1.1;52.4;45.3;2.1;66.7;-2.4;0.0;0.0
01.01.2019 08:00;2.0;24.6;0.9;52.2;43.6;2.1;60.0;-2.6;0.0;0.0
01.01.2019 09:00;2.6;22.1;1.0;48.2;42.2;2.0;55.6;-2.9;0.0;9.7
01.01.2019 10:00;4.4;21.4;1.2;50.7;42.0;2.0;60.9;-2.3;0.0;54.0
01.01.2019 11:00;6.5;27.3;3.0;52.6;44.6;2.5;85.6;0.2;0.0;189.2
01.01.2019 12:00;12.8;31.6;4.6;52.3;45.3;2.2;76.3;3.1;0.0;287.8
01.01.2019 13:00;22.8;30.7;2.6;53.7;46.6;1.8;54.4;5.0;0.0;319.7
01.01.2019 14:00;28.7;31.5;2.1;54.4;46.9;1.5;48.9;5.8;0.0;296.3
01.01.2019 15:00;29.2;30.4;2.0;51.9;43.6;1.6;45.0;6.1;0.0;207.8
01.01.2019 16:00;14.6;58.4;2.4;50.6;43.2;1.8;95.2;3.7;0.0;37.5
01.01.2019 17:00;6.3;58.2;2.1;50.0;41.9;2.0;93.2;1.2;0.0;9.7
01.01.2019 18:00;3.8;58.9;2.1;50.1;39.6;2.2;115.7;0.3;0.0;0.0
01.01.2019 19:00;3.4;54.2;1.8;47.9;39.1;2.4;104.7;-0.6;0.0;0.0
01.01.2019 20:00;4.1;48.6;1.8;52.4;43.9;2.5;116.0;-0.9;0.0;0.0
01.01.2019 21:00;4.0;44.8;1.7;54.2;45.5;2.7;112.6;-1.8;0.0;0.0
01.01.2019 22:00;3.7;42.9;1.7;52.9;45.2;2.7;106.4;-1.9;0.0;0.0
01.01.2019 23:00;3.7;38.9;1.7;54.6;47.3;2.7;106.2;-2.4;0.0;0.0
02.01.2019 00:00;3.8;34.7;1.7;56.2;48.8;2.7;100.9;-2.9;0.0;0.0
02.01.2019 01:00;3.4;34.9;1.9;44.2;49.4;2.6;96.9;-2.4;0.0;0.0
02.01.2019 02:00;2.8;32.8;1.4;42.2;46.6;2.3;79.9;-2.5;0.0;0.0
02.01.2019 03:00;4.2;32.9;1.3;40.2;44.9;2.1;59.6;-0.8;0.0;0.0
02.01.2019 04:00;28.6;24.8;1.1;27.0;29.3;1.1;28.0;3.8;0.0;0.0
02.01.2019 05:00;74.0;2.7;0.6;4.2;3.4;0.1;3.1;11.5;0.0;0.0
02.01.2019 06:00;76.0;1.2;0.4;1.1;0.3;0.0;1.6;11.7;0.0;0.0
02.01.2019 07:00;72.9;1.8;0.4;2.1;0.4;0.0;2.2;11.1;0.0;0.0
02.01.2019 08:00;71.5;2.4;0.4;1.8;0.4;0.0;2.8;10.8;0.0;0.0
02.01.2019 09:00;72.9;2.4;0.4;2.1;0.8;0.0;2.8;10.1;0.0;12.0
02.01.2019 10:00;73.5;3.9;0.4;2.8;1.2;0.0;4.5;9.5;0.0;30.0
02.01.2019 11:00;77.9;3.1;0.5;2.3;0.6;0.0;3.8;9.7;0.0;231.3
02.01.2019 12:00;84.1;2.1;0.3;2.1;0.7;0.0;2.6;10.5;0.0;348.0
02.01.2019 13:00;85.5;1.7;0.2;2.7;0.9;0.0;2.0;9.8;0.0;363.8
02.01.2019 14:00;84.0;1.3;0.2;4.0;1.1;0.0;1.8;9.2;0.0;341.8
02.01.2019 15:00;82.1;1.7;0.2;2.5;0.9;0.0;2.0;8.8;0.0;250.5
02.01.2019 16:00;80.7;1.8;0.1;3.0;1.0;0.0;2.3;7.9;0.0;37.7
02.01.2019 17:00;78.9;3.2;0.2;2.2;1.0;0.0;3.3;7.1;0.0;18.7
02.01.2019 18:00;77.7;3.3;0.2;3.0;1.3;0.0;3.5;6.5;0.0;0.0
02.01.2019 19:00;77.7;3.5;0.2;2.1;1.3;0.0;3.7;6.0;0.0;0.0
02.01.2019 20:00;77.0;3.4;0.3;2.6;1.3;0.0;3.6;6.5;0.0;0.0
02.01.2019 21:00;75.8;3.2;0.3;1.8;1.0;0.0;3.5;6.3;0.0;0.0
02.01.2019 22:00;76.9;3.1;0.2;2.3;1.2;0.0;3.2;5.9;0.0;0.0
02.01.2019 23:00;77.9;2.7;0.2;1.9;1.2;0.0;2.8;6.3;0.0;0.0
03.01.2019 00:00;74.6;2.8;0.2;1.7;0.9;0.0;3.2;6.6;0.0;0.0
03.01.2019 01:00;75.2;2.6;0.2;2.0;0.9;0.0;2.8;6.7;0.0;0.0
03.01.2019 02:00;78.9;1.7;0.1;3.6;1.2;0.0;2.1;6.8;0.0;0.0
03.01.2019 03:00;81.6;1.3;0.1;2.5;1.3;0.0;1.6;6.8;0.0;0.0
03.01.2019 04:00;81.3;1.2;0.2;2.6;1.5;0.0;1.5;6.0;0.0;0.0
03.01.2019 05:00;80.9;1.2;0.2;2.6;1.5;0.0;1.4;5.9;0.0;0.0
03.01.2019 06:00;81.1;1.0;0.2;3.8;1.6;0.0;1.5;6.1;0.0;0.0
03.01.2019 07:00;81.8;1.0;0.2;3.4;1.5;0.0;1.5;6.1;0.0;0.0
03.01.2019 08:00;81.6;2.1;0.2;3.9;2.9;0.1;2.7;6.0;0.0;0.0
03.01.2019 09:00;77.6;4.7;0.6;24.7;30.7;0.5;5.4;5.5;0.0;9.7
03.01.2019 10:00;;;;23.1;27.3;0.4;;6.1;0.0;30.0
03.01.2019 11:00;82.6;1.6;0.4;3.2;1.1;0.0;1.9;8.6;0.0;226.5
03.01.2019 12:00;84.2;1.6;0.3;3.3;1.1;0.0;2.4;9.5;0.0;351.3
03.01.2019 13:00;86.1;0.8;0.2;2.5;0.9;0.0;1.2;9.9;0.0;373.7
03.01.2019 14:00;86.1;0.8;0.3;2.1;0.9;0.0;1.4;10.1;0.0;342.7
03.01.2019 15:00;86.7;0.7;0.2;2.1;0.8;0.0;1.0;9.6;0.0;255.7
03.01.2019 16:00;87.0;0.6;0.2;3.3;1.1;0.0;0.8;8.2;0.0;25.8
03.01.2019 17:00;85.2;0.6;0.2;2.7;1.2;0.0;1.0;7.1;0.0;8.0
03.01.2019 18:00;83.6;1.0;0.2;4.8;1.7;0.0;1.1;6.3;0.0;0.0
03.01.2019 19:00;84.4;0.8;0.2;3.1;1.4;0.0;0.9;6.0;0.0;0.0
03.01.2019 20:00;83.7;0.9;0.2;3.5;1.5;0.0;1.0;5.8;0.0;0.0
03.01.2019 21:00;83.4;1.0;0.3;3.4;1.2;0.0;1.1;5.9;0.0;0.0
03.01.2019 22:00;82.5;1.0;0.3;1.6;0.8;0.0;1.0;6.2;0.0;0.0
03.01.2019 23:00;83.0;0.4;0.2;1.2;0.6;0.0;0.5;6.6;0.0;0.0
04.01.2019 00:00;79.4;1.1;0.2;1.2;0.6;0.0;1.1;5.9;0.0;0.0
04.01.2019 01:00;75.8;1.9;0.4;8.6;7.9;0.1;2.0;4.6;0.0;0.0
04.01.2019 02:00;73.0;2.9;0.5;18.9;18.3;0.2;3.2;3.1;0.0;0.0
04.01.2019 03:00;78.1;1.8;0.4;13.9;13.3;0.1;1.7;5.9;0.0;0.0
04.01.2019 04:00;80.2;1.4;0.4;4.7;4.0;0.1;1.5;5.3;0.0;0.0
04.01.2019 05:00;61.1;5.3;0.9;10.4;9.4;0.2;5.4;2.0;0.0;0.0
04.01.2019 06:00;54.0;7.9;0.9;6.8;5.3;0.2;8.0;1.6;0.0;0.0
04.01.2019 07:00;38.0;19.8;1.0;12.6;10.3;0.5;20.1;0.2;0.0;0.0
04.01.2019 08:00;27.6;28.0;1.0;14.7;11.2;0.5;29.1;-0.4;0.0;0.0
04.01.2019 09:00;16.4;37.3;1.1;17.9;11.8;0.7;47.3;-1.7;0.0;9.8
04.01.2019 10:00;18.9;31.6;1.2;32.2;16.0;0.8;50.1;-2.0;0.0;28.7
04.01.2019 11:00;16.2;40.8;2.1;24.3;16.4;1.2;94.7;0.0;0.0;185.5
04.01.2019 12:00;31.7;37.8;2.0;28.1;18.1;1.4;84.3;3.1;0.0;312.8
04.01.2019 13:00;52.7;17.4;1.0;15.4;12.9;0.7;22.9;4.5;0.0;312.0
04.01.2019 14:00;54.1;20.0;0.9;16.9;13.6;0.7;25.8;4.9;0.0;243.3
04.01.2019 15:00;51.7;23.9;1.0;16.8;13.9;0.7;31.4;5.2;0.0;241.8
04.01.2019 16:00;38.4;36.4;1.2;18.7;14.0;0.8;44.5;3.7;0.0;43.7
04.01.2019 17:00;23.4;48.9;1.1;21.1;16.9;0.9;54.2;2.5;0.0;8.0
04.01.2019 18:00;5.8;61.8;1.4;27.2;19.1;1.3;70.1;0.1;0.0;0.0
04.01.2019 19:00;4.2;56.9;1.5;31.8;24.2;1.7;82.8;-1.2;0.0;0.0
04.01.2019 20:00;4.8;58.7;2.5;35.9;26.4;2.8;130.9;-1.5;0.0;0.0
04.01.2019 21:00;4.4;50.1;2.1;35.4;28.1;2.7;122.7;-2.5;0.0;0.0
04.01.2019 22:00;4.7;53.0;2.0;37.8;30.7;2.5;125.7;-2.8;0.0;0.0
04.01.2019 23:00;5.9;51.8;2.4;45.4;41.6;2.9;140.4;-3.2;0.0;0.0
05.01.2019 00:00;4.7;43.5;1.9;44.6;40.6;2.3;103.0;-4.0;0.0;0.0
05.01.2019 01:00;4.4;44.8;1.9;43.4;40.7;2.3;97.7;-3.3;0.0;0.0
05.01.2019 02:00;3.9;43.2;1.8;42.2;41.3;2.1;83.6;-4.1;0.0;0.0
05.01.2019 03:00;3.6;41.5;1.7;44.1;42.2;2.0;78.5;-4.2;0.0;0.0
05.01.2019 04:00;3.0;38.8;1.5;42.0;40.5;1.8;75.9;-4.8;0.0;0.0
05.01.2019 05:00;2.9;34.4;1.3;40.6;39.9;1.7;67.5;-4.8;0.0;0.0
05.01.2019 06:00;2.4;34.3;1.4;38.9;38.3;1.6;70.1;-4.9;0.0;0.0
05.01.2019 07:00;2.3;31.7;1.4;37.0;36.8;1.6;67.9;-4.9;0.0;0.0
05.01.2019 08:00;2.2;30.1;1.5;36.6;35.2;1.7;69.6;-5.2;0.0;0.0
05.01.2019 09:00;3.0;29.3;1.6;36.8;34.6;1.6;74.8;-5.2;0.0;7.7
05.01.2019 10:00;5.3;28.1;1.6;37.5;34.9;1.9;81.1;-4.1;0.0;30.8
05.01.2019 11:00;8.2;40.7;3.7;40.2;36.6;2.6;135.7;-1.3;0.0;225.5
05.01.2019 12:00;16.1;43.1;3.2;43.2;38.2;2.0;107.9;1.7;0.0;327.5
05.01.2019 13:00;33.9;26.8;1.8;33.9;32.4;1.2;44.9;3.8;0.0;355.8
05.01.2019 14:00;43.4;19.6;1.6;28.1;25.8;0.9;28.1;5.9;0.0;329.7
05.01.2019 15:00;46.3;18.3;1.5;24.1;21.1;0.8;24.0;6.8;0.0;257.7
05.01.2019 16:00;47.3;19.1;1.3;22.7;20.6;0.7;22.3;6.5;0.0;31.5
05.01.2019 17:00;48.1;20.6;1.2;20.1;17.1;0.7;21.6;8.1;0.0;10.2
05.01.2019 18:00;60.3;13.8;1.0;17.6;14.8;0.5;14.1;10.0;0.0;0.0
05.01.2019 19:00;78.2;2.0;0.8;5.4;0.9;0.1;2.1;14.4;0.0;0.0
05.01.2019 20:00;77.8;2.6;0.8;2.6;1.1;0.1;2.9;13.4;0.0;0.0
05.01.2019 21:00;80.8;1.6;0.7;2.2;0.5;0.0;1.9;14.2;0.0;0.0
05.01.2019 22:00;79.7;1.6;0.6;2.4;0.4;0.0;1.7;14.0;0.0;0.0
05.01.2019 23:00;78.7;1.5;0.6;1.9;0.4;0.0;1.6;13.5;0.0;0.0
06.01.2019 00:00;78.8;1.2;0.5;2.1;0.3;0.0;1.4;13.5;0.0;0.0
06.01.2019 01:00;79.9;1.2;0.5;2.3;0.2;0.0;1.4;13.6;0.0;0.0
06.01.2019 02:00;79.0;0.8;0.4;0.8;0.1;0.0;0.9;12.9;0.0;0.0
06.01.2019 03:00;78.0;0.9;0.4;1.1;0.2;0.0;1.0;12.9;0.0;0.0
06.01.2019 04:00;78.2;0.8;0.4;4.2;0.4;0.0;0.8;13.3;0.0;0.0
06.01.2019 05:00;77.6;1.0;0.4;1.4;0.2;0.0;1.1;13.4;0.0;0.0
06.01.2019 06:00;76.0;0.9;0.4;0.7;0.1;0.0;1.1;12.8;0.0;0.0
06.01.2019 07:00;77.4;0.9;0.3;0.8;0.1;0.0;1.0;12.8;0.0;0.0
06.01.2019 08:00;77.1;1.0;0.4;1.1;0.1;0.0;1.1;12.4;0.0;0.0
06.01.2019 09:00;74.9;1.4;0.4;1.3;0.2;0.0;1.7;11.4;0.0;16.8
06.01.2019 10:00;76.2;1.1;0.4;1.6;0.2;0.0;1.5;13.1;0.0;36.5
06.01.2019 11:00;75.6;1.3;0.6;1.7;0.3;0.0;1.8;14.7;0.0;267.0
06.01.2019 12:00;77.5;0.6;0.5;2.0;0.2;0.0;0.9;15.7;0.0;368.5
06.01.2019 13:00;76.0;1.0;0.4;1.8;0.2;0.0;1.4;15.6;0.0;386.3
06.01.2019 14:00;77.6;0.5;0.4;1.8;0.2;0.0;1.0;15.7;0.0;353.2
06.01.2019 15:00;80.5;0.6;0.3;1.9;0.2;0.0;0.7;15.9;0.0;275.5
06.01.2019 16:00;81.0;0.6;0.3;1.5;0.2;0.0;0.9;14.5;0.0;37.3
06.01.2019 17:00;81.1;1.0;0.2;0.9;0.2;0.0;1.0;13.6;0.0;10.8
06.01.2019 18:00;78.2;1.5;0.3;1.8;0.3;0.0;1.7;12.9;0.0;0.0
06.01.2019 19:00;77.4;1.9;0.2;1.5;0.5;0.0;2.0;12.4;0.0;0.0
06.01.2019 20:00;75.2;2.2;0.3;2.1;1.0;0.1;2.4;11.2;0.0;0.0
06.01.2019 21:00;75.6;1.9;0.3;2.5;1.2;0.1;2.2;11.0;0.0;0.0
06.01.2019 22:00;77.0;1.4;0.3;2.2;0.4;0.0;1.5;11.8;0.0;0.0
06.01.2019 23:00;76.1;1.4;0.3;2.1;0.7;0.0;1.4;11.4;0.0;0.0
07.01.2019 00:00;76.4;1.1;0.2;1.7;0.3;0.0;1.1;11.3;0.0;0.0
07.01.2019 01:00;75.4;1.2;0.3;0.7;0.2;0.0;1.2;10.8;0.0;0.0
07.01.2019 02:00;76.2;0.9;0.2;1.4;0.3;0.0;1.1;10.9;0.0;0.0
07.01.2019 03:00;74.6;0.9;0.3;0.8;0.2;0.0;1.0;10.3;0.0;0.0
07.01.2019 04:00;76.4;0.7;0.2;0.4;0.1;0.0;0.8;10.8;0.0;0.0
07.01.2019 05:00;75.7;0.9;0.3;0.4;0.1;0.0;0.8;10.7;0.0;0.0
07.01.2019 06:00;73.1;1.7;0.3;1.1;0.2;0.0;1.8;10.2;0.0;0.0
07.01.2019 07:00;72.2;2.9;0.4;0.8;0.2;0.0;3.0;10.0;0.0;0.0
07.01.2019 08:00;70.1;5.4;0.4;2.4;0.4;0.1;5.6;9.8;0.0;0.0
07.01.2019 09:00;68.1;7.7;0.6;2.2;0.6;0.1;8.1;9.7;0.0;9.7
07.01.2019 10:00;71.5;6.2;0.5;3.6;0.7;0.1;6.8;10.2;0.0;27.7
07.01.2019 11:00;72.0;6.4;0.5;3.3;0.7;0.1;7.7;11.4;0.0;251.0
07.01.2019 12:00;71.7;7.6;0.5;2.6;0.7;0.1;9.5;12.6;0.0;345.3
07.01.2019 13:00;77.2;5.2;0.5;2.4;0.6;0.1;6.4;13.4;0.0;373.0
07.01.2019 14:00;75.3;4.8;0.5;2.4;0.7;0.1;5.8;13.0;0.0;345.7
07.01.2019 15:00;58.0;22.0;0.8;20.4;18.9;0.9;27.3;11.6;0.0;257.0
07.01.2019 16:00;41.3;39.5;1.1;55.5;55.8;1.8;45.1;9.3;0.0;44.8
07.01.2019 17:00;32.3;45.7;1.2;58.1;56.3;1.8;49.3;7.6;0.0;10.2
07.01.2019 18:00;24.3;51.1;1.3;58.8;57.8;2.1;54.4;6.4;0.0;0.0
07.01.2019 19:00;5.0;67.0;1.8;56.1;53.5;3.1;93.9;3.3;0.0;0.0
07.01.2019 20:00;4.6;61.5;1.7;60.5;55.9;2.9;87.4;1.3;0.0;0.0
07.01.2019 21:00;5.1;57.0;1.7;59.3;58.9;2.9;87.2;0.5;0.0;0.0
07.01.2019 22:00;4.9;51.7;1.3;60.6;59.6;3.0;83.2;0.1;0.0;0.0
07.01.2019 23:00;4.9;45.4;1.5;61.0;61.2;2.7;79.1;-0.9;0.0;0.0
08.01.2019 00:00;4.7;44.7;1.3;58.8;59.0;2.5;70.2;-1.3;0.0;0.0
08.01.2019 01:00;3.4;43.0;1.0;55.7;55.5;2.3;67.2;-1.4;0.0;0.0
08.01.2019 02:00;3.4;40.0;0.9;56.5;56.8;2.4;65.2;-2.1;0.0;0.0
08.01.2019 03:00;3.2;34.3;1.0;53.9;54.7;2.3;60.7;-2.1;0.0;0.0
08.01.2019 04:00;3.0;32.3;0.8;51.9;52.8;2.2;56.2;-2.3;0.0;0.0
08.01.2019 05:00;2.8;32.3;0.9;50.7;51.1;2.2;55.2;-2.4;0.0;0.0
08.01.2019 06:00;2.6;31.2;1.0;49.3;50.0;2.1;56.7;-1.7;0.0;0.0
08.01.2019 07:00;2.5;31.5;1.2;46.2;46.8;2.0;60.0;-2.0;0.0;0.0
08.01.2019 08:00;2.2;30.1;1.6;44.5;44.6;1.9;74.1;-1.7;0.0;0.0
08.01.2019 09:00;2.7;32.3;2.0;46.4;43.3;2.0;98.5;-1.5;0.0;19.3
08.01.2019 10:00;4.1;30.0;2.1;46.8;42.5;2.4;103.0;-0.9;0.0;86.5
08.01.2019 11:00;5.5;45.0;3.8;54.1;45.2;2.8;170.6;0.9;0.0;152.5
08.01.2019 12:00;8.4;54.2;5.2;58.4;49.7;2.9;181.9;3.3;0.0;264.5
08.01.2019 13:00;17.6;44.4;3.5;59.4;52.3;2.1;97.0;5.0;0.0;289.7
08.01.2019 14:00;25.3;38.5;2.7;55.0;49.6;1.6;63.7;6.0;0.0;292.2
08.01.2019 15:00;25.2;39.1;2.3;52.6;48.3;1.5;59.4;6.5;0.0;201.3
08.01.2019 16:00;15.4;53.6;2.4;52.5;45.5;2.0;86.1;4.5;0.0;55.2
08.01.2019 17:00;9.3;53.9;2.0;55.9;46.2;2.4;83.7;3.6;0.0;14.2
08.01.2019 18:00;24.0;38.3;1.1;40.8;37.8;1.4;40.5;4.2;0.0;0.0
08.01.2019 19:00;35.3;30.4;1.0;30.6;26.5;1.0;31.3;5.2;0.0;0.0
08.01.2019 20:00;70.8;4.9;0.5;5.7;3.0;0.1;5.2;11.0;0.0;0.0
08.01.2019 21:00;74.7;2.8;0.4;3.8;0.5;0.0;3.2;10.8;0.0;0.0
08.01.2019 22:00;79.7;2.8;0.3;1.4;0.4;0.0;3.2;10.4;0.0;0.0
08.01.2019 23:00;78.0;3.0;0.4;0.9;0.4;0.0;3.4;9.8;0.0;0.0
09.01.2019 00:00;74.6;3.1;0.3;1.1;0.7;0.0;3.3;9.1;0.0;0.0
09.01.2019 01:00;80.1;2.3;0.3;0.9;0.3;0.0;2.7;9.6;0.0;0.0
09.01.2019 02:00;80.3;2.2;0.5;0.6;0.3;0.0;2.5;9.0;0.0;0.0
09.01.2019 03:00;79.8;2.3;0.3;0.7;0.2;0.0;2.4;8.9;0.0;0.0
09.01.2019 04:00;72.4;3.2;0.4;1.0;0.4;0.0;3.4;6.4;0.0;0.0
09.01.2019 05:00;73.6;3.8;0.3;1.6;0.5;0.0;3.9;6.3;0.0;0.0
09.01.2019 06:00;77.4;2.9;0.3;1.1;0.2;0.0;3.0;6.6;0.0;0.0
09.01.2019 07:00;76.6;3.5;0.5;1.7;0.3;0.0;3.6;5.3;0.0;0.0
09.01.2019 08:00;68.4;7.3;0.7;2.2;0.5;0.1;7.5;4.1;0.0;0.0
09.01.2019 09:00;60.5;14.9;1.0;4.6;1.2;0.2;15.5;4.7;0.0;17.2
09.01.2019 10:00;70.0;7.1;1.1;2.7;0.7;0.1;7.3;4.2;0.0;55.5
09.01.2019 11:00;68.8;6.6;1.1;3.0;0.7;0.1;7.3;4.3;0.0;127.3
09.01.2019 12:00;70.3;6.1;1.3;2.3;0.9;0.1;7.1;5.3;0.0;248.0
09.01.2019 13:00;75.0;4.1;1.1;2.3;0.5;0.1;5.1;7.0;0.0;397.8
09.01.2019 14:00;76.1;4.0;0.7;1.8;0.5;0.0;4.8;8.0;0.0;275.0
09.01.2019 15:00;75.7;3.3;0.4;2.6;0.4;0.0;3.8;8.0;0.0;204.8
09.01.2019 16:00;76.3;3.8;0.5;3.1;0.5;0.0;4.3;7.6;0.0;94.5
09.01.2019 17:00;76.3;4.8;0.3;3.3;0.6;0.1;5.2;7.1;0.0;12.0
09.01.2019 18:00;75.0;5.0;0.4;3.6;0.7;0.1;5.3;6.4;0.0;0.0
09.01.2019 19:00;70.1;6.9;0.6;3.2;1.1;0.1;7.2;5.5;0.0;0.0
09.01.2019 20:00;67.0;7.9;0.7;3.3;2.3;0.2;8.4;5.0;0.0;0.0
09.01.2019 21:00;69.3;5.3;0.5;2.7;1.8;0.1;5.6;4.9;0.0;0.0
09.01.2019 22:00;71.9;3.7;0.3;2.8;1.7;0.1;4.0;6.0;0.0;0.0
09.01.2019 23:00;74.0;3.1;0.2;2.0;0.6;0.0;3.3;6.9;0.0;0.0
10.01.2019 00:00;74.0;3.0;0.2;2.2;0.5;0.0;3.3;6.9;0.0;0.0
10.01.2019 01:00;72.9;2.9;0.2;1.3;0.4;0.0;3.2;6.7;0.0;0.0
10.01.2019 02:00;68.9;2.9;0.2;1.0;0.4;0.0;3.2;6.2;0.0;0.0
10.01.2019 03:00;64.1;3.6;0.2;1.0;0.5;0.0;4.0;4.7;0.0;0.0
10.01.2019 04:00;62.9;2.4;0.2;1.0;0.4;0.0;2.6;6.0;0.0;0.0
10.01.2019 05:00;59.9;2.4;0.2;0.6;0.4;0.0;2.6;4.7;0.0;0.0
10.01.2019 06:00;55.4;3.9;0.3;0.8;0.4;0.0;4.4;3.6;0.0;0.0
10.01.2019 07:00;52.9;4.7;0.4;1.1;0.5;0.1;4.9;2.9;0.0;0.0
10.01.2019 08:00;47.5;7.3;0.5;1.7;0.7;0.1;7.7;1.3;0.0;0.0
10.01.2019 09:00;49.3;9.4;0.5;2.2;0.8;0.1;9.9;2.8;0.0;9.8
10.01.2019 10:00;53.9;5.9;0.4;4.3;1.0;0.1;6.6;4.9;0.0;27.3
10.01.2019 11:00;59.5;2.7;0.4;6.0;1.0;0.0;3.5;8.1;0.0;269.2
10.01.2019 12:00;61.4;2.1;0.4;4.1;0.7;0.0;2.7;9.2;0.0;360.2
10.01.2019 13:00;63.7;1.3;0.3;2.2;0.5;0.0;1.8;9.9;0.0;390.5
10.01.2019 14:00;63.4;1.6;0.3;1.8;0.6;0.0;2.2;9.9;0.0;371.5
10.01.2019 15:00;64.6;1.8;0.3;2.3;0.6;0.0;2.2;9.7;0.0;289.7
10.01.2019 16:00;63.0;2.9;0.4;3.5;0.8;0.0;3.4;8.3;0.0;89.8
10.01.2019 17:00;58.9;4.2;0.5;3.7;1.0;0.1;4.6;7.4;0.0;11.8
10.01.2019 18:00;57.1;4.8;0.5;3.9;1.1;0.1;5.0;6.8;0.0;0.0
10.01.2019 19:00;52.1;6.9;0.7;2.7;1.6;0.1;7.1;5.8;0.0;0.0
10.01.2019 20:00;49.2;8.3;1.0;2.7;1.8;0.1;8.4;5.0;0.0;0.0
10.01.2019 21:00;45.4;9.3;1.1;4.2;3.5;0.3;9.5;2.7;0.0;0.0
10.01.2019 22:00;42.7;9.1;1.1;5.5;5.3;0.3;9.5;2.3;0.0;0.0
10.01.2019 23:00;43.5;8.3;1.3;4.6;4.2;0.2;8.6;2.7;0.0;0.0
11.01.2019 00:00;45.0;7.6;1.3;2.8;2.6;0.1;7.9;3.2;0.0;0.0
11.01.2019 01:00;46.7;6.9;1.5;2.3;1.4;0.1;7.0;3.9;0.0;0.0
11.01.2019 02:00;46.7;6.4;1.6;1.8;1.4;0.1;6.6;3.7;0.0;0.0
11.01.2019 03:00;48.3;5.7;1.6;1.2;0.9;0.1;5.9;2.5;0.0;0.0
11.01.2019 04:00;50.6;5.0;1.1;1.3;0.9;0.1;5.0;3.4;0.0;0.0
11.01.2019 05:00;53.6;4.6;1.0;2.1;0.8;0.0;4.6;4.3;0.0;0.0
11.01.2019 06:00;58.0;4.4;1.2;2.3;0.9;0.0;4.6;4.2;0.0;0.0
11.01.2019 07:00;60.8;4.6;1.1;3.4;1.0;0.0;4.7;4.1;0.0;0.0
11.01.2019 08:00;60.7;7.2;0.9;5.9;1.3;0.1;7.6;4.2;0.0;0.0
11.01.2019 09:00;60.1;8.8;0.9;5.2;1.4;0.1;9.5;4.2;0.0;9.5
11.01.2019 10:00;63.0;8.1;0.9;5.0;1.4;0.1;9.0;4.7;0.0;27.8
11.01.2019 11:00;66.6;8.2;0.7;5.4;1.5;0.1;10.3;6.0;0.0;284.3
11.01.2019 12:00;73.2;5.1;0.6;4.2;1.2;0.1;6.7;7.3;0.0;326.3
11.01.2019 13:00;78.1;3.4;0.5;3.9;1.0;0.1;4.5;8.2;0.0;329.0
11.01.2019 14:00;79.2;3.7;0.5;3.9;0.9;0.1;4.5;8.6;0.0;297.0
11.01.2019 15:00;78.6;4.8;0.4;4.3;1.0;0.1;5.5;7.7;0.0;83.2
11.01.2019 16:00;75.1;7.2;0.5;5.7;1.2;0.1;7.8;7.2;0.0;41.2
11.01.2019 17:00;71.0;11.3;0.6;6.2;1.5;0.2;11.8;6.7;0.0;11.5
11.01.2019 18:00;64.5;17.1;0.8;5.3;2.0;0.3;17.4;6.4;0.0;0.0
11.01.2019 19:00;67.3;11.5;0.7;4.1;2.1;0.2;11.6;5.1;0.0;0.0
11.01.2019 20:00;58.2;13.8;1.0;8.1;6.6;0.7;14.2;2.7;0.0;0.0
11.01.2019 21:00;39.4;21.4;1.3;15.9;12.2;1.1;22.6;0.1;0.0;0.0
11.01.2019 22:00;28.2;24.7;1.3;16.3;14.0;1.3;25.6;-1.6;0.0;0.0
11.01.2019 23:00;19.3;27.8;1.4;19.3;17.1;1.2;29.3;-2.4;0.0;0.0
12.01.2019 00:00;19.6;25.7;1.1;18.1;15.8;1.1;26.5;-2.3;0.0;0.0
12.01.2019 01:00;14.4;27.1;1.0;17.8;11.5;0.8;28.2;-3.1;0.0;0.0
12.01.2019 02:00;9.5;33.9;1.2;17.1;11.6;0.9;39.0;-3.0;0.0;0.0
12.01.2019 03:00;7.4;32.4;1.2;19.1;12.8;0.9;38.6;-3.5;0.0;0.0
12.01.2019 04:00;4.8;33.9;1.3;17.3;11.9;0.8;39.6;-3.5;0.0;0.0
12.01.2019 05:00;4.4;32.6;1.1;16.2;11.1;0.8;36.9;-3.9;0.0;0.0
