Station: Magadino-Cadenazzo
Land, < 1000 m
Stundenmittelwerte, PREC: Stundensummen
MEZ/CET
Quelle: NABEL/MeteoSchweiz
Die Messwerte des laufenden Jahres sind vorläufig und noch nicht abschliessend geprüft.
Datum/Zeit;O3 [ug/m3];NO2 [ug/m3];SO2 [ug/m3];PM10 [ug/m3];PM2.5 [ug/m3];EC [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
11.02.2019 23:00;84.1;1.4;0.4;0.5;0.3;0.0;1.7;8.9;0.0;0.0
12.02.2019 00:00;83.1;1.3;0.4;0.6;0.4;0.0;1.5;8.4;0.0;0.0
12.02.2019 01:00;82.3;1.4;0.4;0.4;0.3;0.0;1.6;8.2;0.0;0.0
12.02.2019 02:00;81.7;1.5;0.5;0.7;0.3;0.0;1.6;8.3;0.0;0.0
12.02.2019 03:00;82.5;1.1;0.4;1.1;0.3;0.0;1.4;9.0;0.0;0.0
12.02.2019 04:00;83.4;1.0;0.4;1.3;0.4;0.0;1.2;9.2;0.0;0.0
12.02.2019 05:00;82.9;1.0;0.4;0.8;0.3;0.0;1.0;8.6;0.0;0.0
12.02.2019 06:00;81.5;1.0;0.4;0.7;0.3;0.0;1.1;7.8;0.0;0.0
12.02.2019 07:00;76.2;2.2;0.5;0.6;0.5;0.0;2.3;4.8;0.0;0.0
12.02.2019 08:00;73.3;5.7;0.5;1.0;0.6;0.1;5.9;6.3;0.0;3.0
12.02.2019 09:00;74.8;6.6;0.7;1.7;0.9;0.1;7.4;7.3;0.0;44.8
12.02.2019 10:00;72.0;10.6;0.9;4.1;1.2;0.1;13.4;9.1;0.0;284.5
12.02.2019 11:00;75.1;8.9;0.9;3.9;1.2;0.1;11.6;10.0;0.0;419.3
12.02.2019 12:00;75.6;7.5;0.9;3.3;1.0;0.1;10.0;9.8;0.0;503.2
12.02.2019 13:00;79.3;5.8;0.9;2.8;1.0;0.1;7.7;10.5;0.0;542.7
12.02.2019 14:00;82.3;5.1;0.8;3.3;1.1;0.1;6.4;11.8;0.0;528.5
12.02.2019 15:00;83.2;7.3;1.0;4.7;1.6;0.2;9.0;13.3;0.0;440.7
12.02.2019 16:00;88.7;6.5;0.8;5.2;1.4;0.1;8.0;15.2;0.0;324.8
12.02.2019 17:00;105.5;0.8;0.4;3.0;0.6;0.0;1.3;15.1;0.0;82.5
12.02.2019 18:00;99.8;4.4;0.7;3.2;0.9;0.1;5.1;12.9;0.0;8.5
12.02.2019 19:00;96.5;4.4;0.8;1.8;1.0;0.1;4.7;11.6;0.0;0.0
12.02.2019 20:00;92.1;4.0;0.8;2.4;1.3;0.1;4.3;10.7;0.0;0.0
12.02.2019 21:00;88.1;4.3;1.1;2.0;1.4;0.1;4.4;10.0;0.0;0.0
12.02.2019 22:00;82.8;5.4;1.6;2.9;1.9;0.1;5.5;9.3;0.0;0.0
12.02.2019 23:00;83.0;4.2;1.4;2.2;1.5;0.1;4.3;8.8;0.0;0.0
13.02.2019 00:00;81.3;3.4;1.5;2.1;1.5;0.1;3.7;8.7;0.0;0.0
13.02.2019 01:00;79.1;3.4;1.2;2.2;1.4;0.1;3.3;7.6;0.0;0.0
13.02.2019 02:00;74.8;3.4;1.3;2.0;1.3;0.1;3.4;6.3;0.0;0.0
13.02.2019 03:00;65.9;4.1;1.5;2.2;1.5;0.1;4.0;3.8;0.0;0.0
13.02.2019 04:00;58.8;4.9;1.1;2.9;1.9;0.1;5.0;2.4;0.0;0.0
13.02.2019 05:00;43.7;10.6;1.4;2.8;2.0;0.1;10.7;0.5;0.0;0.0
13.02.2019 06:00;41.5;8.6;1.1;3.6;2.0;0.1;8.9;-0.1;0.0;0.0
13.02.2019 07:00;30.1;12.8;1.3;3.9;2.2;0.2;13.5;-0.5;0.0;0.0
13.02.2019 08:00;26.2;13.5;1.0;4.2;2.2;0.2;14.2;-1.1;0.0;4.2
13.02.2019 09:00;19.7;32.1;1.8;9.9;3.6;0.5;51.2;-0.5;0.0;59.8
13.02.2019 10:00;9.4;61.5;4.3;21.7;9.1;1.5;195.6;3.2;0.0;263.5
13.02.2019 11:00;;;;14.0;6.2;0.8;;6.0;0.0;378.3
13.02.2019 12:00;55.4;15.4;2.8;8.6;3.7;0.3;22.4;7.7;0.0;481.0
13.02.2019 13:00;65.8;9.2;1.8;6.3;4.0;0.3;12.2;8.9;0.0;515.3
13.02.2019 14:00;67.7;10.5;1.7;12.2;9.3;0.3;13.9;10.2;0.0;499.5
13.02.2019 15:00;68.1;13.0;1.6;13.9;10.0;0.4;16.1;10.4;0.0;426.2
13.02.2019 16:00;64.2;17.1;1.7;16.0;12.1;0.5;20.9;10.9;0.0;305.7
13.02.2019 17:00;31.6;55.6;2.2;22.3;15.1;1.6;87.8;9.3;0.0;93.5
13.02.2019 18:00;4.1;89.9;2.7;66.2;22.6;2.2;184.8;6.8;0.0;12.7
13.02.2019 19:00;3.6;69.5;2.2;47.3;21.4;1.6;100.4;4.5;0.0;0.0
13.02.2019 20:00;3.5;67.7;2.0;37.9;20.4;1.7;99.7;2.6;0.0;0.0
13.02.2019 21:00;3.9;61.5;1.8;33.3;21.4;1.9;95.1;1.4;0.0;0.0
13.02.2019 22:00;3.9;57.4;1.9;27.8;20.1;1.8;88.2;1.0;0.0;0.0
13.02.2019 23:00;3.5;49.0;1.8;25.8;19.0;1.7;72.7;0.5;0.0;0.0
14.02.2019 00:00;4.1;49.2;1.8;25.7;20.1;1.7;58.9;0.3;0.0;0.0
14.02.2019 01:00;3.4;45.5;1.7;27.5;20.8;1.6;56.0;-0.0;0.0;0.0
14.02.2019 02:00;2.9;38.3;1.7;26.5;19.9;1.4;53.6;-0.6;0.0;0.0
14.02.2019 03:00;3.1;38.7;1.8;22.7;17.7;1.3;46.3;-1.1;0.0;0.0
14.02.2019 04:00;2.8;35.2;1.5;21.5;16.8;1.2;42.4;-1.1;0.0;0.0
14.02.2019 05:00;2.7;34.7;1.3;22.0;16.3;1.1;43.0;-1.6;0.0;0.0
14.02.2019 06:00;1.9;32.0;1.8;19.2;15.1;1.1;44.9;-1.8;0.0;0.0
14.02.2019 07:00;2.1;28.8;1.2;17.1;13.8;1.0;37.2;-2.1;0.0;0.0
14.02.2019 08:00;2.3;31.8;2.3;16.5;12.1;1.0;57.0;-1.8;0.0;6.2
14.02.2019 09:00;6.3;25.1;1.7;15.9;11.6;1.1;55.0;-1.7;0.0;70.8
14.02.2019 10:00;8.8;53.9;6.3;21.5;11.1;1.9;174.8;2.6;0.0;279.5
14.02.2019 11:00;23.4;41.7;5.5;16.3;7.7;1.0;90.8;5.5;0.0;415.5
14.02.2019 12:00;40.8;28.1;7.5;11.1;4.9;0.6;46.1;8.5;0.0;498.7
14.02.2019 13:00;50.3;22.4;4.3;12.5;4.3;0.4;34.9;10.1;0.0;537.0
14.02.2019 14:00;63.2;11.0;2.7;8.4;2.6;0.2;15.3;11.4;0.0;517.8
14.02.2019 15:00;65.2;11.7;2.3;11.1;2.8;0.3;16.4;11.7;0.0;442.2
14.02.2019 16:00;63.4;14.3;2.2;9.9;2.7;0.3;18.4;12.1;0.0;332.0
14.02.2019 17:00;40.3;39.1;2.4;13.1;3.4;0.6;52.6;10.6;0.0;114.2
14.02.2019 18:00;4.8;89.4;3.4;31.0;8.7;1.7;183.4;9.0;0.0;31.7
14.02.2019 19:00;3.0;81.4;2.9;52.1;12.7;1.9;183.8;6.8;0.0;0.0
14.02.2019 20:00;2.9;67.5;2.1;42.7;13.0;1.7;131.1;4.3;0.0;0.0
14.02.2019 21:00;2.7;64.0;2.0;31.0;11.0;1.8;124.2;2.9;0.0;0.0
14.02.2019 22:00;2.8;55.2;1.9;29.2;13.2;1.9;109.8;1.8;0.0;0.0
14.02.2019 23:00;3.3;49.9;2.0;24.7;13.0;1.9;104.5;1.0;0.0;0.0
15.02.2019 00:00;3.0;45.0;1.8;19.5;11.7;1.8;91.5;0.3;0.0;0.0
15.02.2019 01:00;2.9;41.5;2.2;20.0;12.9;1.7;88.3;-0.1;0.0;0.0
15.02.2019 02:00;2.6;40.6;1.9;18.4;12.3;1.5;77.0;-0.6;0.0;0.0
15.02.2019 03:00;2.0;36.1;1.4;18.3;12.0;1.5;70.8;-0.7;0.0;0.0
15.02.2019 04:00;2.0;37.1;1.3;16.9;12.1;1.5;70.2;-1.5;0.0;0.0
15.02.2019 05:00;1.9;34.5;1.5;17.7;12.4;1.3;61.1;-0.8;0.0;0.0
15.02.2019 06:00;1.8;35.7;1.9;16.7;11.0;1.1;51.6;-1.3;0.0;0.0
15.02.2019 07:00;3.2;38.3;2.3;11.0;8.2;0.9;45.6;-1.2;0.0;0.0
15.02.2019 08:00;4.5;32.5;1.9;14.5;9.3;0.9;39.2;-1.6;0.0;4.7
15.02.2019 09:00;9.2;34.3;3.5;18.6;9.9;1.2;70.4;-1.2;0.0;76.5
15.02.2019 10:00;11.1;51.0;8.4;21.0;9.9;1.7;142.7;2.9;0.0;294.0
15.02.2019 11:00;27.0;44.4;7.5;18.4;7.6;1.1;83.8;6.2;0.0;428.8
15.02.2019 12:00;44.2;33.5;6.0;13.4;4.5;0.5;53.9;9.3;0.0;512.8
15.02.2019 13:00;58.9;21.7;4.2;10.0;3.1;0.3;31.1;11.6;0.0;550.3
15.02.2019 14:00;69.4;12.0;3.3;12.0;2.8;0.2;16.5;13.2;0.0;532.5
15.02.2019 15:00;77.3;7.3;1.9;9.8;2.0;0.1;9.3;13.7;0.0;459.7
15.02.2019 16:00;70.2;13.9;2.2;9.9;2.4;0.2;17.0;13.6;0.0;335.7
15.02.2019 17:00;34.1;61.1;1.9;14.7;4.0;0.8;91.2;11.7;0.0;102.2
15.02.2019 18:00;6.5;89.5;2.5;26.8;8.3;1.4;144.2;8.6;0.0;11.3
15.02.2019 19:00;4.3;85.8;2.3;40.7;11.7;1.7;139.3;6.4;0.0;0.0
15.02.2019 20:00;3.3;76.1;2.1;38.2;11.5;1.7;130.8;4.5;0.0;0.0
15.02.2019 21:00;3.0;66.2;1.9;35.6;12.7;2.1;119.3;3.2;0.0;0.0
15.02.2019 22:00;3.6;57.5;2.2;30.5;14.8;2.0;113.0;2.5;0.0;0.0
15.02.2019 23:00;3.7;55.1;2.6;28.8;17.7;2.2;108.8;1.7;0.0;0.0
16.02.2019 00:00;3.2;48.6;2.6;25.4;16.8;2.0;92.5;1.0;0.0;0.0
16.02.2019 01:00;3.0;48.4;2.2;25.3;16.1;1.8;76.8;0.8;0.0;0.0
16.02.2019 02:00;2.7;44.9;2.3;23.6;16.2;1.7;69.8;0.6;0.0;0.0
16.02.2019 03:00;2.5;43.4;2.2;26.1;18.0;1.7;69.8;0.0;0.0;0.0
16.02.2019 04:00;2.2;39.4;2.6;22.7;16.2;1.4;57.3;-0.8;0.0;0.0
16.02.2019 05:00;1.9;36.3;2.2;21.0;14.5;1.3;50.6;-0.8;0.0;0.0
16.02.2019 06:00;1.9;33.2;1.5;18.1;13.7;1.2;41.1;-1.1;0.0;0.0
16.02.2019 07:00;1.9;33.2;1.7;16.1;11.9;1.1;39.8;-1.4;0.0;0.0
16.02.2019 08:00;3.0;29.4;1.6;16.8;12.5;1.2;42.4;-1.8;0.0;5.0
16.02.2019 09:00;7.3;32.2;3.1;18.6;12.6;1.2;69.8;-0.5;0.0;85.7
16.02.2019 10:00;12.4;36.9;5.2;19.7;12.5;1.3;96.4;2.8;0.0;295.8
16.02.2019 11:00;23.4;38.1;5.8;18.1;8.8;1.0;80.2;6.2;0.0;427.0
16.02.2019 12:00;49.6;19.0;4.1;15.3;6.6;0.5;29.0;9.1;0.0;515.7
16.02.2019 13:00;64.8;12.3;2.7;8.4;3.6;0.2;17.1;11.6;0.0;556.0
16.02.2019 14:00;68.0;11.2;2.2;9.3;3.7;0.3;14.8;13.0;0.0;534.2
16.02.2019 15:00;77.4;3.8;2.0;7.2;3.3;0.2;4.9;13.0;0.0;460.5
16.02.2019 16:00;78.8;5.9;1.7;6.6;3.4;0.2;7.1;13.2;0.0;334.7
16.02.2019 17:00;57.1;27.9;1.4;13.0;5.4;0.6;32.8;11.5;0.0;108.8
16.02.2019 18:00;14.3;76.0;1.6;31.1;14.1;1.3;92.1;8.7;0.0;13.2
16.02.2019 19:00;8.0;64.1;1.8;40.2;16.9;1.5;70.5;6.2;0.0;0.0
16.02.2019 20:00;6.7;59.5;1.6;28.3;15.1;1.4;64.8;4.7;0.0;0.0
16.02.2019 21:00;3.9;58.6;1.6;33.9;18.2;1.8;70.7;3.2;0.0;0.0
16.02.2019 22:00;3.3;56.2;1.6;30.8;19.1;2.3;71.5;2.0;0.0;0.0
16.02.2019 23:00;3.5;49.4;2.1;32.4;22.1;1.9;69.8;1.1;0.0;0.0
17.02.2019 00:00;4.0;42.4;2.1;28.6;20.8;1.7;51.0;0.8;0.0;0.0
17.02.2019 01:00;3.2;36.2;1.5;26.1;18.5;1.5;42.9;0.1;0.0;0.0
17.02.2019 02:00;4.1;35.1;1.5;26.3;19.2;1.5;40.3;-0.5;0.0;0.0
17.02.2019 03:00;4.2;30.1;1.2;25.9;19.1;1.5;35.3;-0.6;0.0;0.0
17.02.2019 04:00;2.8;30.5;1.2;22.2;16.0;1.3;37.8;-1.3;0.0;0.0
17.02.2019 05:00;4.1;27.8;1.2;18.9;14.1;1.1;31.8;-1.3;0.0;0.0
17.02.2019 06:00;5.1;25.2;0.9;18.2;13.5;1.0;27.6;-1.5;0.0;0.0
17.02.2019 07:00;3.2;25.4;1.5;15.2;11.4;0.9;29.7;-2.1;0.0;0.0
17.02.2019 08:00;5.2;23.1;1.3;15.1;11.2;1.0;28.2;-1.9;0.0;5.7
17.02.2019 09:00;12.9;17.6;1.9;14.4;10.0;0.9;29.8;-1.0;0.0;97.7
17.02.2019 10:00;26.0;25.1;5.1;11.6;7.1;0.8;43.7;3.6;0.0;308.0
17.02.2019 11:00;41.4;21.1;5.6;9.5;5.1;0.6;33.5;7.2;0.0;442.8
17.02.2019 12:00;57.2;15.3;5.0;8.5;3.9;0.3;22.3;10.2;0.0;528.5
17.02.2019 13:00;73.4;8.1;3.0;5.3;2.1;0.2;10.7;12.6;0.0;567.8
17.02.2019 14:00;75.3;4.8;2.9;5.7;2.1;0.2;6.4;13.5;0.0;548.3
17.02.2019 15:00;80.0;3.7;2.4;4.8;1.8;0.1;4.6;14.2;0.0;474.5
17.02.2019 16:00;83.7;3.2;1.7;4.8;1.8;0.1;4.1;14.4;0.0;348.0
17.02.2019 17:00;62.0;24.0;1.5;7.1;3.6;0.6;27.6;12.3;0.0;118.3
17.02.2019 18:00;23.2;61.6;1.8;20.2;7.8;0.9;70.1;9.4;0.0;13.5
17.02.2019 19:00;18.7;55.6;1.7;25.2;12.6;0.9;57.1;6.9;0.0;0.0
17.02.2019 20:00;11.3;56.5;1.6;33.2;15.3;1.1;58.6;5.2;0.0;0.0
17.02.2019 21:00;12.5;50.0;1.5;27.4;15.1;1.1;53.8;3.6;0.0;0.0
17.02.2019 22:00;5.2;55.3;2.2;30.0;19.8;1.5;60.1;2.8;0.0;0.0
17.02.2019 23:00;4.4;45.1;2.2;27.2;17.3;1.5;52.8;1.3;0.0;0.0
18.02.2019 00:00;4.9;45.4;2.3;24.7;17.1;1.4;51.1;0.7;0.0;0.0
18.02.2019 01:00;8.4;39.4;2.3;22.8;17.6;1.2;41.8;0.5;0.0;0.0
18.02.2019 02:00;5.8;36.8;1.6;22.2;16.9;1.2;40.9;-0.1;0.0;0.0
18.02.2019 03:00;3.6;36.7;1.9;21.3;16.8;1.3;43.1;-0.6;0.0;0.0
18.02.2019 04:00;5.3;29.2;1.3;17.0;13.6;1.1;33.2;-0.5;0.0;0.0
18.02.2019 05:00;5.7;31.4;1.9;15.8;12.1;0.9;34.7;-0.7;0.0;0.0
18.02.2019 06:00;8.8;21.9;1.4;15.3;11.6;1.2;24.5;-1.7;0.0;0.0
18.02.2019 07:00;8.5;22.3;1.1;20.4;14.8;2.0;24.7;-1.9;0.0;0.0
18.02.2019 08:00;6.2;24.5;1.4;12.8;9.3;0.8;31.7;-1.7;0.0;6.3
18.02.2019 09:00;7.8;35.2;3.1;19.0;9.3;1.0;87.9;-1.0;0.0;105.7
18.02.2019 10:00;9.1;55.3;5.7;21.5;9.4;1.7;180.4;3.8;0.0;307.7
18.02.2019 11:00;17.5;63.5;6.2;35.6;11.0;1.5;169.0;7.4;0.0;441.7
18.02.2019 12:00;42.2;36.4;5.5;20.4;5.6;0.6;59.2;10.4;0.0;525.3
18.02.2019 13:00;69.8;11.6;2.6;12.2;3.3;0.2;16.9;12.4;0.0;562.8
18.02.2019 14:00;76.4;7.3;1.9;6.1;2.2;0.2;9.9;12.9;0.0;544.5
18.02.2019 15:00;79.1;8.0;1.6;9.3;3.0;0.2;10.2;13.8;0.0;469.8
18.02.2019 16:00;78.0;10.6;1.5;12.9;4.9;0.4;12.9;13.5;0.0;336.5
18.02.2019 17:00;70.0;20.1;1.3;15.9;8.6;0.6;22.9;12.8;0.0;152.8
18.02.2019 18:00;56.2;34.6;1.2;26.3;14.6;0.8;36.1;11.4;0.0;17.3
18.02.2019 19:00;9.2;76.2;1.7;49.9;24.4;1.7;85.0;7.5;0.0;0.0
18.02.2019 20:00;3.5;74.2;1.9;51.6;29.3;2.0;94.3;5.0;0.0;0.0
18.02.2019 21:00;3.2;67.7;1.4;42.7;24.3;1.7;79.4;4.0;0.0;0.0
18.02.2019 22:00;3.3;63.3;1.5;39.9;24.5;1.6;71.4;2.7;0.0;0.0
18.02.2019 23:00;2.9;58.7;1.5;39.8;26.4;1.9;73.9;1.6;0.0;0.0
19.02.2019 00:00;3.0;49.1;1.6;37.3;25.9;1.6;58.3;0.8;0.0;0.0
19.02.2019 01:00;2.9;49.8;1.4;35.2;25.7;1.7;61.9;0.8;0.0;0.0
19.02.2019 02:00;2.2;39.7;1.4;32.0;24.4;1.6;50.0;-0.1;0.0;0.0
19.02.2019 03:00;2.1;37.8;1.1;29.0;22.5;1.5;46.7;-0.4;0.0;0.0
19.02.2019 04:00;2.2;37.9;1.2;28.7;22.1;1.4;48.7;-0.4;0.0;0.0
19.02.2019 05:00;2.0;34.0;1.1;26.2;20.8;1.4;44.6;-1.1;0.0;0.0
19.02.2019 06:00;2.1;30.1;0.8;24.6;19.9;1.3;35.9;-1.4;0.0;0.0
19.02.2019 07:00;2.1;27.4;0.9;23.3;18.7;1.2;34.8;-1.6;0.0;0.0
19.02.2019 08:00;2.8;29.2;1.1;23.1;18.2;1.2;51.0;-2.2;0.0;7.3
19.02.2019 09:00;5.1;35.9;2.2;27.7;18.7;1.6;111.2;-0.8;0.0;109.8
19.02.2019 10:00;9.6;56.1;4.7;31.1;17.0;2.0;186.0;3.8;0.0;305.5
19.02.2019 11:00;26.1;44.4;4.0;23.9;12.6;1.1;89.9;6.9;0.0;440.8
19.02.2019 12:00;56.3;18.9;3.0;16.7;10.3;0.5;27.4;9.2;0.0;514.8
19.02.2019 13:00;68.7;8.3;2.5;14.7;9.3;0.4;11.1;10.3;0.0;541.2
19.02.2019 14:00;78.4;6.7;1.8;18.1;12.6;0.5;8.8;11.8;0.0;516.8
19.02.2019 15:00;82.2;8.4;1.7;27.2;21.4;0.6;10.0;12.2;0.0;433.7
19.02.2019 16:00;80.5;13.6;1.7;31.3;23.3;0.8;15.8;12.6;0.0;306.3
19.02.2019 17:00;80.1;18.6;1.7;45.4;33.8;1.0;20.2;12.2;0.0;152.5
19.02.2019 18:00;82.0;17.8;1.5;50.1;38.2;1.0;18.5;10.4;0.0;21.7
19.02.2019 19:00;34.3;52.3;1.7;64.7;43.5;1.8;53.6;7.2;0.0;0.0
19.02.2019 20:00;12.7;65.4;1.8;70.3;46.2;2.1;68.0;4.9;0.0;0.0
19.02.2019 21:00;9.7;60.1;1.4;60.7;45.0;2.1;63.0;3.6;0.0;0.0
19.02.2019 22:00;8.7;58.5;1.3;57.5;44.0;2.1;61.0;2.5;0.0;0.0
19.02.2019 23:00;4.4;55.8;1.3;55.3;42.4;2.0;59.8;1.6;0.0;0.0
20.02.2019 00:00;3.5;51.6;1.2;49.5;39.6;2.0;56.1;1.1;0.0;0.0
20.02.2019 01:00;4.2;48.1;0.9;44.5;38.1;1.9;53.2;0.7;0.0;0.0
20.02.2019 02:00;3.0;41.0;1.0;44.6;38.5;1.9;47.0;0.2;0.0;0.0
20.02.2019 03:00;2.5;39.3;1.3;40.1;35.6;1.7;45.5;-0.4;0.0;0.0
20.02.2019 04:00;2.9;36.4;1.0;38.0;33.7;1.5;40.0;-0.7;0.0;0.0
20.02.2019 05:00;3.4;35.0;0.8;37.6;33.5;1.6;37.9;-0.7;0.0;0.0
20.02.2019 06:00;2.6;30.6;0.9;35.3;31.1;1.5;36.3;-1.2;0.0;0.0
20.02.2019 07:00;3.4;31.4;0.9;32.5;28.7;1.4;36.2;-1.3;0.0;0.0
20.02.2019 08:00;5.7;27.9;0.8;32.6;27.6;1.3;34.7;-1.6;0.0;14.3
20.02.2019 09:00;10.3;21.6;0.9;30.7;26.5;1.3;40.1;-0.5;0.0;106.8
20.02.2019 10:00;9.5;48.5;4.3;44.6;26.5;2.1;141.8;3.2;0.0;256.5
20.02.2019 11:00;23.6;49.5;5.7;49.8;26.1;1.5;118.8;6.0;0.0;398.7
20.02.2019 12:00;45.7;25.7;6.2;60.7;23.9;0.8;40.9;8.7;0.0;492.5
20.02.2019 13:00;69.9;7.4;5.1;35.7;19.6;0.5;9.6;9.9;0.0;524.7
20.02.2019 14:00;80.1;6.9;3.5;34.9;21.8;0.6;8.5;11.4;0.0;502.3
20.02.2019 15:00;89.2;8.3;2.8;40.3;30.7;0.8;10.2;12.1;0.0;421.3
20.02.2019 16:00;82.8;15.4;2.4;43.1;32.9;0.8;17.6;12.0;0.0;299.5
20.02.2019 17:00;68.6;29.1;1.9;45.7;34.8;1.1;31.7;11.6;0.0;138.5
20.02.2019 18:00;26.8;75.6;2.6;62.6;37.8;2.0;118.3;10.1;0.0;27.0
20.02.2019 19:00;3.2;74.2;2.0;82.6;40.2;2.0;97.1;6.6;0.0;0.3
20.02.2019 20:00;2.9;69.1;1.5;61.9;37.7;2.0;82.0;5.2;0.0;0.0
20.02.2019 21:00;2.8;67.6;1.1;58.4;37.3;2.0;80.8;3.5;0.0;0.0
20.02.2019 22:00;3.5;64.5;1.2;55.3;38.4;2.0;76.2;3.0;0.0;0.0
20.02.2019 23:00;2.8;52.2;1.1;53.8;38.5;1.9;64.6;1.7;0.0;0.0
21.02.2019 00:00;2.6;48.0;1.1;52.9;38.2;2.1;60.4;0.9;0.0;0.0
21.02.2019 01:00;2.8;41.5;1.3;47.2;35.9;1.9;52.0;0.8;0.0;0.0
21.02.2019 02:00;2.9;38.2;1.2;47.6;35.0;1.6;45.7;0.0;0.0;0.0
21.02.2019 03:00;2.2;34.3;1.2;44.2;30.8;1.4;46.1;-0.3;0.0;0.0
21.02.2019 04:00;1.8;32.6;0.8;42.6;29.8;1.4;43.2;-0.4;0.0;0.0
21.02.2019 05:00;1.5;29.3;0.9;39.4;28.7;1.5;42.8;-1.0;0.0;0.0
21.02.2019 06:00;1.5;32.1;1.1;38.2;26.9;1.4;47.7;-1.3;0.0;0.0
21.02.2019 07:00;1.5;32.0;1.4;37.3;24.5;1.2;64.2;-1.1;0.0;0.0
21.02.2019 08:00;2.3;26.2;0.9;35.7;23.7;1.2;48.0;-1.4;0.0;10.0
21.02.2019 09:00;6.9;31.3;2.1;37.0;23.7;1.5;78.2;-0.0;0.0;124.2
21.02.2019 10:00;8.0;57.8;6.0;43.0;23.2;2.0;204.2;4.0;0.0;308.2
21.02.2019 11:00;22.2;51.5;5.6;38.0;17.2;1.1;111.1;7.1;0.0;442.3
21.02.2019 12:00;38.2;40.5;6.3;38.7;16.7;0.8;72.8;10.0;0.0;526.0
21.02.2019 13:00;68.6;10.2;4.4;33.1;13.5;0.3;14.1;11.7;0.0;560.5
21.02.2019 14:00;76.2;6.0;3.2;27.7;12.8;0.3;7.8;12.5;0.0;537.0
21.02.2019 15:00;76.7;9.2;2.6;31.1;13.6;0.4;11.7;13.1;0.0;457.7
21.02.2019 16:00;80.6;10.7;2.3;39.1;21.4;0.6;12.8;13.5;0.0;333.7
21.02.2019 17:00;68.7;18.7;2.0;41.0;24.1;0.7;20.9;12.7;0.0;179.7
21.02.2019 18:00;9.3;87.3;2.5;62.5;27.5;1.8;143.2;10.4;0.0;39.7
21.02.2019 19:00;2.4;76.8;2.4;85.2;32.8;2.0;133.3;7.5;0.0;0.0
21.02.2019 20:00;2.4;70.0;1.9;58.8;29.7;1.9;99.8;5.7;0.0;0.0
21.02.2019 21:00;2.4;67.8;1.8;57.9;30.7;2.2;116.5;4.3;0.0;0.0
21.02.2019 22:00;2.8;63.0;1.7;50.4;30.1;1.8;92.5;4.3;0.0;0.0
21.02.2019 23:00;2.6;56.5;1.7;44.1;28.7;1.6;78.1;3.6;0.0;0.0
22.02.2019 00:00;3.4;52.2;1.8;38.6;25.8;1.4;63.1;3.5;0.0;0.0
22.02.2019 01:00;2.9;46.8;1.4;31.2;23.8;1.4;53.8;1.9;0.0;0.0
22.02.2019 02:00;2.3;42.1;1.1;30.4;23.1;1.3;48.1;1.8;0.0;0.0
22.02.2019 03:00;2.6;39.4;1.0;28.6;22.3;1.2;44.9;1.1;0.0;0.0
22.02.2019 04:00;3.8;37.5;1.0;28.2;21.6;1.1;41.3;1.1;0.0;0.0
22.02.2019 05:00;6.7;35.9;1.2;25.9;19.3;0.9;41.4;1.4;0.0;0.0
22.02.2019 06:00;7.8;36.6;0.9;25.6;17.2;0.8;41.6;1.0;0.0;0.0
22.02.2019 07:00;3.8;45.0;1.1;22.8;15.2;0.8;54.2;1.0;0.0;0.0
22.02.2019 08:00;4.5;40.4;1.3;25.5;15.4;0.9;65.6;0.7;0.0;9.8
22.02.2019 09:00;8.0;43.8;2.2;38.3;17.0;1.2;110.2;2.2;0.0;128.5
22.02.2019 10:00;14.1;55.0;3.3;38.7;17.9;1.4;137.5;7.1;0.0;319.3
22.02.2019 11:00;30.0;40.2;2.6;32.2;14.3;0.9;72.9;11.3;0.0;455.2
22.02.2019 12:00;56.1;16.7;2.1;24.4;10.3;0.4;24.2;15.1;0.0;540.0
22.02.2019 13:00;84.8;3.9;1.6;20.1;5.1;0.1;5.5;20.6;0.0;584.3
22.02.2019 14:00;94.6;1.5;1.1;13.1;2.6;0.1;2.3;22.6;0.0;569.3
22.02.2019 15:00;91.5;1.1;0.9;7.0;1.8;0.0;1.6;22.4;0.0;497.5
22.02.2019 16:00;90.3;1.3;0.8;10.7;2.3;0.1;1.9;21.3;0.0;369.3
22.02.2019 17:00;90.2;1.9;0.7;10.6;2.8;0.1;2.3;20.1;0.0;209.0
22.02.2019 18:00;86.2;6.0;0.5;8.6;3.0;0.2;6.8;18.1;0.0;49.0
22.02.2019 19:00;88.7;2.7;0.5;6.2;2.8;0.1;3.1;17.1;0.0;0.2
22.02.2019 20:00;86.1;4.0;0.5;5.5;2.9;0.1;4.0;16.1;0.0;0.0
22.02.2019 21:00;86.4;3.6;0.6;6.9;3.5;0.1;3.7;15.8;0.0;0.0
22.02.2019 22:00;86.0;3.3;0.7;5.4;3.3;0.1;3.2;15.2;0.0;0.0
22.02.2019 23:00;83.1;3.8;0.8;5.1;3.6;0.1;3.9;14.2;0.0;0.0
23.02.2019 00:00;79.9;4.2;1.0;5.0;3.5;0.1;4.4;13.1;0.0;0.0
23.02.2019 01:00;77.0;4.1;0.8;6.3;3.5;0.1;4.2;12.2;0.0;0.0
23.02.2019 02:00;74.4;3.6;0.9;6.2;3.4;0.1;4.0;10.6;0.0;0.0
