Station: Lausanne-César-Roux
Stadt, Verkehr
Stundenmittelwerte, PREC: Stundensummen
MEZ/CET
Quelle: NABEL/MeteoSchweiz
Die Messwerte des laufenden Jahres sind vorläufig und noch nicht abschliessend geprüft.
Datum/Zeit;O3 [ug/m3];NO2 [ug/m3];CO [mg/m3];PM10 [ug/m3];PM2.5 [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
01.01.2019 01:00;19.8;25.7;0.32;18.2;16.8;38.3;5.5;0.0;0.0
01.01.2019 02:00;28.3;18.5;0.27;13.3;12.4;31.4;5.3;0.0;0.0
01.01.2019 03:00;31.1;14.7;0.24;13.9;13.1;21.8;5.2;0.0;0.0
01.01.2019 04:00;27.9;16.1;0.24;13.6;12.8;25.0;4.8;0.0;0.0
01.01.2019 05:00;29.6;10.7;0.23;13.0;12.4;14.6;4.3;0.0;-0.8
01.01.2019 06:00;27.7;16.2;0.22;10.4;9.8;24.0;3.9;0.0;-1.0
01.01.2019 07:00;23.7;16.9;0.23;11.8;10.9;22.4;3.7;0.0;-0.7
01.01.2019 08:00;33.3;8.4;0.21;11.1;10.5;9.6;3.8;0.0;-0.2
01.01.2019 09:00;33.8;8.1;0.22;12.4;11.8;9.5;3.8;0.0;5.0
01.01.2019 10:00;30.4;11.0;0.22;12.5;11.7;13.2;4.1;0.0;28.7
01.01.2019 11:00;26.3;18.1;0.26;13.3;12.6;30.7;4.2;0.0;50.9
01.01.2019 12:00;29.4;16.5;0.27;15.5;14.6;29.0;4.4;0.0;90.5
01.01.2019 13:00;28.8;19.4;0.29;17.8;16.5;41.8;4.5;0.0;113.3
01.01.2019 14:00;31.6;17.5;0.27;16.3;15.3;32.4;4.6;0.0;105.4
01.01.2019 15:00;34.2;21.3;0.30;15.7;14.4;37.5;5.0;0.0;77.7
01.01.2019 16:00;35.9;25.5;0.28;14.8;13.5;43.0;5.0;0.0;31.3
01.01.2019 17:00;34.5;26.9;0.29;14.0;12.7;49.9;4.9;0.0;7.6
01.01.2019 18:00;37.0;19.2;0.23;13.3;12.1;25.3;4.8;0.0;0.0
01.01.2019 19:00;37.3;18.0;0.24;13.2;12.0;22.9;4.8;0.0;0.0
01.01.2019 20:00;34.1;17.6;0.23;11.2;9.9;24.0;4.6;0.0;0.0
01.01.2019 21:00;31.3;16.0;0.23;5.9;4.9;19.8;4.6;0.0;0.0
01.01.2019 22:00;33.0;13.3;0.23;9.3;8.2;16.3;4.6;0.0;0.0
01.01.2019 23:00;42.3;13.6;0.22;5.2;4.2;18.3;4.7;0.0;0.0
02.01.2019 00:00;41.1;15.0;0.23;4.3;3.4;21.8;4.6;0.0;-0.2
02.01.2019 01:00;28.6;23.6;0.31;7.4;5.2;36.6;3.9;0.0;-1.0
02.01.2019 02:00;31.8;15.7;0.22;9.2;6.6;21.8;3.1;0.0;-1.0
02.01.2019 03:00;34.2;12.4;0.21;8.8;6.7;14.6;3.1;0.0;-0.7
02.01.2019 04:00;43.4;10.4;0.17;4.5;3.2;11.8;3.7;0.0;0.0
02.01.2019 05:00;38.3;11.9;0.18;3.3;2.2;13.2;3.9;0.0;0.0
02.01.2019 06:00;30.0;21.6;0.19;3.5;1.8;28.0;3.9;0.0;-0.3
02.01.2019 07:00;40.5;16.4;0.20;2.3;1.3;19.8;3.9;0.0;-0.4
02.01.2019 08:00;53.4;7.9;0.18;3.3;2.1;9.6;3.4;0.0;-0.6
02.01.2019 09:00;55.9;9.2;0.17;4.4;2.8;10.9;3.0;0.0;6.8
02.01.2019 10:00;59.3;11.6;0.18;5.7;3.1;14.6;2.9;0.0;56.3
02.01.2019 11:00;65.3;7.0;0.17;6.9;3.5;9.1;3.1;0.0;98.9
02.01.2019 12:00;70.0;6.0;0.17;9.1;4.1;8.5;3.1;0.0;131.3
02.01.2019 13:00;73.5;6.1;0.18;9.8;4.4;9.5;3.2;0.0;161.5
02.01.2019 14:00;75.4;5.5;0.17;9.5;3.9;8.0;3.8;0.0;296.7
02.01.2019 15:00;71.9;8.5;0.17;9.1;4.0;11.9;4.5;0.0;315.7
02.01.2019 16:00;66.6;13.4;0.19;10.0;4.4;19.3;4.3;0.0;188.6
02.01.2019 17:00;63.9;13.4;0.19;9.2;4.2;17.2;3.7;0.0;32.4
02.01.2019 18:00;58.5;15.8;0.20;11.2;5.1;18.6;2.9;0.0;-0.2
02.01.2019 19:00;52.0;20.0;0.23;12.3;6.0;24.1;2.6;0.0;-0.2
02.01.2019 20:00;52.5;20.3;0.22;14.0;6.9;23.8;2.6;0.0;-0.7
02.01.2019 21:00;51.4;18.1;0.24;14.5;7.3;21.1;2.1;0.0;-1.0
02.01.2019 22:00;55.8;13.5;0.21;13.3;7.2;15.3;1.5;0.0;-1.0
02.01.2019 23:00;63.0;8.4;0.19;11.0;6.0;9.8;1.5;0.0;-1.0
03.01.2019 00:00;63.8;7.0;0.19;11.8;6.3;8.1;1.4;0.0;-1.0
03.01.2019 01:00;62.6;7.3;0.19;12.5;6.8;8.5;1.2;0.0;-1.0
03.01.2019 02:00;62.8;6.3;0.18;11.9;6.7;7.2;0.9;0.0;-1.0
03.01.2019 03:00;62.8;5.0;0.18;12.7;7.2;6.0;0.7;0.0;-1.0
03.01.2019 04:00;62.3;5.2;0.18;13.3;7.5;5.8;0.4;0.0;-1.0
03.01.2019 05:00;60.7;7.8;0.18;11.8;6.8;9.2;0.2;0.0;-1.0
03.01.2019 06:00;59.7;8.4;0.18;11.1;6.4;11.0;-0.1;0.0;-1.0
03.01.2019 07:00;54.8;9.8;0.19;15.0;8.3;12.4;-0.6;0.0;-1.0
03.01.2019 08:00;56.8;9.4;0.19;11.8;6.7;12.5;-0.6;0.0;-1.0
03.01.2019 09:00;59.0;9.8;0.19;10.9;5.9;13.3;-0.6;0.0;7.2
03.01.2019 10:00;62.7;9.5;0.18;10.9;5.2;14.2;-0.2;0.0;109.2
03.01.2019 11:00;63.4;9.9;0.18;11.7;5.1;15.5;0.5;0.0;261.0
03.01.2019 12:00;64.0;9.9;0.18;12.9;5.3;15.5;1.2;0.0;349.8
03.01.2019 13:00;65.4;9.8;0.19;11.9;5.4;15.7;1.8;0.0;384.2
03.01.2019 14:00;63.0;11.4;0.20;14.1;6.6;17.7;1.8;0.0;361.4
03.01.2019 15:00;62.5;12.4;0.20;15.7;7.3;18.8;2.1;0.0;294.8
03.01.2019 16:00;66.3;9.8;0.19;12.4;6.3;14.3;1.8;0.0;182.4
03.01.2019 17:00;62.8;11.9;0.20;10.7;5.7;17.4;1.3;0.0;21.2
03.01.2019 18:00;62.8;11.7;0.22;11.0;5.5;15.3;0.8;0.0;-0.7
03.01.2019 19:00;64.4;10.9;0.20;8.9;4.2;14.1;0.6;0.0;-1.0
03.01.2019 20:00;61.7;11.3;0.19;9.6;5.2;14.4;0.3;0.0;-1.0
03.01.2019 21:00;65.7;9.0;0.19;8.1;4.8;11.1;0.3;0.0;-1.0
03.01.2019 22:00;62.8;11.7;0.19;8.5;5.2;14.4;0.2;0.0;-1.0
03.01.2019 23:00;65.5;10.2;0.19;7.1;4.5;12.6;0.2;0.0;-1.0
04.01.2019 00:00;63.5;11.5;0.18;6.7;4.0;14.7;-0.0;0.0;-1.0
04.01.2019 01:00;63.4;10.6;0.18;6.3;4.2;12.8;-0.3;0.0;-1.0
04.01.2019 02:00;63.4;9.6;0.18;6.4;4.1;11.0;-0.5;0.0;-1.0
04.01.2019 03:00;62.0;9.2;0.18;5.6;3.7;10.8;-0.5;0.0;-1.0
04.01.2019 04:00;58.2;11.2;0.18;6.6;4.5;12.4;-0.7;0.0;-1.0
04.01.2019 05:00;61.2;9.8;0.18;5.6;3.9;11.2;-0.6;0.0;-1.0
04.01.2019 06:00;58.3;16.0;0.19;4.8;3.2;20.1;-0.2;0.0;-1.0
04.01.2019 07:00;62.9;10.1;0.19;5.9;3.8;12.4;-0.4;0.0;-1.0
04.01.2019 08:00;58.0;15.2;0.20;5.9;4.0;20.3;-0.4;0.0;-1.0
04.01.2019 09:00;55.8;14.7;0.20;7.3;5.0;19.4;-0.7;0.0;8.7
04.01.2019 10:00;54.4;16.2;0.21;9.9;6.1;23.4;-0.2;0.0;107.1
04.01.2019 11:00;51.3;26.5;0.23;9.1;5.6;46.8;1.2;0.0;245.0
04.01.2019 12:00;57.7;16.5;0.21;8.9;5.9;25.1;2.1;0.0;338.6
04.01.2019 13:00;56.7;16.8;0.24;10.2;6.4;25.7;3.0;0.0;357.0
04.01.2019 14:00;58.9;16.1;0.21;11.1;6.9;24.2;3.3;0.0;347.1
04.01.2019 15:00;58.8;18.0;0.23;11.1;7.0;29.3;3.7;0.0;278.0
04.01.2019 16:00;57.2;17.2;0.23;11.9;8.0;24.4;3.6;0.0;181.1
04.01.2019 17:00;46.9;29.8;0.34;13.2;8.8;43.2;3.1;0.0;35.9
04.01.2019 18:00;48.3;26.4;0.25;12.8;8.3;33.4;2.4;0.0;-0.5
04.01.2019 19:00;46.1;27.0;0.25;13.2;8.8;32.1;2.2;0.0;-1.0
04.01.2019 20:00;44.4;28.3;0.27;15.9;10.3;34.6;1.8;0.0;-1.0
04.01.2019 21:00;43.8;25.7;0.27;15.8;10.6;30.3;1.7;0.0;-0.7
04.01.2019 22:00;21.8;47.9;0.37;18.9;13.1;61.9;1.4;0.0;-1.0
04.01.2019 23:00;24.4;46.7;0.35;15.7;10.7;60.5;1.5;0.0;-0.5
05.01.2019 00:00;42.1;28.9;0.27;10.3;7.3;34.8;1.8;0.0;0.0
05.01.2019 01:00;46.4;23.8;0.25;9.7;7.0;27.3;1.7;0.0;0.0
05.01.2019 02:00;52.5;15.5;0.21;9.9;6.9;18.0;1.7;0.0;0.0
05.01.2019 03:00;47.8;17.5;0.22;14.7;11.4;22.7;1.4;0.0;-0.6
05.01.2019 04:00;50.4;16.8;0.22;15.3;11.8;25.2;1.1;0.0;-1.0
05.01.2019 05:00;49.1;20.1;0.21;11.5;9.0;26.9;0.7;0.0;-1.0
05.01.2019 06:00;52.1;15.3;0.21;11.2;8.5;18.5;0.6;0.0;-1.0
05.01.2019 07:00;35.0;31.7;0.29;14.5;10.7;49.8;0.2;0.0;-1.0
05.01.2019 08:00;32.4;35.9;0.32;13.9;10.4;54.1;0.3;0.0;-0.8
05.01.2019 09:00;22.4;48.0;0.33;14.4;10.7;74.0;0.7;0.0;7.1
05.01.2019 10:00;32.0;36.9;0.37;13.9;10.8;56.8;1.1;0.0;69.5
05.01.2019 11:00;35.5;33.7;0.30;15.2;10.7;52.1;2.0;0.0;146.7
05.01.2019 12:00;33.6;40.1;0.34;16.6;11.9;75.6;2.0;0.0;163.2
05.01.2019 13:00;38.8;32.4;0.34;16.0;11.6;58.0;1.9;0.0;116.4
05.01.2019 14:00;32.3;38.6;0.34;15.9;12.2;61.3;2.2;0.0;90.4
05.01.2019 15:00;27.5;42.0;0.34;18.8;13.2;61.9;2.4;0.0;68.0
05.01.2019 16:00;26.1;40.4;0.33;15.5;10.6;54.4;3.2;0.0;56.0
05.01.2019 17:00;24.1;45.9;0.37;17.0;12.2;75.9;2.7;0.0;11.2
05.01.2019 18:00;25.9;45.3;0.34;18.1;13.3;72.8;2.4;0.0;0.0
05.01.2019 19:00;15.1;54.1;0.39;19.3;14.1;79.3;2.9;0.0;0.0
05.01.2019 20:00;20.9;47.3;0.44;20.5;15.3;77.7;3.0;0.0;0.0
05.01.2019 21:00;25.1;36.4;0.32;16.3;12.6;48.9;3.2;0.0;0.0
05.01.2019 22:00;17.5;42.8;0.37;15.2;11.9;67.7;3.1;0.0;-0.8
05.01.2019 23:00;10.0;49.8;0.41;13.0;10.0;82.7;2.5;0.0;-0.5
06.01.2019 00:00;29.2;23.6;0.26;6.7;5.0;29.7;2.8;0.0;0.0
06.01.2019 01:00;26.1;29.9;0.30;6.2;4.6;44.5;3.2;0.0;0.0
06.01.2019 02:00;22.4;32.3;0.33;6.5;4.9;46.3;3.2;0.0;0.0
06.01.2019 03:00;40.7;11.2;0.20;4.4;3.1;13.0;3.5;0.0;0.0
06.01.2019 04:00;40.1;10.8;0.19;3.0;2.3;12.4;3.3;0.0;-0.4
06.01.2019 05:00;41.9;9.1;0.18;2.8;2.0;10.4;3.2;0.0;0.0
06.01.2019 06:00;38.8;10.3;0.19;2.6;1.9;11.7;3.1;0.0;0.0
06.01.2019 07:00;40.7;9.1;0.19;3.6;2.5;10.7;3.3;0.0;0.0
06.01.2019 08:00;37.2;13.6;0.20;3.2;2.4;16.1;3.3;0.0;0.0
06.01.2019 09:00;39.5;9.7;0.20;2.9;2.1;10.7;3.3;0.0;3.1
06.01.2019 10:00;38.8;11.3;0.20;3.2;2.1;13.4;3.5;0.0;26.1
06.01.2019 11:00;41.6;9.9;0.21;3.9;2.6;12.5;3.7;0.0;65.9
06.01.2019 12:00;44.0;11.5;0.21;3.9;2.7;16.5;4.1;0.0;111.0
06.01.2019 13:00;46.5;10.7;0.22;3.5;2.4;15.3;4.6;0.0;121.6
06.01.2019 14:00;45.9;13.6;0.21;4.5;2.7;19.8;4.9;0.0;99.4
06.01.2019 15:00;50.4;12.5;0.20;4.3;2.9;18.0;4.7;0.0;80.5
06.01.2019 16:00;49.9;12.3;0.20;4.5;3.2;15.5;4.5;0.0;44.0
06.01.2019 17:00;48.5;15.7;0.21;4.3;3.0;21.9;4.3;0.0;16.8
06.01.2019 18:00;45.0;15.8;0.22;5.1;3.6;20.4;3.6;0.0;-0.5
06.01.2019 19:00;38.3;22.3;0.25;7.0;4.8;27.0;2.9;0.0;-1.0
06.01.2019 20:00;21.5;40.6;0.37;12.3;9.0;55.8;2.4;0.0;-1.0
06.01.2019 21:00;17.0;44.0;0.41;13.9;10.4;58.9;1.9;0.0;-1.0
06.01.2019 22:00;15.4;41.8;0.39;13.4;10.3;57.9;1.4;0.0;-1.0
06.01.2019 23:00;22.5;30.6;0.31;13.0;9.9;38.3;1.1;0.0;-1.0
07.01.2019 00:00;23.8;24.4;0.30;14.7;11.5;29.1;1.0;0.0;-1.0
07.01.2019 01:00;20.8;24.8;0.30;10.0;9.2;33.7;0.9;0.0;-1.0
07.01.2019 02:00;16.6;27.8;0.26;10.7;9.9;36.9;0.9;0.0;-0.9
07.01.2019 03:00;20.7;23.3;0.25;10.3;9.6;28.1;1.0;0.0;-1.0
07.01.2019 04:00;18.9;25.0;0.26;9.5;8.7;31.3;1.0;0.0;-1.0
07.01.2019 05:00;13.8;30.6;0.27;8.5;7.9;50.4;0.7;0.0;-1.0
07.01.2019 06:00;14.4;40.2;0.30;7.4;6.9;91.6;1.3;0.0;-0.3
07.01.2019 07:00;30.5;26.8;0.27;7.9;7.2;50.0;2.2;0.0;-0.3
07.01.2019 08:00;31.8;24.0;0.28;9.1;8.0;39.0;2.4;0.0;0.0
07.01.2019 09:00;33.6;29.8;0.27;8.5;7.1;49.2;2.4;0.0;4.2
07.01.2019 10:00;36.4;23.9;0.23;7.3;5.7;37.6;2.4;0.0;25.9
07.01.2019 11:00;36.7;20.9;0.23;8.0;6.9;33.1;2.5;0.0;49.9
07.01.2019 12:00;36.4;21.2;0.24;8.4;6.6;37.0;2.7;0.0;63.1
07.01.2019 13:00;36.4;17.3;0.26;9.3;7.4;25.3;2.8;0.0;52.2
07.01.2019 14:00;35.2;22.6;0.25;8.2;6.5;36.6;3.0;0.0;62.6
07.01.2019 15:00;38.5;21.0;0.23;6.4;5.0;32.4;3.1;0.0;46.6
07.01.2019 16:00;40.3;21.4;0.24;6.4;4.9;33.0;3.1;0.0;29.1
07.01.2019 17:00;39.0;23.6;0.28;6.5;5.0;35.7;3.0;0.0;6.5
07.01.2019 18:00;34.3;27.7;0.65;7.3;5.8;38.5;3.0;0.0;0.0
07.01.2019 19:00;38.6;21.2;0.28;7.8;6.3;27.6;2.9;0.0;0.0
07.01.2019 20:00;31.6;31.4;0.30;10.0;7.5;42.6;2.5;0.0;0.0
07.01.2019 21:00;38.1;22.0;0.25;10.2;8.4;26.5;2.3;0.0;0.0
07.01.2019 22:00;40.7;20.4;0.25;12.3;10.9;24.4;2.1;0.0;0.0
07.01.2019 23:00;45.4;15.5;0.23;12.1;10.9;18.6;2.0;0.0;0.0
08.01.2019 00:00;43.2;15.0;0.22;11.7;10.7;17.8;2.1;0.0;0.0
08.01.2019 01:00;42.7;13.8;0.23;11.8;11.3;15.8;2.0;0.0;0.0
08.01.2019 02:00;46.8;13.2;0.20;10.6;9.8;16.3;2.1;0.0;0.0
08.01.2019 03:00;47.3;11.6;0.21;10.8;10.4;16.8;2.3;0.0;0.0
08.01.2019 04:00;41.0;12.1;0.23;14.5;14.1;17.1;2.5;0.0;0.0
08.01.2019 05:00;37.4;16.5;0.25;14.3;13.7;26.6;2.4;0.0;-0.0
08.01.2019 06:00;30.1;21.4;0.25;19.0;17.7;43.4;2.2;0.0;0.0
08.01.2019 07:00;22.5;34.1;0.33;19.5;17.9;69.2;2.4;0.0;0.0
08.01.2019 08:00;20.4;41.2;0.37;18.0;16.5;84.1;2.5;0.0;0.0
08.01.2019 09:00;19.3;46.0;0.34;17.1;15.2;94.3;2.4;0.0;3.6
08.01.2019 10:00;18.7;39.7;0.33;19.4;16.6;82.6;2.2;0.0;18.1
08.01.2019 11:00;16.6;44.0;0.31;18.8;16.7;89.8;2.0;0.0;42.1
08.01.2019 12:00;21.3;42.3;0.35;18.0;16.4;82.6;2.3;0.0;82.7
08.01.2019 13:00;25.4;34.7;0.34;17.9;16.2;64.3;2.8;0.0;125.4
08.01.2019 14:00;19.1;41.7;0.33;18.9;16.4;83.2;3.1;0.0;68.3
08.01.2019 15:00;16.9;44.7;0.34;17.3;15.0;79.1;3.1;0.2;24.0
08.01.2019 16:00;14.8;54.0;0.41;14.6;12.4;111.0;3.3;1.4;5.9
08.01.2019 17:00;19.0;44.3;0.40;11.4;9.4;75.6;3.4;0.2;6.2
08.01.2019 18:00;10.9;50.5;0.47;13.8;11.7;89.4;3.5;0.0;0.1
08.01.2019 19:00;13.1;51.7;0.46;12.6;11.1;92.4;3.6;0.0;0.0
08.01.2019 20:00;16.1;47.2;0.42;8.5;7.6;76.5;3.4;0.0;0.0
08.01.2019 21:00;13.3;43.7;0.39;12.6;11.7;61.5;3.4;0.0;0.0
08.01.2019 22:00;23.2;33.7;0.33;14.5;13.4;44.8;3.3;0.0;-0.3
08.01.2019 23:00;33.7;30.2;0.30;8.9;7.8;39.3;3.1;0.0;-0.3
09.01.2019 00:00;53.2;12.0;0.21;5.0;4.4;13.3;2.7;0.0;-1.0
09.01.2019 01:00;52.7;12.4;0.20;7.5;4.7;14.2;2.6;0.0;-1.0
09.01.2019 02:00;54.8;11.1;0.21;6.5;3.9;12.4;2.5;0.0;-0.9
09.01.2019 03:00;41.6;19.3;0.20;6.0;3.7;23.2;2.4;0.0;-0.2
09.01.2019 04:00;58.2;8.8;0.18;5.1;3.1;9.9;2.5;0.0;-0.3
09.01.2019 05:00;59.8;11.2;0.18;4.4;2.6;23.0;1.8;0.0;-0.1
09.01.2019 06:00;48.2;22.4;0.20;4.9;2.6;31.4;1.1;0.1;-0.1
09.01.2019 07:00;40.9;38.0;0.29;5.8;2.6;63.3;1.1;0.1;-0.1
09.01.2019 08:00;36.3;38.9;0.28;5.4;2.8;55.4;0.8;0.5;-1.1
09.01.2019 09:00;32.2;45.6;0.26;8.2;3.7;67.2;0.8;0.0;5.0
09.01.2019 10:00;;;0.25;9.2;3.8;;0.8;0.0;33.5
09.01.2019 11:00;;;;7.9;3.6;;1.4;0.0;76.6
09.01.2019 12:00;46.9;37.1;0.22;6.5;3.1;59.5;2.0;0.0;100.8
09.01.2019 13:00;53.8;26.6;0.23;6.3;3.1;37.8;2.3;0.0;180.2
09.01.2019 14:00;53.7;24.4;0.23;5.5;3.0;33.3;1.4;0.4;127.5
09.01.2019 15:00;53.4;27.5;0.24;5.3;2.5;42.7;2.3;0.0;165.1
09.01.2019 16:00;49.2;33.0;0.27;4.5;2.6;51.1;2.0;0.0;72.2
09.01.2019 17:00;47.3;32.0;0.28;4.1;2.2;48.0;1.9;0.0;28.2
09.01.2019 18:00;40.8;41.9;0.34;5.7;3.2;69.7;1.3;0.0;-0.2
09.01.2019 19:00;51.4;28.3;0.24;2.5;1.5;37.2;0.6;0.0;-1.0
09.01.2019 20:00;50.7;27.1;0.26;4.3;2.4;35.8;0.3;0.1;-0.4
09.01.2019 21:00;49.5;27.2;0.24;5.5;2.8;47.6;0.1;0.0;0.0
09.01.2019 22:00;45.2;30.8;0.26;6.8;3.8;44.0;0.2;0.0;0.0
09.01.2019 23:00;49.9;22.5;0.27;7.0;4.3;28.6;0.2;0.0;0.0
10.01.2019 00:00;56.9;13.3;0.21;6.6;4.0;15.7;-0.1;0.1;0.0
10.01.2019 01:00;53.3;17.0;0.22;5.6;4.3;22.4;-0.2;0.0;-1.0
10.01.2019 02:00;61.1;6.8;0.18;3.9;3.3;7.9;-0.5;0.0;-1.0
10.01.2019 03:00;63.9;4.6;0.18;3.6;3.2;4.9;-0.6;0.0;-1.0
10.01.2019 04:00;60.2;6.0;0.18;3.7;3.2;6.6;-0.1;0.0;0.0
10.01.2019 05:00;57.8;6.9;0.19;4.4;3.7;8.1;-0.1;0.0;0.0
10.01.2019 06:00;53.8;9.8;0.19;6.2;5.3;12.5;-0.2;0.0;0.0
10.01.2019 07:00;48.6;15.1;0.21;7.3;6.2;21.1;-0.2;0.0;-0.1
10.01.2019 08:00;39.9;22.2;0.25;8.8;7.6;29.6;-0.6;0.0;-1.0
10.01.2019 09:00;39.8;23.8;0.24;7.9;6.4;33.1;-0.8;0.0;7.9
10.01.2019 10:00;42.5;20.8;0.23;11.1;9.5;32.5;-0.4;0.0;108.0
10.01.2019 11:00;44.1;19.5;0.23;10.7;8.9;31.9;0.5;0.0;264.1
10.01.2019 12:00;46.0;15.2;0.22;7.7;6.4;26.1;1.0;0.0;309.0
10.01.2019 13:00;49.8;11.8;0.23;7.5;6.2;19.6;1.5;0.0;351.9
10.01.2019 14:00;48.7;15.4;0.23;8.0;5.3;26.5;2.0;0.0;379.3
10.01.2019 15:00;46.1;17.7;0.23;9.5;6.0;29.9;2.1;0.0;282.1
10.01.2019 16:00;44.8;17.2;0.23;7.4;5.1;26.7;1.7;0.0;155.4
10.01.2019 17:00;41.5;19.2;0.25;5.3;4.0;28.5;1.1;0.0;20.9
10.01.2019 18:00;37.6;22.0;0.26;5.5;4.1;32.7;0.5;0.0;-0.2
10.01.2019 19:00;37.4;20.2;0.26;6.2;5.2;26.7;0.2;0.0;-1.0
10.01.2019 20:00;37.9;16.9;0.25;8.4;6.9;21.7;0.1;0.0;-1.0
10.01.2019 21:00;36.4;18.4;0.25;9.5;7.9;24.5;-0.1;0.0;-1.0
10.01.2019 22:00;40.7;15.3;0.24;10.6;9.2;20.8;-0.3;0.0;-1.0
10.01.2019 23:00;42.3;14.1;0.24;10.6;9.0;18.3;-0.3;0.0;-1.0
11.01.2019 00:00;38.9;15.2;0.23;10.5;9.3;19.3;-0.5;0.0;-1.0
11.01.2019 01:00;40.1;12.8;0.23;10.7;9.9;15.3;-0.6;0.0;-1.0
11.01.2019 02:00;42.5;10.5;0.22;9.9;9.1;12.0;-0.7;0.0;-1.0
11.01.2019 03:00;42.4;9.7;0.22;10.0;9.2;11.3;-0.9;0.0;-1.0
11.01.2019 04:00;42.5;10.3;0.22;10.2;9.5;11.7;-1.1;0.0;-1.0
11.01.2019 05:00;41.1;10.5;0.22;11.0;10.1;12.0;-1.1;0.0;-0.3
11.01.2019 06:00;35.4;14.4;0.23;12.9;12.1;17.2;-1.1;0.0;0.0
11.01.2019 07:00;34.1;16.7;0.25;13.7;12.6;21.9;-1.0;0.0;0.0
11.01.2019 08:00;32.8;19.5;0.26;14.0;13.0;27.1;-1.0;0.0;0.0
11.01.2019 09:00;33.3;20.4;0.26;14.1;13.0;32.7;-1.1;0.0;10.8
11.01.2019 10:00;29.6;27.8;0.28;15.6;13.9;50.9;-1.0;0.0;109.2
11.01.2019 11:00;33.8;22.2;0.27;16.5;14.4;38.3;-0.3;0.0;180.2
11.01.2019 12:00;32.4;25.3;0.30;20.5;15.8;50.1;0.1;0.0;284.0
11.01.2019 13:00;42.5;16.2;0.27;21.2;14.0;27.9;1.3;0.0;366.9
11.01.2019 14:00;38.3;23.7;0.28;21.7;12.9;42.3;1.3;0.0;173.1
11.01.2019 15:00;37.6;26.7;0.28;21.1;12.4;45.8;1.6;0.0;171.6
11.01.2019 16:00;39.2;26.0;0.28;17.0;11.0;41.4;1.7;0.0;115.7
11.01.2019 17:00;29.2;37.6;0.32;18.1;11.9;56.8;1.4;0.0;12.3
11.01.2019 18:00;21.8;54.4;0.48;18.6;11.9;104.7;1.2;0.0;0.1
11.01.2019 19:00;30.8;39.8;0.35;13.8;10.0;59.6;1.3;0.0;0.0
11.01.2019 20:00;41.1;29.9;0.29;14.3;9.9;45.2;0.6;0.0;0.0
11.01.2019 21:00;46.4;22.3;0.28;11.0;9.5;28.5;-0.2;0.0;0.0
11.01.2019 22:00;42.7;25.9;0.27;10.7;9.6;32.1;-0.3;0.1;0.0
11.01.2019 23:00;27.0;32.3;0.32;17.1;14.5;42.8;-0.4;0.1;0.0
12.01.2019 00:00;30.7;28.3;0.30;18.5;14.9;38.8;-0.4;0.1;0.0
12.01.2019 01:00;30.0;29.8;0.33;16.0;12.9;42.3;-0.3;0.0;0.0
12.01.2019 02:00;31.4;29.4;0.29;14.4;11.6;42.3;0.0;0.0;0.0
12.01.2019 03:00;33.2;26.5;0.29;15.5;13.0;33.6;0.1;0.0;0.0
12.01.2019 04:00;43.0;18.4;0.24;12.5;10.4;22.8;0.2;0.0;0.0
12.01.2019 05:00;34.5;20.0;0.27;16.1;13.6;27.5;0.4;0.0;0.0
12.01.2019 06:00;27.9;26.2;0.27;17.4;14.3;38.0;0.5;0.0;0.0
12.01.2019 07:00;27.3;25.0;0.29;17.9;15.2;34.1;0.6;0.0;0.0
12.01.2019 08:00;27.1;27.0;0.30;19.3;15.9;40.6;0.6;0.0;0.0
12.01.2019 09:00;18.7;37.8;0.37;19.9;16.6;68.1;0.7;0.0;6.1
12.01.2019 10:00;19.0;40.9;0.42;18.0;14.3;84.1;0.8;0.0;52.8
12.01.2019 11:00;25.3;36.4;0.38;17.3;14.1;71.2;1.3;0.0;129.1
12.01.2019 12:00;27.7;36.7;0.40;19.8;15.5;79.9;1.9;0.0;198.3
12.01.2019 13:00;27.3;41.7;0.39;23.6;16.3;88.8;2.1;0.0;172.4
12.01.2019 14:00;26.6;38.3;0.41;28.6;16.1;86.7;2.2;0.0;168.4
12.01.2019 15:00;26.5;37.6;0.40;25.6;16.0;73.1;2.4;0.0;135.2
12.01.2019 16:00;21.4;39.7;0.44;27.6;19.3;70.0;2.8;0.0;82.2
12.01.2019 17:00;18.2;40.8;0.41;31.2;25.7;69.0;2.7;0.0;12.8
12.01.2019 18:00;16.5;44.1;0.45;31.3;27.0;86.4;2.4;0.0;0.9
12.01.2019 19:00;16.5;41.8;0.44;33.9;29.2;71.4;2.6;0.0;0.0
12.01.2019 20:00;15.6;44.4;0.48;33.3;28.7;76.3;2.7;0.0;0.0
12.01.2019 21:00;16.8;45.9;0.46;28.4;23.7;79.5;2.7;0.0;0.0
12.01.2019 22:00;24.0;41.1;0.41;24.9;20.8;65.7;3.6;0.0;-0.0
12.01.2019 23:00;49.4;25.4;0.28;9.8;8.1;41.3;4.1;0.0;-0.2
13.01.2019 00:00;50.9;26.1;0.28;9.0;6.9;43.4;3.8;0.0;-0.5
13.01.2019 01:00;52.0;26.7;0.27;5.7;4.6;47.3;3.5;0.0;0.0
13.01.2019 02:00;41.8;24.6;0.26;13.9;11.6;40.7;2.0;0.0;0.0
