Datum/Zeit;O3 [ug/m3];NO2 [ug/m3];SO2 [ug/m3];CO [mg/m3];PM10 [ug/m3];PM2.5 [ug/m3];EC [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
02.10.2014;84.3;13.1;0.3;0.20;13.0;;0.7;15.7;14.4;0.0;118.4
03.10.2014;90.8;16.4;0.4;0.25;15.9;;0.8;21.1;13.8;0.0;141.5
04.10.2014;88.8;14.0;0.3;0.21;17.7;;0.8;15.3;13.9;0.0;126.6
05.10.2014;93.2;8.7;0.2;0.18;11.3;;0.6;9.1;13.1;23.5;89.3
06.10.2014;77.6;10.6;0.3;0.16;6.6;;0.4;12.3;13.3;0.1;174.9
07.10.2014;66.1;11.4;0.3;0.15;7.6;;0.5;12.5;15.0;53.0;72.4
08.10.2014;58.2;12.5;0.2;0.18;7.2;;0.5;14.2;14.9;9.2;97.8
09.10.2014;69.9;17.8;0.4;0.21;11.7;;0.8;27.3;15.1;2.5;136.9
10.10.2014;63.8;12.5;0.2;0.16;7.3;;0.5;14.1;15.5;5.0;73.7
11.10.2014;66.7;9.0;0.2;0.20;6.3;;0.4;10.1;15.3;8.5;73.7
12.10.2014;43.0;8.4;0.2;0.20;8.9;;0.4;9.3;13.3;0.0;42.7
13.10.2014;64.8;10.6;0.2;0.17;7.9;;0.4;12.2;13.6;7.7;55.4
14.10.2014;73.1;10.4;0.2;0.16;6.7;;0.4;13.9;12.9;0.1;146.0
15.10.2014;46.0;15.1;0.3;0.21;9.4;;0.7;18.6;13.7;2.3;86.4
16.10.2014;53.3;13.3;0.3;0.17;8.3;;0.5;14.3;14.1;1.9;51.3
17.10.2014;92.9;10.4;0.3;0.21;5.9;;0.4;11.0;15.6;2.3;100.0
18.10.2014;63.8;12.8;0.3;0.28;9.5;;0.7;15.0;12.5;0.0;104.6
19.10.2014;74.8;8.7;0.4;0.18;11.2;;0.6;10.5;14.2;0.0;140.3
20.10.2014;57.8;22.6;0.6;0.20;19.2;;1.0;31.0;15.0;3.7;98.2
21.10.2014;76.9;6.7;0.5;0.14;8.8;;0.3;7.5;14.7;16.3;91.2
22.10.2014;70.9;4.6;0.7;0.15;5.7;;0.1;5.1;6.8;3.2;100.5
23.10.2014;75.4;10.4;0.7;0.17;9.7;;0.3;12.9;6.8;0.3;137.1
24.10.2014;48.9;17.5;0.5;0.23;16.8;;0.6;25.5;5.3;0.0;121.7
25.10.2014;30.3;18.5;0.8;0.30;24.5;;1.0;24.2;9.6;0.0;64.4
26.10.2014;44.4;15.2;0.3;0.26;16.1;;0.8;18.0;9.5;0.0;68.0
27.10.2014;31.5;16.0;0.4;0.27;15.6;;0.8;21.9;9.5;0.0;22.4
28.10.2014;46.0;19.1;0.4;0.27;21.3;;0.9;26.5;9.8;0.0;104.9
29.10.2014;52.7;21.0;0.4;0.31;21.4;;1.0;30.9;8.4;0.0;122.9
30.10.2014;52.3;21.8;0.5;0.25;22.6;;1.0;30.5;9.3;0.0;118.1
31.10.2014;32.2;24.5;0.4;0.29;24.8;;1.2;35.1;8.1;0.0;79.8
01.11.2014;23.3;23.5;0.4;0.37;27.7;;1.3;35.2;8.0;0.0;85.0
02.11.2014;41.3;17.1;0.3;0.30;16.7;;0.8;21.0;7.0;0.0;97.3
03.11.2014;21.1;24.4;0.8;0.33;;;1.4;49.8;6.9;0.0;54.4
04.11.2014;61.3;22.5;0.4;0.27;18.8;;1.2;37.9;7.3;6.3;21.9
05.11.2014;64.6;14.5;0.3;0.17;3.6;;0.3;14.9;5.2;24.8;9.9
06.11.2014;50.3;14.2;0.5;0.25;9.8;;0.4;15.6;5.1;0.9;58.4
07.11.2014;53.3;17.4;0.7;0.23;13.6;;0.6;21.5;6.6;0.2;84.8
08.11.2014;50.2;15.2;0.5;0.23;13.4;;0.6;18.2;5.8;0.0;75.8
09.11.2014;33.7;15.1;0.5;0.32;18.4;;0.7;17.5;6.1;0.0;48.0
10.11.2014;15.0;23.5;0.6;0.31;17.9;;1.1;35.9;7.9;2.4;21.5
11.11.2014;21.7;24.9;0.3;0.28;16.1;;0.7;27.8;6.9;0.0;16.7
12.11.2014;57.2;20.4;0.5;0.29;9.6;;0.8;35.6;7.9;9.8;16.5
13.11.2014;54.2;17.0;0.3;0.22;5.9;;0.4;20.2;8.0;1.3;71.3
14.11.2014;30.4;18.3;0.3;0.24;13.1;;0.5;20.4;6.4;0.0;35.4
15.11.2014;70.9;15.6;0.3;0.22;4.9;;0.4;16.4;7.6;23.2;10.6
16.11.2014;73.8;4.3;0.3;0.16;2.3;;0.1;4.6;8.1;2.0;83.3
17.11.2014;70.7;13.9;0.2;0.18;3.8;;0.3;14.5;6.2;9.5;20.9
18.11.2014;53.3;17.2;0.3;0.20;7.7;;0.5;21.2;6.5;0.3;44.5
19.11.2014;50.6;16.7;0.5;0.24;8.7;;0.5;21.8;5.9;0.1;82.5
20.11.2014;21.9;22.6;0.4;0.38;18.2;;0.9;36.7;4.1;0.0;48.4
21.11.2014;16.3;26.9;0.4;0.37;21.5;;1.0;44.3;5.1;0.0;40.7
22.11.2014;13.9;25.9;0.3;0.39;11.8;;0.9;40.6;4.2;0.0;34.3
23.11.2014;14.4;20.6;0.2;0.36;9.5;;0.6;27.4;5.1;0.0;28.4
24.11.2014;12.1;18.6;0.6;0.46;19.2;;1.2;48.7;7.7;0.0;67.4
25.11.2014;6.2;22.2;0.5;0.42;17.2;;1.2;50.5;7.8;0.3;10.2
26.11.2014;7.3;23.8;0.5;0.40;15.9;;1.1;48.9;8.4;0.1;26.3
27.11.2014;9.0;26.8;0.3;0.36;15.0;;0.9;43.2;8.1;0.0;16.7
28.11.2014;10.7;28.2;0.3;0.34;11.6;;0.7;39.3;6.3;0.0;11.0
29.11.2014;5.3;22.4;0.4;0.38;10.2;;0.7;38.9;4.0;0.0;12.2
30.11.2014;6.6;19.0;0.4;0.41;10.1;;0.6;34.5;3.7;0.0;24.7
01.12.2014;5.0;15.9;0.4;0.45;7.1;;0.5;32.9;3.3;4.4;11.8
02.12.2014;9.5;17.1;0.6;0.45;9.6;;0.6;33.2;4.1;0.0;21.3
03.12.2014;4.0;18.3;0.7;0.47;8.2;;0.7;47.4;3.9;0.0;20.4
04.12.2014;8.0;24.5;0.6;0.42;11.9;;0.6;40.4;4.2;0.0;18.6
05.12.2014;21.0;23.4;0.3;0.32;12.3;;0.5;24.9;3.8;0.0;14.7
06.12.2014;18.9;25.0;0.5;0.37;7.5;;0.4;32.9;3.6;0.0;19.8
07.12.2014;20.9;23.3;0.6;0.38;8.8;;0.4;30.7;3.8;0.0;21.7
08.12.2014;48.4;16.9;0.5;0.26;10.4;;0.4;18.6;4.3;0.4;33.5
09.12.2014;63.9;12.8;0.5;0.22;6.8;;0.3;13.4;2.0;0.3;21.1
10.12.2014;38.4;21.1;0.6;0.24;13.7;;0.5;24.3;1.3;0.0;27.5
11.12.2014;77.8;11.4;0.2;0.18;5.8;;0.3;11.9;5.4;0.0;45.8
12.12.2014;68.7;11.7;0.2;0.17;5.5;;0.3;12.6;6.0;0.0;53.8
13.12.2014;60.4;24.7;1.2;0.47;15.0;;1.0;35.0;6.6;0.0;43.1
14.12.2014;39.4;22.0;1.2;0.39;13.4;;0.9;28.7;6.0;1.5;14.7
15.12.2014;34.9;26.8;0.7;0.34;16.4;;1.1;39.1;7.3;1.9;33.1
16.12.2014;31.9;22.0;0.3;0.26;16.3;;0.9;29.2;5.8;0.0;35.0
17.12.2014;55.4;13.3;0.1;0.19;4.4;;0.3;13.9;3.8;6.4;7.9
18.12.2014;38.0;14.9;0.1;0.20;4.3;;0.4;15.5;7.5;1.5;9.3
19.12.2014;58.7;9.8;0.1;0.16;3.8;;0.3;10.4;9.9;0.1;58.7
20.12.2014;72.5;4.8;0.0;0.15;3.2;;0.1;5.2;7.6;0.4;58.7
21.12.2014;74.8;7.3;0.2;0.19;4.9;;0.2;7.9;2.9;0.0;76.8
22.12.2014;37.6;24.5;0.6;0.40;12.6;;0.8;34.2;2.0;0.0;69.9
23.12.2014;29.7;31.1;0.9;0.45;15.8;;1.0;44.6;2.0;0.0;76.6
24.12.2014;68.4;16.0;0.7;0.21;12.8;;0.6;17.6;5.5;0.0;65.9
25.12.2014;75.7;6.6;0.3;0.17;6.6;;0.2;6.8;5.6;0.2;38.7
26.12.2014;74.6;9.1;1.4;0.23;7.4;;0.2;9.6;1.1;0.0;63.2
27.12.2014;71.5;5.9;0.8;0.17;4.7;;0.1;6.2;1.1;9.2;20.6
28.12.2014;66.2;7.0;1.2;0.22;7.2;;0.3;7.7;-1.0;0.8;27.5
29.12.2014;53.1;14.5;1.5;0.27;18.0;;0.7;16.5;-5.5;0.3;41.7
30.12.2014;43.3;29.9;1.5;0.32;18.4;;0.7;36.5;-3.8;0.0;50.3
31.12.2014;66.9;21.6;1.2;0.28;20.3;;0.6;22.8;-1.2;0.0;74.0
01.01.2015;47.4;21.3;0.7;0.32;36.7;;0.7;23.4;-4.5;0.0;68.2
02.01.2015;37.6;29.8;1.2;0.41;33.1;;1.1;35.7;-2.1;0.4;35.2
03.01.2015;60.5;17.8;0.7;0.23;10.8;;0.5;19.2;3.9;2.6;17.0
04.01.2015;66.7;8.5;0.4;0.19;3.7;;0.2;8.8;5.8;3.3;65.1
05.01.2015;43.6;23.4;0.5;0.27;15.0;;0.6;31.8;-1.5;0.0;77.8
06.01.2015;27.8;27.8;0.4;0.37;20.5;;1.0;43.6;-3.3;0.0;50.9
07.01.2015;20.5;36.0;0.7;0.43;24.4;;1.3;60.9;-1.2;0.0;60.3
08.01.2015;66.9;21.7;0.5;0.24;12.2;;0.7;25.2;3.4;0.6;64.5
09.01.2015;71.5;10.8;0.3;0.19;7.1;;0.3;11.1;7.2;0.4;19.7
10.01.2015;64.7;4.9;0.2;0.15;2.8;;0.1;5.2;12.1;0.0;58.4
11.01.2015;79.9;3.2;0.0;0.16;3.9;;0.1;3.3;5.9;3.4;46.9
12.01.2015;67.6;20.3;0.4;0.27;10.0;;0.4;22.2;2.4;0.0;56.7
13.01.2015;76.0;17.5;1.2;0.26;10.3;;0.6;26.1;4.7;0.0;82.0
14.01.2015;75.5;7.3;0.2;0.17;5.2;;0.2;7.6;7.0;5.2;34.2
15.01.2015;63.7;12.7;0.3;0.19;7.9;;0.3;13.3;6.4;0.0;47.6
16.01.2015;69.4;25.5;0.8;0.27;11.6;;0.8;35.3;3.1;15.8;19.9
17.01.2015;61.6;9.1;0.1;0.18;3.3;;0.2;9.3;1.9;6.5;15.7
18.01.2015;51.9;11.3;0.4;0.24;10.3;;0.4;12.2;-1.2;0.0;62.8
19.01.2015;31.9;29.1;0.7;0.32;20.5;;0.8;36.0;-0.5;3.3;31.8
20.01.2015;20.4;37.4;1.1;0.41;20.5;;1.2;60.1;0.3;6.3;36.1
21.01.2015;36.2;31.7;0.6;0.33;21.4;;0.8;38.0;0.4;0.0;23.3
22.01.2015;39.9;26.8;0.5;0.29;25.6;;0.6;29.0;0.7;0.0;23.3
23.01.2015;30.0;24.6;0.5;0.32;14.1;;0.5;27.1;0.5;0.0;18.5
24.01.2015;44.4;23.2;0.7;0.36;11.8;;0.6;31.1;0.3;3.9;42.9
25.01.2015;78.4;11.9;0.7;0.26;10.3;;0.3;12.9;-0.6;0.4;69.0
26.01.2015;67.6;20.5;0.5;0.24;12.2;;0.4;22.8;-1.3;1.4;29.0
27.01.2015;60.4;25.4;0.6;0.26;12.0;;0.5;32.5;0.6;0.0;59.8
28.01.2015;67.0;15.9;0.4;0.21;10.9;;0.4;18.4;-0.3;0.0;66.8
29.01.2015;81.0;8.8;0.1;0.17;1.7;;0.1;9.1;2.8;7.0;23.9
30.01.2015;93.9;6.2;0.0;0.16;3.7;;0.1;6.8;0.7;2.3;68.8
31.01.2015;70.4;9.2;0.7;0.19;5.8;;0.2;10.4;0.1;1.3;67.3
01.02.2015;71.6;5.2;0.2;0.18;2.8;;0.1;5.7;0.4;0.6;53.5
02.02.2015;68.9;12.7;0.2;0.20;5.5;;0.2;14.3;0.0;0.2;76.5
03.02.2015;64.5;17.0;0.4;0.23;10.3;;0.4;22.2;-2.8;0.0;97.5
04.02.2015;64.4;18.3;0.6;0.24;17.0;;0.4;19.3;-2.1;0.0;36.4
05.02.2015;56.7;17.1;1.1;0.26;16.9;;0.5;18.5;-2.6;0.0;42.6
06.02.2015;60.3;16.2;1.9;0.33;28.0;;1.1;16.9;-2.3;0.0;17.0
07.02.2015;61.0;14.7;1.5;0.35;30.4;;1.0;15.4;-3.7;0.0;32.7
08.02.2015;77.8;17.0;1.1;0.35;28.6;;0.7;18.1;-3.0;0.0;76.6
09.02.2015;69.0;22.4;1.2;0.27;21.9;;0.6;24.3;-0.8;0.0;103.0
10.02.2015;70.1;32.5;1.1;0.33;27.3;;0.8;41.9;-1.4;0.0;128.7
11.02.2015;52.9;36.1;0.9;0.36;43.3;;1.0;43.2;-1.5;0.0;107.4
12.02.2015;32.4;40.3;0.5;0.42;37.7;;1.0;51.2;-2.7;0.0;67.2
13.02.2015;32.3;42.7;0.9;0.46;31.9;;1.3;62.3;-1.0;0.0;108.4
14.02.2015;67.5;30.3;0.7;0.38;27.5;;1.0;35.1;2.7;6.9;72.5
15.02.2015;62.3;23.6;0.6;0.33;22.8;;0.7;25.2;2.6;2.3;71.9
16.02.2015;29.2;37.6;0.3;0.43;36.3;;0.8;41.1;-0.9;0.0;30.7
17.02.2015;30.1;38.2;0.4;0.42;33.5;;0.7;41.6;-0.7;0.0;33.0
18.02.2015;30.5;41.7;0.5;0.41;32.9;;0.7;45.5;-0.2;0.0;21.4
19.02.2015;43.6;36.4;0.8;0.41;38.5;;0.8;41.7;1.0;0.0;130.5
20.02.2015;95.1;25.5;0.8;0.33;21.2;;0.8;36.8;3.1;0.0;153.2
21.02.2015;93.2;11.2;0.3;0.23;8.1;;0.3;11.5;2.5;16.0;18.8
22.02.2015;73.7;15.0;0.3;0.27;12.2;;0.4;16.5;0.8;1.7;71.8
23.02.2015;62.6;16.8;0.2;0.23;11.1;;0.4;17.7;1.7;1.7;40.5
24.02.2015;86.7;10.8;0.1;0.19;7.5;;0.2;11.5;3.2;0.8;74.0
25.02.2015;87.2;13.4;0.3;0.22;8.6;;0.3;15.3;2.8;0.1;161.9
26.02.2015;81.4;20.0;0.5;0.25;13.1;;0.5;24.3;1.6;0.0;156.4
27.02.2015;77.5;16.5;0.4;0.24;10.9;;0.4;17.2;3.1;1.4;28.8
28.02.2015;72.9;11.4;0.4;0.23;11.9;;0.3;12.0;2.4;0.0;82.1
01.03.2015;76.3;8.5;0.2;0.20;4.5;;0.2;8.8;5.4;2.2;66.5
02.03.2015;93.7;3.9;0.1;0.16;2.7;;0.1;4.2;8.8;12.2;137.6
03.03.2015;;12.4;0.3;0.21;8.6;;0.3;16.6;5.9;0.0;146.8
04.03.2015;;8.3;0.2;0.19;5.5;;0.2;8.8;3.6;2.1;92.1
05.03.2015;82.4;10.4;0.4;0.21;8.1;;0.3;11.4;2.4;0.0;131.0
06.03.2015;78.8;17.8;0.6;0.26;13.5;;0.4;19.8;2.9;0.0;186.1
07.03.2015;76.0;21.6;0.7;0.36;19.8;;0.6;24.9;2.6;0.0;175.7
08.03.2015;74.7;24.4;0.9;0.57;23.1;;0.9;28.6;4.5;0.0;169.3
09.03.2015;86.3;21.3;0.7;0.28;17.1;;0.7;27.6;6.9;0.0;184.4
10.03.2015;68.8;28.4;1.0;0.36;32.5;;1.1;34.5;6.6;0.0;137.8
11.03.2015;84.8;23.7;0.8;0.30;29.8;;0.9;28.3;8.1;0.0;181.2
12.03.2015;81.5;17.1;0.5;0.24;19.6;;0.5;19.3;4.9;0.0;205.9
13.03.2015;74.3;22.0;0.5;0.28;27.0;;0.6;26.7;3.5;0.0;189.9
14.03.2015;83.7;19.6;0.5;0.30;36.4;;0.8;21.8;4.1;0.0;158.6
15.03.2015;54.2;18.7;0.5;0.31;44.3;;1.1;20.0;2.5;0.0;97.4
16.03.2015;77.1;26.6;0.8;0.36;46.0;;1.3;37.5;6.1;0.0;139.7
17.03.2015;95.2;25.7;0.8;;34.6;;1.1;35.1;7.4;0.0;182.4
18.03.2015;107.4;25.1;0.9;0.32;28.4;;0.9;31.0;9.0;0.0;197.5
19.03.2015;108.2;23.4;0.9;0.31;39.6;;1.1;30.0;9.1;0.0;194.4
20.03.2015;93.5;29.5;0.9;0.34;47.0;;1.2;35.1;7.7;0.0;148.8
21.03.2015;91.1;18.7;0.4;0.31;41.0;;1.1;22.0;7.3;5.2;36.3
22.03.2015;66.7;15.4;0.2;0.27;21.4;;0.4;16.0;4.8;0.0;55.0
23.03.2015;85.2;21.3;0.4;0.32;23.7;;0.6;26.1;6.8;0.0;215.2
24.03.2015;106.5;24.1;0.7;0.31;22.0;;0.7;28.1;8.5;0.0;215.9
25.03.2015;54.5;20.5;0.5;0.27;10.9;;0.5;22.9;6.8;1.8;54.8
26.03.2015;65.9;16.6;0.2;0.22;7.5;;0.2;17.7;5.7;0.3;74.8
27.03.2015;94.1;14.5;0.2;0.21;10.0;;0.3;15.1;7.0;0.1;182.0
28.03.2015;84.3;12.6;0.3;0.20;12.4;;0.3;13.7;5.7;0.0;158.2
29.03.2015;83.6;8.0;0.0;0.16;2.6;;0.1;8.2;9.4;12.0;72.9
30.03.2015;86.4;7.4;0.0;0.16;0.9;;0.1;7.8;10.5;9.0;93.8
31.03.2015;90.0;5.9;0.0;0.16;3.4;;0.1;6.3;11.1;3.6;90.2
01.04.2015;88.4;4.6;0.1;0.17;7.5;;0.1;4.9;5.8;1.2;110.4
02.04.2015;94.8;7.5;0.2;;5.8;;0.2;7.9;6.2;4.2;78.6
03.04.2015;79.7;7.2;0.2;0.18;4.0;;0.2;7.9;4.8;1.7;166.6
04.04.2015;61.0;8.2;0.1;0.19;4.5;;0.2;8.6;6.2;9.7;57.0
05.04.2015;90.0;5.9;0.3;0.20;7.4;;0.2;6.3;3.9;0.0;185.5
06.04.2015;93.6;7.5;0.7;0.22;7.7;;0.3;8.2;4.3;0.0;260.9
07.04.2015;90.1;10.7;0.7;0.23;9.8;;0.3;12.1;5.2;0.0;272.1
08.04.2015;103.5;15.9;0.8;0.23;9.7;;0.4;19.9;6.6;0.0;275.6
09.04.2015;113.8;18.7;0.9;0.24;12.2;;0.5;22.9;9.6;0.0;270.8
10.04.2015;136.1;15.7;1.1;0.21;12.4;;0.5;19.7;12.0;0.1;257.1
11.04.2015;114.8;9.4;0.6;0.20;9.3;;0.3;9.7;11.6;0.1;113.1
12.04.2015;106.1;8.6;0.4;0.19;8.2;;0.3;9.3;11.8;0.0;264.8
13.04.2015;107.3;11.4;0.4;0.19;9.6;;0.4;14.8;12.9;0.0;271.5
14.04.2015;107.2;12.1;0.5;0.18;9.2;;0.4;16.7;12.3;0.0;276.2
15.04.2015;121.1;14.1;0.5;0.19;10.1;;0.4;17.7;13.2;0.0;274.4
16.04.2015;96.8;20.5;0.6;0.21;17.8;;0.7;26.2;11.7;0.8;110.7
17.04.2015;98.6;13.3;0.2;0.20;13.8;;0.6;17.4;12.0;3.2;63.8
18.04.2015;91.0;8.0;0.1;0.19;11.0;;0.2;8.8;9.1;4.1;192.1
19.04.2015;93.6;10.7;0.4;0.20;8.6;;0.3;11.5;8.2;0.0;218.3
20.04.2015;111.9;15.3;0.6;0.23;10.1;;0.5;19.7;10.5;0.0;285.5
21.04.2015;117.5;16.9;0.8;0.21;13.5;;0.5;19.8;12.0;0.0;300.8
22.04.2015;126.4;15.2;0.5;0.20;12.4;;0.5;19.2;12.7;0.0;303.7
23.04.2015;127.6;16.3;0.6;0.20;14.7;;0.5;20.7;11.9;0.0;296.7
24.04.2015;131.2;14.5;0.5;0.21;11.8;;0.5;17.2;13.0;0.0;304.2
25.04.2015;114.5;8.8;0.4;0.19;9.5;;0.3;9.2;13.1;3.6;96.9
26.04.2015;95.5;7.1;0.1;0.15;6.6;;0.2;7.7;13.5;1.6;236.0
27.04.2015;105.9;9.7;0.0;0.16;6.6;;0.3;10.7;13.9;13.0;204.5
28.04.2015;82.3;10.0;0.0;0.20;8.9;;0.2;10.5;7.9;10.1;88.5
29.04.2015;85.0;11.6;0.3;0.20;11.2;;0.4;15.4;7.9;0.0;263.9
30.04.2015;104.7;8.6;0.2;0.17;6.0;;0.3;9.5;11.6;2.3;244.1
01.05.2015;79.5;5.3;0.0;0.14;3.4;;0.1;5.6;11.6;41.8;51.4
02.05.2015;97.2;3.5;0.0;0.15;3.9;;0.1;3.7;13.9;12.6;192.1
03.05.2015;79.5;3.2;0.0;0.14;4.4;;0.1;3.5;14.9;14.4;107.7
04.05.2015;76.0;8.0;0.0;0.16;5.6;;0.3;9.2;16.1;8.8;129.4
05.05.2015;70.5;10.1;0.1;0.19;9.2;;0.5;12.4;15.3;3.9;101.8
06.05.2015;105.8;5.0;0.0;0.15;6.4;;0.1;5.6;14.3;6.8;288.7
07.05.2015;111.6;6.7;0.1;0.17;8.1;;0.2;7.4;12.8;0.0;307.6
08.05.2015;93.6;9.8;0.2;0.19;9.7;;0.4;12.0;12.5;1.3;192.1
09.05.2015;89.8;4.5;0.1;0.15;6.2;;0.2;4.9;14.8;0.0;264.0
10.05.2015;108.6;4.8;0.2;0.16;6.0;;0.2;5.3;14.3;0.0;333.4
11.05.2015;120.2;11.0;0.6;0.19;10.6;;0.4;14.4;16.3;0.0;315.0
12.05.2015;132.1;11.6;0.6;0.19;15.6;;0.5;14.0;19.2;0.0;297.3
13.05.2015;138.2;8.8;0.7;0.17;18.7;;0.5;9.8;22.1;0.0;310.1
14.05.2015;117.9;2.5;0.2;0.14;7.5;;0.1;2.7;18.0;3.5;243.2
15.05.2015;90.7;4.5;0.1;0.16;4.5;;0.1;4.7;7.7;10.1;62.3
16.05.2015;111.3;6.9;0.3;0.20;8.6;;0.3;7.5;12.6;0.0;304.0
17.05.2015;102.4;5.2;0.2;0.16;7.7;;0.2;5.4;14.7;0.0;304.1
18.05.2015;117.9;8.7;0.2;0.16;9.8;;0.3;11.1;15.9;0.0;339.3
19.05.2015;85.7;6.3;0.1;0.15;8.0;;0.2;6.7;13.3;1.0;67.3
20.05.2015;86.7;4.8;0.2;0.15;5.1;;0.1;5.1;9.4;3.3;103.9
21.05.2015;76.3;8.1;0.2;0.18;8.6;;0.2;8.9;8.4;1.0;108.0
22.05.2015;101.1;11.9;0.4;0.19;15.2;;0.4;13.8;11.0;0.0;245.2
23.05.2015;114.2;10.1;0.5;0.20;15.6;;0.3;10.5;12.8;0.0;318.7
24.05.2015;105.5;8.1;0.5;0.18;12.9;;0.3;8.4;14.9;0.0;277.9
25.05.2015;97.0;8.7;0.4;0.18;12.0;;0.4;9.1;14.7;0.3;188.0
26.05.2015;84.4;7.8;0.2;0.16;8.3;;0.2;8.5;12.0;0.6;151.6
27.05.2015;106.8;8.8;0.4;0.17;11.4;;0.3;9.6;12.2;0.0;355.7
28.05.2015;124.2;10.3;0.4;0.18;10.8;;0.4;12.4;13.9;0.0;354.8
29.05.2015;127.7;8.6;0.4;0.17;12.3;;0.3;9.9;17.0;0.0;346.7
30.05.2015;95.2;4.7;0.2;0.17;7.9;;0.2;5.0;16.2;0.0;224.3
31.05.2015;90.9;5.2;0.3;0.14;7.4;;0.2;5.6;17.1;0.0;332.0
01.06.2015;89.1;8.1;0.3;0.14;8.5;;0.2;9.0;18.0;0.5;248.8
02.06.2015;102.0;8.2;0.2;0.14;9.1;;0.3;8.8;19.9;0.0;332.1
03.06.2015;116.1;8.9;0.4;0.15;9.8;;0.3;10.6;20.6;0.0;342.7
04.06.2015;138.4;9.6;0.3;0.18;14.3;;0.5;10.4;20.9;0.0;345.6
05.06.2015;154.6;10.4;0.5;0.18;16.8;;0.6;11.3;22.5;9.5;339.3
06.06.2015;130.7;7.7;0.3;0.15;10.8;;0.3;8.4;22.2;0.0;352.4
07.06.2015;135.1;7.8;0.2;0.16;12.5;;0.3;8.1;21.4;0.0;250.7
08.06.2015;131.0;9.2;0.1;0.14;11.4;;0.3;10.2;19.2;0.0;305.5
09.06.2015;76.4;8.9;0.1;0.16;11.1;;0.3;9.7;15.0;0.0;136.9
10.06.2015;75.6;9.6;0.1;0.17;9.8;;0.4;10.5;16.4;0.0;247.0
11.06.2015;128.7;10.9;0.2;0.17;11.7;;0.5;12.5;19.5;0.0;332.7
12.06.2015;126.9;10.6;0.3;0.16;12.3;;0.4;11.9;19.9;0.0;241.6
13.06.2015;121.9;4.3;0.1;0.12;6.4;;0.1;4.5;20.7;12.1;335.7
14.06.2015;115.5;4.7;0.0;0.12;7.0;;0.1;5.1;17.3;25.5;211.3
15.06.2015;90.0;6.7;0.0;0.13;5.7;;0.2;7.4;16.4;5.5;140.6
16.06.2015;110.1;7.1;0.0;0.15;9.3;;0.2;7.4;16.6;2.2;206.1
17.06.2015;124.6;7.3;0.2;0.15;12.6;;0.3;7.7;16.9;0.0;358.4
18.06.2015;106.1;7.9;0.1;0.14;9.5;;0.3;9.1;16.2;2.5;164.7
19.06.2015;94.8;4.3;0.0;0.13;8.0;;0.2;4.8;16.8;1.3;337.0
20.06.2015;92.8;5.9;0.0;0.14;9.8;;0.2;6.2;14.9;0.0;216.2
21.06.2015;81.3;4.6;0.0;0.13;8.7;;0.2;4.9;15.9;2.0;189.9
22.06.2015;101.2;6.3;0.0;0.13;10.6;;0.2;7.5;18.5;2.6;249.3
23.06.2015;85.2;4.8;0.0;0.12;5.9;;0.1;5.3;14.6;8.5;270.1
24.06.2015;113.0;8.7;0.1;0.15;7.7;;0.3;10.1;15.1;0.0;371.3
25.06.2015;120.1;9.4;1.2;0.18;8.1;;0.3;10.7;17.3;0.0;339.9
26.06.2015;141.0;10.8;0.3;0.17;12.1;;0.4;12.5;18.7;0.0;337.9
27.06.2015;132.0;6.7;0.1;0.15;13.5;;0.4;7.1;20.2;0.0;269.4
28.06.2015;116.7;5.6;0.1;0.13;8.2;;0.2;6.0;20.0;0.0;364.9
29.06.2015;120.7;9.5;1.7;0.15;12.4;;0.4;10.8;20.4;0.0;307.6
30.06.2015;138.3;9.5;0.2;0.16;13.4;;0.5;11.3;22.2;0.0;356.8
01.07.2015;168.7;11.2;0.7;0.18;17.9;;0.6;12.2;24.1;0.0;351.8
02.07.2015;175.3;10.6;0.7;0.18;22.9;;0.7;11.4;26.2;0.0;333.7
03.07.2015;157.8;11.7;1.0;0.18;24.1;;0.7;12.3;26.4;0.0;331.8
04.07.2015;150.4;8.7;0.6;0.18;24.7;;0.6;9.0;27.0;0.0;335.8
05.07.2015;155.8;7.5;0.8;0.25;23.8;;0.5;7.8;27.4;0.0;305.0
06.07.2015;146.1;10.4;0.3;0.19;28.4;;0.6;11.0;25.5;2.1;315.0
07.07.2015;151.9;9.5;0.6;0.18;28.6;;0.6;10.1;28.2;0.0;303.4
08.07.2015;117.0;3.7;0.1;0.11;9.6;;0.1;4.0;21.3;0.0;292.5
09.07.2015;103.3;4.9;0.3;0.12;7.1;;0.1;5.1;19.0;0.0;338.4
10.07.2015;147.0;9.8;0.4;0.16;11.0;;0.4;10.6;19.1;0.0;357.5
11.07.2015;151.0;8.2;0.6;0.16;13.4;;0.4;8.5;23.1;0.0;341.3
12.07.2015;143.5;6.4;0.4;0.15;13.0;;0.4;6.6;22.2;0.0;319.5
13.07.2015;109.5;8.2;0.4;0.15;10.5;;0.3;8.6;22.7;0.0;289.6
14.07.2015;118.8;7.4;0.4;0.16;12.3;;0.4;7.9;22.8;0.0;340.5
15.07.2015;144.7;11.8;0.5;0.19;17.3;;0.7;14.4;22.9;0.0;343.4
16.07.2015;162.3;12.6;0.6;0.19;19.1;;0.6;13.5;25.1;0.0;344.2
