Datum/Zeit;O3 [ug/m3];NO2 [ug/m3];SO2 [ug/m3];CO [mg/m3];PM10 [ug/m3];PM2.5 [ug/m3];EC [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
01.01.2000;45.6;22.1;2.9;0.47;;;;24.6;0.8;0.0;41.5
02.01.2000;53.1;19.0;2.0;0.46;;;;22.8;1.2;0.0;43.9
03.01.2000;50.1;22.7;2.0;0.36;;;;25.4;1.2;0.0;55.2
04.01.2000;32.4;33.3;1.9;0.52;;;;42.0;-0.7;0.2;32.1
05.01.2000;56.7;38.0;2.7;0.52;;;;57.2;3.9;0.1;32.0
06.01.2000;42.2;31.8;1.6;0.45;;;;37.8;2.7;0.0;21.6
07.01.2000;38.2;29.7;1.4;0.47;;;;36.0;1.8;0.0;38.5
08.01.2000;43.6;38.3;1.8;0.64;;;;47.3;1.4;0.0;34.8
09.01.2000;22.9;35.8;2.6;0.71;;;;46.6;2.6;0.0;33.5
10.01.2000;25.7;32.0;2.6;0.57;;;;42.6;3.0;0.4;14.9
11.01.2000;10.8;37.9;2.2;0.49;;;;50.0;2.2;0.0;11.6
12.01.2000;44.1;29.4;1.5;0.49;;;;40.8;0.8;0.0;56.3
13.01.2000;;34.1;1.8;0.53;;;;43.3;-0.4;0.0;69.4
14.01.2000;45.7;40.7;2.8;0.72;;;;81.4;-2.3;0.0;71.1
15.01.2000;27.6;47.1;1.9;0.65;;;;58.0;-2.5;0.0;27.5
16.01.2000;50.8;23.0;2.6;0.42;;;;24.4;-1.9;0.0;22.4
17.01.2000;43.9;33.4;3.5;0.52;;;;55.3;-1.6;0.0;72.5
18.01.2000;46.9;31.7;2.8;0.43;;;;50.8;1.8;0.3;32.5
19.01.2000;72.0;21.2;2.7;0.32;;;;24.4;1.0;0.0;72.8
20.01.2000;57.7;34.9;3.1;0.48;;;;57.2;-1.7;0.0;77.7
21.01.2000;58.2;31.9;2.6;0.45;;;;40.4;-0.1;0.0;29.6
22.01.2000;53.6;18.6;2.5;0.34;;;;20.3;0.0;0.7;19.1
23.01.2000;61.5;13.6;2.1;0.28;;;;14.8;0.1;0.3;27.3
24.01.2000;73.2;17.2;3.8;0.34;;;;20.1;-3.2;0.1;84.1
25.01.2000;52.7;30.9;5.3;0.50;;;;36.3;-7.7;0.0;51.8
26.01.2000;54.2;42.9;3.2;0.73;;;;60.6;-9.4;0.0;67.0
27.01.2000;55.2;41.7;2.2;0.66;;;;50.6;-5.6;0.0;71.5
28.01.2000;40.2;53.5;2.8;0.79;;;;81.4;-4.5;0.0;44.6
29.01.2000;79.7;23.6;2.9;0.32;;;;24.5;3.5;0.7;16.2
30.01.2000;73.2;11.1;1.8;0.21;;;;11.8;7.2;2.3;17.6
31.01.2000;63.1;25.7;2.0;0.34;;;;33.4;6.2;0.0;73.0
01.02.2000;22.9;30.7;1.8;0.56;;;;66.9;0.8;0.0;45.2
02.02.2000;28.2;33.5;4.9;0.75;;;;98.8;3.5;3.8;12.5
03.02.2000;75.1;23.7;2.1;0.36;;;;31.8;3.7;0.0;100.8
04.02.2000;64.0;31.1;2.2;0.47;;;;53.3;1.0;0.0;101.5
05.02.2000;69.2;29.5;2.5;0.67;;;;36.9;2.5;0.0;96.5
06.02.2000;50.1;33.3;4.1;0.64;;;;41.7;3.5;0.0;82.8
07.02.2000;71.8;20.6;3.2;0.32;;;;22.3;6.8;0.0;28.7
08.02.2000;72.7;15.7;1.7;0.24;;;;17.0;7.7;14.5;34.4
09.02.2000;87.9;10.4;1.4;0.23;;;;11.5;4.7;1.3;41.0
10.02.2000;63.1;26.1;2.1;0.36;;;;41.2;3.3;0.0;113.0
11.02.2000;59.1;21.1;1.9;0.30;;;;24.6;4.1;7.0;22.1
12.02.2000;70.2;14.4;2.1;0.30;;;;15.7;2.8;0.0;40.0
13.02.2000;65.3;13.7;1.7;0.29;;;;14.7;4.2;1.7;31.1
14.02.2000;46.5;29.2;2.3;0.39;;;;47.8;5.0;0.0;112.8
15.02.2000;67.3;19.2;1.9;0.29;;;;20.9;6.5;1.9;51.9
16.02.2000;86.2;7.1;1.6;0.20;;;;7.9;4.3;10.8;36.0
17.02.2000;81.5;12.1;1.7;0.24;;;;14.3;0.9;1.8;60.5
18.02.2000;69.1;15.4;1.8;0.27;;;;17.0;2.2;4.6;41.2
19.02.2000;87.7;6.6;1.5;0.22;;;;7.4;4.5;12.3;62.2
20.02.2000;73.7;7.5;2.1;0.28;;;;8.3;1.6;0.1;45.3
21.02.2000;76.8;18.9;2.6;0.36;;;;29.7;0.1;0.0;133.4
22.02.2000;86.5;28.0;2.9;0.44;;;;41.5;-0.0;0.0;136.3
23.02.2000;91.8;30.1;3.2;0.47;;;;51.2;0.5;0.0;137.2
24.02.2000;42.9;;2.9;0.54;;;;;1.5;0.1;50.7
25.02.2000;71.6;;2.4;0.34;;;;;6.5;0.8;54.6
26.02.2000;51.6;21.1;1.7;0.42;;;;26.7;5.8;0.0;72.4
27.02.2000;70.6;21.0;1.7;0.45;;;;24.1;4.9;0.0;100.7
28.02.2000;97.7;21.5;4.0;0.34;;;;33.3;8.2;0.0;143.9
29.02.2000;93.3;13.2;1.7;0.24;;;;14.3;7.3;7.5;30.6
01.03.2000;91.9;11.8;1.4;0.22;;;;12.9;5.1;16.5;26.2
02.03.2000;89.0;13.0;2.0;0.24;;;;15.1;2.7;0.5;142.9
03.03.2000;90.4;14.8;2.6;0.26;;;;16.3;5.1;0.0;123.5
04.03.2000;93.5;6.9;2.3;0.23;;;;7.8;4.4;5.0;120.3
05.03.2000;92.3;8.4;2.6;0.26;;;;9.4;1.1;0.0;174.2
06.03.2000;85.2;28.3;3.4;0.43;;;;47.7;2.1;0.0;169.8
07.03.2000;111.3;34.4;4.4;0.50;;;;57.2;4.6;0.0;117.8
08.03.2000;95.5;22.3;2.1;0.33;;;;30.4;7.2;0.5;137.9
09.03.2000;90.0;13.0;1.6;0.20;;;;14.9;13.0;0.0;132.0
10.03.2000;88.2;16.7;1.5;0.25;;;;21.9;10.1;0.0;127.0
11.03.2000;86.1;12.2;1.7;0.25;;;;13.7;10.2;0.0;153.7
12.03.2000;92.5;11.9;1.8;0.25;;;;12.9;9.1;0.0;165.5
13.03.2000;95.8;21.1;2.8;0.35;;;;36.4;7.0;0.0;174.7
14.03.2000;90.6;18.5;2.1;0.28;;;;28.3;9.5;1.4;100.5
15.03.2000;85.6;10.2;2.0;0.21;;;;11.3;5.3;2.7;83.9
16.03.2000;82.3;23.7;2.7;0.30;;;;33.5;3.6;0.0;86.5
17.03.2000;66.6;21.4;2.4;0.31;;;;30.5;6.5;0.0;63.5
18.03.2000;57.0;20.5;2.6;0.31;;;;22.3;6.5;0.0;32.0
19.03.2000;66.6;10.2;1.9;0.23;;;;11.5;6.0;0.0;128.5
20.03.2000;89.7;16.7;2.4;0.27;;;;18.6;4.9;0.0;196.6
21.03.2000;107.2;25.8;2.7;0.36;;;;37.1;4.5;0.0;195.6
22.03.2000;136.1;32.4;2.8;0.43;;;;45.9;7.1;0.0;194.8
23.03.2000;66.4;40.7;2.8;0.51;;;;58.7;6.8;0.0;72.1
24.03.2000;104.9;24.1;1.9;0.36;;;;32.8;8.1;0.0;121.1
25.03.2000;109.0;17.5;1.9;0.27;;;;21.1;9.3;0.0;190.4
26.03.2000;88.7;7.1;1.4;0.19;;;;7.8;6.9;0.7;94.9
27.03.2000;90.4;11.9;1.4;0.21;;;;13.3;3.5;0.2;92.2
28.03.2000;83.8;16.6;1.8;0.30;;;;19.4;4.1;0.4;111.9
29.03.2000;62.6;18.4;2.1;0.31;;;;20.9;4.5;0.0;56.1
30.03.2000;89.2;16.1;2.2;0.30;;;;17.5;4.9;0.0;83.6
31.03.2000;121.1;19.2;2.4;0.29;;;;23.4;7.1;0.0;174.8
01.04.2000;105.5;11.5;1.8;0.32;;;;12.3;5.7;0.7;106.0
02.04.2000;118.8;12.9;2.3;0.34;;;;14.6;5.4;0.0;205.4
03.04.2000;109.7;28.2;2.9;0.39;;;;36.1;9.2;0.0;110.2
04.04.2000;107.0;18.8;2.7;0.32;;;;31.0;8.7;2.3;178.4
05.04.2000;77.6;15.5;2.1;0.26;;;;17.4;7.2;3.9;48.0
06.04.2000;63.8;14.9;0.6;0.27;;;;17.1;4.7;0.0;48.5
07.04.2000;94.9;15.2;1.4;0.28;;;;17.4;5.3;0.0;246.3
08.04.2000;120.9;17.7;1.0;0.33;;;;20.3;6.6;0.0;244.9
09.04.2000;107.5;15.2;1.8;0.34;;;;16.9;7.0;0.0;140.4
10.04.2000;122.6;18.9;;0.31;;;;26.4;10.0;0.0;130.9
11.04.2000;97.7;17.6;;0.28;;;;18.8;8.5;21.7;71.7
12.04.2000;98.9;8.6;;0.20;;;;9.5;6.3;9.7;137.2
13.04.2000;96.2;10.5;1.1;0.21;;;;11.5;7.2;9.5;89.3
14.04.2000;120.3;15.5;1.8;0.29;;;;27.6;11.4;0.2;253.3
15.04.2000;112.3;7.1;1.1;0.22;;;;7.8;9.5;3.0;189.5
16.04.2000;92.4;11.3;2.0;0.28;;;;12.7;6.8;0.0;101.3
17.04.2000;94.7;12.0;1.2;0.23;;;;12.9;8.1;1.0;55.0
18.04.2000;80.1;19.6;2.0;0.33;;;;30.3;7.3;0.0;123.5
19.04.2000;99.3;16.2;1.7;0.30;;;;35.2;7.9;0.0;172.0
20.04.2000;123.7;15.6;1.5;0.28;;;;28.5;9.9;0.0;272.1
21.04.2000;127.7;;1.5;0.27;;;;;14.2;0.0;265.4
22.04.2000;;;;;;;;;15.2;0.0;253.5
23.04.2000;;;;;;;;;11.8;17.9;108.2
24.04.2000;86.8;;1.6;0.20;;;;;8.2;4.8;117.5
25.04.2000;103.0;;1.5;0.25;;;;;9.7;0.0;251.9
26.04.2000;134.9;;2.2;0.28;;;;;13.9;0.0;267.0
27.04.2000;81.5;28.3;3.8;0.37;;;;43.6;13.4;0.0;139.8
28.04.2000;104.6;17.1;1.7;0.28;;;;27.8;13.5;0.0;184.2
29.04.2000;80.6;8.6;1.4;0.24;;;;9.5;11.3;0.0;95.2
30.04.2000;109.4;8.7;1.9;0.29;;;;10.7;13.7;0.0;281.2
01.05.2000;126.0;13.0;;0.29;;;;25.2;15.5;0.0;276.8
02.05.2000;130.7;15.3;;0.28;;;;25.6;15.4;0.0;260.8
03.05.2000;120.7;14.6;1.4;0.25;;;;20.3;15.1;0.1;245.7
04.05.2000;120.9;17.5;1.5;0.24;;;;23.4;15.0;1.4;195.5
05.05.2000;110.8;13.6;1.4;0.20;;;;21.4;15.3;5.5;226.2
06.05.2000;89.1;11.5;1.5;0.25;;;;13.7;14.4;0.0;152.7
07.05.2000;112.5;7.7;1.5;0.23;;;;9.1;16.0;3.0;246.0
08.05.2000;124.8;12.8;1.9;0.20;;;;16.5;16.4;0.4;227.0
09.05.2000;117.5;14.9;1.9;0.25;;;;26.5;17.1;0.0;279.1
10.05.2000;135.2;14.3;1.1;0.22;;;;18.3;18.9;0.0;279.8
11.05.2000;125.4;11.5;1.0;0.19;;;;15.1;18.1;31.7;286.7
12.05.2000;93.5;12.4;1.0;0.20;;;;14.6;14.9;1.5;167.2
13.05.2000;111.9;10.8;0.9;0.25;;;;12.2;15.2;0.0;255.9
14.05.2000;121.9;9.3;1.3;0.26;;;;10.3;17.2;0.0;276.0
15.05.2000;144.4;16.4;1.8;0.25;;;;20.7;18.4;0.0;294.0
16.05.2000;145.1;17.1;2.2;0.25;;;;25.7;19.8;0.0;302.5
17.05.2000;133.2;15.2;2.1;0.20;;;;20.1;16.9;2.6;174.5
18.05.2000;100.7;7.4;0.7;0.17;;;;9.0;13.2;2.8;160.8
19.05.2000;92.0;6.1;0.8;0.18;;;;7.4;11.4;2.8;206.0
20.05.2000;111.4;5.5;0.7;0.22;;;;6.3;12.2;0.0;260.0
21.05.2000;105.3;5.6;0.8;0.20;;;;6.5;12.5;3.5;270.3
22.05.2000;96.1;6.1;0.9;0.20;;;;7.3;12.3;0.0;300.8
23.05.2000;130.4;14.5;1.3;0.24;;;;21.8;12.9;0.0;327.7
24.05.2000;124.1;15.1;1.4;0.25;;;;20.5;16.5;0.0;313.4
25.05.2000;101.6;21.0;1.9;0.25;;;;26.6;15.7;0.0;72.8
26.05.2000;119.5;11.6;1.8;0.23;;;;14.0;17.8;0.0;294.8
27.05.2000;104.2;5.0;1.2;0.20;;;;5.7;12.1;19.4;141.4
28.05.2000;97.0;6.7;1.3;0.21;;;;7.7;12.0;4.2;81.2
29.05.2000;102.0;7.1;1.3;0.19;;;;8.0;12.5;1.4;207.3
30.05.2000;62.6;14.7;1.7;0.22;;;;20.3;11.4;8.4;68.6
31.05.2000;77.8;7.6;1.4;0.16;;;;8.9;14.4;10.9;159.6
01.06.2000;106.5;6.8;1.4;0.19;;;;7.9;16.1;0.0;331.0
02.06.2000;138.2;15.3;1.9;0.26;;;;18.8;18.8;0.0;304.6
03.06.2000;145.6;10.6;2.1;0.24;;;;12.1;20.4;10.9;273.2
04.06.2000;132.1;6.7;;0.16;;;;7.6;21.1;2.3;308.6
05.06.2000;125.1;10.6;1.3;0.19;;;;13.0;18.4;20.0;199.8
06.06.2000;90.0;7.4;0.7;0.18;;;;8.5;13.3;4.1;80.8
07.06.2000;107.0;9.2;0.9;0.19;;;;13.7;14.6;0.0;335.9
08.06.2000;143.3;15.7;1.4;0.23;;;;22.0;16.3;0.0;329.1
09.06.2000;151.2;14.2;1.5;0.26;;;;18.4;20.2;0.0;312.9
10.06.2000;134.8;8.8;1.7;0.22;;;;10.0;20.5;0.0;250.6
11.06.2000;88.7;6.6;1.2;0.23;;;;7.4;17.4;6.1;101.2
12.06.2000;93.5;5.2;1.4;0.20;;;;5.9;16.7;0.5;169.8
13.06.2000;122.5;12.6;1.7;0.27;;;;15.3;19.1;3.5;232.1
14.06.2000;132.1;10.1;1.5;0.19;;;;12.6;19.0;2.4;270.3
15.06.2000;88.2;9.1;1.1;0.15;;;;14.2;19.7;0.0;332.8
16.06.2000;122.6;9.8;1.5;0.15;;;;14.5;17.7;0.0;331.7
17.06.2000;143.5;8.3;;0.18;;;;9.3;16.9;0.0;342.9
18.06.2000;144.8;9.9;;0.22;;;;10.8;18.3;0.0;330.6
19.06.2000;155.8;17.4;;0.25;;;;21.3;20.6;0.0;302.0
20.06.2000;178.8;15.8;2.1;0.23;;;;21.1;;1.2;
21.06.2000;164.8;14.7;3.2;0.19;;;;17.3;23.1;0.0;311.9
22.06.2000;125.2;10.5;2.1;0.17;;;;11.7;20.1;0.0;188.6
23.06.2000;96.0;5.4;0.8;0.12;;;;6.2;17.5;0.0;193.5
24.06.2000;80.6;4.8;0.7;0.12;;;;5.6;14.6;0.0;107.5
25.06.2000;91.4;4.2;0.7;0.12;;;;4.8;13.3;0.2;199.1
26.06.2000;110.9;9.1;1.1;0.15;;;;15.5;14.6;0.0;312.8
27.06.2000;135.0;15.5;1.5;0.19;;;;19.5;15.5;0.0;303.1
28.06.2000;98.3;15.2;0.8;0.20;;;;17.3;15.8;7.7;103.2
29.06.2000;135.4;10.7;0.6;0.17;;;;12.9;17.5;0.0;305.5
30.06.2000;137.5;15.6;0.9;0.20;;;;23.5;17.5;0.0;304.6
01.07.2000;138.6;10.9;0.8;0.20;;;;12.1;20.5;0.0;267.8
02.07.2000;123.0;8.0;1.2;0.20;;;;8.9;22.7;0.0;302.1
03.07.2000;93.2;10.2;0.5;0.14;;;;11.4;18.9;17.6;123.2
04.07.2000;;;;;;;;;18.7;27.2;279.3
05.07.2000;;;;;;;;;18.7;0.0;274.8
06.07.2000;;;;;;;;;19.1;0.0;322.4
07.07.2000;;;;;;;;;20.2;0.4;202.8
08.07.2000;100.7;4.7;0.2;0.13;;;;5.5;14.9;2.9;141.6
09.07.2000;88.2;5.6;0.3;0.13;;;;6.3;13.2;1.8;92.0
10.07.2000;66.7;7.6;0.2;0.10;;;;8.8;13.9;40.2;42.5
11.07.2000;76.0;8.2;0.2;0.12;;;;9.6;12.3;2.5;150.8
12.07.2000;79.6;8.4;0.2;0.13;;;;11.1;12.4;1.7;180.5
13.07.2000;99.5;8.6;0.3;0.15;;;;11.3;13.0;2.2;194.5
14.07.2000;62.0;8.7;0.1;0.14;;;;10.2;12.6;20.9;50.8
15.07.2000;75.2;4.5;0.2;0.14;;;;5.4;11.3;0.1;155.2
16.07.2000;72.5;4.1;0.1;0.16;;;;4.8;11.8;5.1;192.0
17.07.2000;99.1;8.5;0.5;0.20;;;;16.2;13.4;0.0;328.8
18.07.2000;114.1;9.8;0.5;0.19;;;;16.2;15.5;0.0;307.9
19.07.2000;108.7;8.8;0.6;0.17;;;;11.7;16.9;0.0;307.5
20.07.2000;111.4;9.5;0.9;0.17;;;;12.2;16.5;0.0;304.4
21.07.2000;137.1;14.6;1.1;0.20;;;;23.5;17.6;0.0;318.7
22.07.2000;152.1;15.5;1.1;0.26;;;;17.6;18.7;0.0;303.6
23.07.2000;130.7;11.7;2.2;0.27;;;;12.7;19.2;0.2;164.1
24.07.2000;93.6;10.9;0.5;0.18;;;;13.0;17.7;4.5;111.0
25.07.2000;104.9;8.9;0.4;0.16;;;;10.4;18.4;1.5;218.8
26.07.2000;96.1;7.3;0.3;0.15;;;;8.4;18.4;1.3;198.5
27.07.2000;109.8;14.8;0.5;0.18;;;;23.0;18.7;6.6;198.2
28.07.2000;85.9;6.7;0.2;0.14;;;;8.1;16.3;10.9;173.8
29.07.2000;75.2;5.0;0.2;0.15;;;;6.0;14.4;19.4;97.8
30.07.2000;89.9;3.5;0.1;0.15;;;;4.2;16.4;0.0;301.5
31.07.2000;115.6;10.4;0.4;0.19;;;;17.9;17.4;0.0;308.0
01.08.2000;132.2;9.4;1.9;0.23;;;;10.6;20.2;0.0;301.0
02.08.2000;101.4;15.3;1.1;0.28;;;;20.0;18.4;3.5;99.8
03.08.2000;74.5;12.1;0.4;0.17;;;;15.6;16.4;0.1;49.3
04.08.2000;101.2;7.5;0.3;0.16;;;;11.3;16.1;0.0;280.6
05.08.2000;73.3;6.2;0.3;0.18;;;;6.9;14.2;10.4;53.5
06.08.2000;106.9;5.4;0.2;0.20;;;;6.1;16.1;4.3;161.3
07.08.2000;112.8;10.5;0.6;0.24;;;;21.6;17.1;0.0;267.6
08.08.2000;109.9;10.8;0.5;0.21;;;;20.1;18.0;0.0;217.5
09.08.2000;125.3;13.1;0.6;0.19;;;;21.3;19.4;0.0;283.2
10.08.2000;121.7;13.8;;0.24;;;;20.4;20.5;0.0;261.6
11.08.2000;134.7;15.7;0.6;0.24;;;;24.5;21.0;0.0;274.8
12.08.2000;147.6;9.4;0.5;0.23;;;;10.6;21.9;0.0;270.5
13.08.2000;151.8;6.8;0.7;0.21;;;;7.5;20.8;0.0;261.6
14.08.2000;147.6;15.3;0.9;0.22;;;;22.6;21.4;0.0;251.5
15.08.2000;108.2;11.6;0.5;0.20;;;;15.1;22.0;0.0;228.5
16.08.2000;119.5;11.4;0.5;0.18;;;;14.1;21.9;0.0;267.0
17.08.2000;126.2;14.0;0.7;0.21;;;;18.3;21.7;2.3;187.9
18.08.2000;126.2;15.9;0.6;0.23;;;;19.9;20.2;3.3;156.1
19.08.2000;146.0;14.0;0.7;0.28;;;;15.4;22.2;0.0;228.6
20.08.2000;140.5;9.7;1.4;0.25;;;;10.7;23.1;0.0;235.9
21.08.2000;100.2;8.4;0.5;0.15;;;;9.8;17.4;36.3;113.9
22.08.2000;109.0;10.7;0.5;0.17;;;;17.6;16.6;0.1;247.1
23.08.2000;127.5;15.0;0.9;0.24;;;;28.0;18.3;0.0;242.0
24.08.2000;153.6;18.2;1.2;0.29;;;;24.8;20.4;0.0;257.9
25.08.2000;153.8;18.4;1.1;0.29;;;;30.1;20.2;0.0;258.2
26.08.2000;141.7;13.6;1.0;0.30;;;;15.6;20.0;0.0;219.8
27.08.2000;116.1;4.9;0.3;0.17;;;;5.5;16.7;9.4;62.5
28.08.2000;103.3;10.4;0.4;0.20;;;;16.9;16.1;0.0;247.2
29.08.2000;110.6;14.7;0.8;0.22;;;;25.3;16.2;0.0;228.4
30.08.2000;85.7;21.7;0.8;0.29;;;;31.6;14.8;0.3;57.2
31.08.2000;89.4;13.8;0.2;0.19;;;;16.1;15.2;11.9;68.2
01.09.2000;115.0;10.6;0.4;0.19;;;;16.4;17.4;0.3;231.8
02.09.2000;77.9;2.8;0.2;0.12;;;;3.5;15.1;4.3;140.6
03.09.2000;75.4;4.3;0.2;0.15;;;;5.1;13.7;5.4;124.2
04.09.2000;83.5;10.4;0.3;0.20;;;;13.8;12.7;0.6;189.4
05.09.2000;101.9;12.6;0.7;0.23;;;;20.6;12.3;0.0;237.6
06.09.2000;95.4;14.4;0.9;0.24;;;;20.9;13.2;2.4;155.9
07.09.2000;84.9;8.0;0.4;0.17;;;;9.1;15.1;0.6;205.6
08.09.2000;97.7;15.7;0.9;0.23;;;;29.9;13.2;0.0;232.1
09.09.2000;124.7;12.7;0.7;0.28;;;;15.5;15.4;0.0;218.8
10.09.2000;123.5;10.4;0.5;0.29;;;;11.4;16.6;0.0;218.9
11.09.2000;140.3;20.0;1.3;0.31;;;;42.1;17.5;0.0;210.5
12.09.2000;132.9;20.3;1.6;0.36;;;;36.1;18.5;0.0;170.5
13.09.2000;123.4;13.3;0.7;0.21;;;;14.9;19.6;0.1;191.0
14.09.2000;148.5;17.0;1.2;0.34;;;;30.3;18.3;0.0;178.0
15.09.2000;123.6;18.8;1.2;0.27;;;;25.9;19.7;0.0;189.9
16.09.2000;113.9;3.8;0.7;0.14;;;;4.5;17.1;0.3;97.2
17.09.2000;86.7;5.8;0.3;0.16;;;;6.5;13.7;0.0;192.7
18.09.2000;100.6;12.3;0.9;0.20;;;;17.9;13.1;0.0;207.1
19.09.2000;118.4;20.3;1.4;0.27;;;;42.8;14.7;1.1;187.1
20.09.2000;68.0;17.8;0.4;0.21;;;;21.0;13.7;28.7;29.1
21.09.2000;80.5;10.8;0.3;0.15;;;;12.3;12.2;1.0;143.1
22.09.2000;78.4;13.2;0.9;0.23;;;;24.8;12.8;0.0;187.7
23.09.2000;92.6;12.9;0.7;0.29;;;;19.7;12.5;0.0;190.7
24.09.2000;80.3;11.8;1.5;0.32;;;;13.9;13.1;0.0;143.3
25.09.2000;98.1;20.2;1.4;0.31;;;;28.8;14.9;0.0;120.4
26.09.2000;101.2;21.5;1.8;0.35;;;;60.6;14.7;0.0;158.2
27.09.2000;107.6;18.7;1.7;0.30;;;;34.5;16.4;0.0;153.2
28.09.2000;113.8;20.9;1.4;0.28;;;;38.8;15.5;0.0;159.7
29.09.2000;96.0;19.5;1.4;0.32;;;;36.9;15.2;0.0;125.7
30.09.2000;80.5;7.2;0.3;0.17;;;;7.9;13.6;13.5;35.4
01.10.2000;89.7;5.3;0.3;0.17;;;;6.3;13.6;11.7;123.5
02.10.2000;70.9;10.0;0.4;0.16;;;;16.4;11.5;0.0;94.7
03.10.2000;59.0;11.7;0.6;0.19;;;;15.2;10.9;1.5;85.8
04.10.2000;67.6;12.4;0.9;0.23;;;;24.9;10.5;0.0;153.9
05.10.2000;90.3;15.4;0.9;0.25;;;;26.9;11.4;3.3;76.0
06.10.2000;76.0;9.8;0.5;0.20;;;;11.1;9.6;0.2;114.9
07.10.2000;83.6;10.3;1.9;0.29;;;;14.6;6.9;0.0;148.0
08.10.2000;82.5;8.7;0.9;0.27;;;;11.0;6.6;7.6;127.6
09.10.2000;72.6;14.4;0.6;0.21;;;;17.2;9.6;0.9;80.0
10.10.2000;81.0;9.9;0.5;0.17;;;;11.0;8.9;11.7;104.1
11.10.2000;64.5;12.6;0.4;0.18;;;;13.7;9.2;31.5;19.8
12.10.2000;74.4;21.7;4.0;0.33;;;;38.2;10.4;7.4;58.4
13.10.2000;76.3;14.7;1.2;0.21;;;;16.3;9.7;15.4;36.9
14.10.2000;17.1;16.7;1.2;0.38;;;;22.6;11.3;3.6;21.1
15.10.2000;60.5;10.1;0.7;0.32;;;;12.5;11.8;4.3;24.6
16.10.2000;72.2;14.8;1.0;0.23;;;;28.8;11.4;0.6;94.3
17.10.2000;67.0;13.7;0.7;0.23;;;;18.8;11.5;0.0;84.1
18.10.2000;65.5;17.9;1.1;0.26;;;;33.0;11.0;0.0;111.4
19.10.2000;29.9;24.1;1.8;0.39;;;;47.8;10.5;0.1;44.4
20.10.2000;45.8;28.3;1.5;0.50;;;;52.6;9.6;0.0;69.0
21.10.2000;29.2;23.1;0.6;0.54;;;;28.3;9.3;0.1;56.5
22.10.2000;50.9;12.1;0.6;0.43;;;;14.9;9.6;0.1;69.0
23.10.2000;39.8;18.8;0.6;0.39;;;;24.8;10.0;0.0;50.4
24.10.2000;;;;;;;;;11.2;4.0;24.3
25.10.2000;;;;;;;;;11.5;0.0;110.6
26.10.2000;;;;;;;;;12.7;1.2;33.5
27.10.2000;;;;;;;;;10.9;0.0;94.8
28.10.2000;;;;;;;;;7.8;0.0;73.2
29.10.2000;;;;;;;;;10.7;1.8;33.8
30.10.2000;;;;;;;;;12.2;0.0;77.5
31.10.2000;;;;;;;;;8.6;17.9;36.1
01.11.2000;71.6;10.3;0.7;0.18;;;;12.1;9.3;0.1;101.8
02.11.2000;61.2;24.1;2.0;0.26;;;;41.2;8.7;0.0;41.2
03.11.2000;;19.6;0.9;0.27;;;;23.1;7.3;23.0;9.2
04.11.2000;76.5;6.0;0.5;0.17;;;;7.3;6.8;2.4;90.2
05.11.2000;59.3;9.0;0.8;0.26;;;;10.9;4.8;0.0;101.2
06.11.2000;69.1;16.8;1.2;0.30;;;;22.1;5.4;13.9;15.9
07.11.2000;68.8;5.2;0.5;0.16;;;;6.5;8.4;0.0;64.8
08.11.2000;73.6;7.2;0.8;0.17;;;;8.9;7.4;0.0;92.4
09.11.2000;64.7;10.8;0.8;0.20;;;;12.4;7.3;0.0;54.9
10.11.2000;70.9;19.1;1.6;0.26;;;;29.5;6.0;0.0;60.2
11.11.2000;55.4;17.9;1.2;0.37;;;;23.9;3.5;0.0;93.1
12.11.2000;35.0;18.9;2.2;0.55;;;;26.9;3.4;0.0;46.0
13.11.2000;66.5;23.8;3.7;0.56;;;;65.4;6.8;0.7;36.8
14.11.2000;64.6;22.8;1.0;0.25;;;;31.8;5.7;24.8;10.0
15.11.2000;41.0;24.4;1.7;0.37;;;;49.1;4.1;0.0;48.6
16.11.2000;34.5;23.3;1.6;0.42;;;;42.6;3.8;0.0;26.0
17.11.2000;50.4;21.5;0.8;0.31;;;;25.9;3.4;9.5;12.3
18.11.2000;80.0;9.5;0.5;0.24;;;;11.4;1.7;0.0;84.0
19.11.2000;57.3;10.6;1.3;0.28;;;;12.7;2.5;1.4;52.0
20.11.2000;61.7;13.3;0.6;0.20;;;;15.1;5.6;10.3;22.8
21.11.2000;71.8;20.2;1.0;0.25;;;;24.7;4.8;4.1;68.0
22.11.2000;52.9;28.1;1.8;0.40;;;;50.5;6.5;8.9;26.2
23.11.2000;48.8;28.5;1.7;0.50;;;;56.2;6.3;1.1;17.8
24.11.2000;58.1;19.8;0.8;0.25;;;;22.5;5.5;3.0;24.9
25.11.2000;55.0;16.8;1.0;0.36;;;;20.7;4.0;2.4;68.0
26.11.2000;77.8;4.2;0.6;0.18;;;;5.1;5.5;4.2;26.7
27.11.2000;70.0;21.2;1.1;0.28;;;;28.1;5.1;0.3;44.1
28.11.2000;45.7;22.5;1.4;0.35;;;;35.5;8.0;1.7;63.5
29.11.2000;19.4;21.7;1.4;0.40;;;;45.4;5.4;0.0;38.5
30.11.2000;7.7;26.2;1.2;0.45;;;;49.5;5.0;0.1;33.3
01.12.2000;8.5;26.6;1.4;0.51;;;;58.2;3.7;1.2;20.4
